date,cheap apartments
2004-01-01,22.896377422072455
2004-02-01,21.082225177304966
2004-03-01,20.66094700260643
2004-04-01,24.46881302218381
2004-05-01,23.690725244072524
2004-06-01,20.521554091158706
2004-07-01,22.43297675647121
2004-08-01,20.06814345991561
2004-09-01,21.897559852670348
2004-10-01,21.54931810973676
2004-11-01,21.30288778877888
2004-12-01,22.342592592592595
2005-01-01,20.98834597023308
2005-02-01,20.078309692671397
2005-03-01,22.6286562409499
2005-04-01,24.46881302218381
2005-05-01,23.690725244072524
2005-06-01,23.319947830862166
2005-07-01,25.124933967247756
2005-08-01,21.97939521800281
2005-09-01,20.854818907305095
2005-10-01,23.70424992071044
2005-11-01,22.424092409240927
2005-12-01,18.814814814814817
2006-01-01,21.942361696152766
2006-02-01,20.078309692671397
2006-03-01,23.612510860121635
2006-04-01,24.46881302218381
2006-05-01,23.690725244072524
2006-06-01,21.45435200439319
2006-07-01,23.330295826730058
2006-08-01,22.935021097046413
2006-09-01,21.897559852670348
2006-10-01,22.6267840152236
2006-11-01,22.424092409240927
2006-12-01,18.814814814814817
2007-01-01,20.98834597023308
2007-02-01,23.090056146572106
2007-03-01,24.596365479293368
2007-04-01,26.42631806395851
2007-05-01,27.481241283124128
2007-06-01,25.185543657331138
2007-07-01,26.91957210776545
2007-08-01,25.801898734177215
2007-09-01,26.068523634131367
2007-10-01,26.936647637170953
2007-11-01,28.030115511551156
2007-12-01,27.046296296296298
2008-01-01,28.620471777590566
2008-02-01,26.101802600472816
2008-03-01,29.515638575152042
2008-04-01,30.341328147507923
2008-05-01,31.271757322175734
2008-06-01,28.916735310269083
2008-07-01,29.611529318541997
2008-08-01,29.624402250351615
2008-09-01,29.196746470227133
2008-10-01,29.09157944814463
2008-11-01,30.27252475247525
2008-12-01,30.574074074074076
2009-01-01,31.482518955349622
2009-02-01,32.125295508274235
2009-03-01,33.45105705183898
2009-04-01,32.298833189282625
2009-05-01,34.114644351464435
2009-06-01,33.580724876441515
2009-07-01,31.406167459059695
2009-08-01,35.35815752461322
2009-09-01,33.36771025168815
2009-10-01,35.55637488106566
2009-11-01,36.999752475247526
2009-12-01,35.27777777777778
2010-01-01,38.16062903678742
2010-02-01,40.15661938534279
2010-03-01,38.37033014769766
2010-04-01,41.107605877268796
2010-05-01,36.95753138075314
2010-06-01,37.31191652937946
2010-07-01,37.687400950871634
2010-08-01,38.22503516174402
2010-09-01,43.795119705340696
2010-10-01,36.6338407865525
2010-11-01,42.60577557755776
2010-12-01,37.62962962962963
2011-01-01,44.83873911822522
2011-02-01,44.17228132387707
2011-03-01,47.22502172024327
2011-04-01,44.04386343993085
2011-05-01,47.38145048814505
2011-06-01,44.774299835255356
2011-07-01,47.55791072371896
2011-08-01,51.60379746835443
2011-09-01,49.008824432166975
2011-10-01,45.2535680304472
2011-11-01,42.60577557755776
2011-12-01,47.03703703703704
2012-01-01,52.4708649255827
2012-02-01,50.19577423167849
2012-03-01,47.22502172024327
2012-04-01,52.85263612791702
2012-05-01,54.014853556485356
2012-06-01,55.03507688083471
2012-07-01,57.4284204965663
2012-08-01,53.51504922644163
2012-09-01,55.2652701043585
2012-10-01,52.79582936885507
2012-11-01,53.81782178217822
2012-12-01,51.74074074074075
2013-01-01,56.286927829261444
2013-02-01,55.215351654846344
2013-03-01,55.095858673617144
2013-04-01,53.83138864880438
2013-05-01,55.91011157601116
2013-06-01,56.900672707303684
2013-07-01,59.223058637083994
2013-08-01,58.293178621659635
2013-09-01,57.35075199508901
2013-10-01,58.18315889628926
2013-11-01,54.939026402640266
2013-12-01,59.97222222222223
2014-01-01,63.91905363661893
2014-02-01,64.25059101654847
2014-03-01,61.98284100781929
2014-04-01,60.682656295015846
2014-05-01,61.59588563458856
2014-06-01,59.69906644700714
2014-07-01,58.32573956682514
2014-08-01,61.16005625879043
2014-09-01,61.52171577655003
2014-10-01,59.260624801776096
2014-11-01,57.18143564356436
2014-12-01,61.14814814814815
2015-01-01,63.91905363661893
2015-02-01,61.238844562647756
2015-03-01,63.95055024616276
2015-04-01,62.64016133679055
2015-05-01,62.54351464435147
2015-06-01,63.430258099945085
2015-07-01,63.709653988378236
2015-08-01,64.98255977496484
2015-09-01,62.564456721915285
2015-10-01,64.64795432921028
2015-11-01,61.66625412541254
2015-12-01,65.85185185185186
2016-01-01,75.36724234765515
2016-02-01,78.30540780141845
2016-03-01,77.72451491456705
2016-04-01,75.36394410832612
2016-05-01,74.86269177126918
2016-06-01,77.42222679846239
2016-07-01,78.0667591125198
2016-08-01,76.45007032348803
2016-09-01,70.90638428483732
2016-10-01,77.57754519505234
2016-11-01,81.84793729372937
2016-12-01,81.1388888888889
2017-01-01,84.90739960685201
2017-02-01,86.33673167848701
2017-03-01,82.64378801042572
2017-04-01,87.10897435897435
2017-05-01,87.18186889818689
2017-06-01,87.68300384404174
2017-07-01,89.73190702588484
2017-08-01,86.96195499296765
2017-09-01,88.63298035604666
2017-10-01,91.58460196638124
2017-11-01,82.96914191419143
2017-12-01,81.1388888888889
2018-01-01,81.09133670317327
2018-02-01,82.32106973995272
2018-03-01,85.59535186794092
2018-04-01,81.23645923365024
2018-05-01,82.44372384937239
2018-06-01,82.08621636463482
2018-07-01,78.96407818277866
2018-08-01,79.31694796061885
2018-09-01,76.1200890116636
2018-10-01,76.5000792895655
2018-11-01,79.60552805280528
2018-12-01,81.1388888888889
2019-01-01,75.36724234765515
2019-02-01,76.29757683215131
2019-03-01,79.69222415291051
2019-04-01,77.32144915010083
2019-05-01,76.75794979079498
2019-06-01,80.22062053816585
2019-07-01,76.27212097200211
2019-08-01,75.49444444444444
2019-09-01,79.24831184775937
2019-10-01,73.267681573105
2019-11-01,71.75709570957096
2019-12-01,72.90740740740742
2020-01-01,73.45921089581579
