date,rent assistance
2009-08-01,19.316624895572264
2009-09-01,20.80251911830859
2009-10-01,19.462962962962962
2009-11-01,18.99096528768426
2009-12-01,19.654043945769054
2010-01-01,19.099952175992346
2010-02-01,19.530778164924506
2010-03-01,23.591470258136926
2010-04-01,21.930099113197702
2010-05-01,21.543191800878475
2010-06-01,21.895833333333336
2010-07-01,19.846469622331693
2010-08-01,21.950710108604845
2010-09-01,20.80251911830859
2010-10-01,20.43611111111111
2010-11-01,21.989538754160723
2010-12-01,19.654043945769054
2011-01-01,22.115734098517454
2011-02-01,20.75145180023229
2011-03-01,22.41189674523008
2011-04-01,23.026604068857587
2011-05-01,26.672523182040017
2011-06-01,26.655797101449277
2011-07-01,23.298029556650246
2011-08-01,25.46282372598162
2011-09-01,24.58479532163743
2011-10-01,23.355555555555554
2011-11-01,24.988112220637184
2011-12-01,26.532959326788223
2012-01-01,26.136776661884262
2012-02-01,24.41347270615563
2012-03-01,23.591470258136926
2012-04-01,27.41262389149713
2012-05-01,28.72425573450463
2012-06-01,28.559782608695656
2012-07-01,25.886699507389164
2012-08-01,24.584795321637426
2012-09-01,25.530364372469638
2012-10-01,24.328703703703702
2012-11-01,25.987636709462674
2012-12-01,21.619448340345958
2013-01-01,25.13151602104256
2013-02-01,23.19279907084785
2013-03-01,23.591470258136926
2013-04-01,26.316118935837245
2013-05-01,26.672523182040017
2013-06-01,26.655797101449277
2013-07-01,28.47536945812808
2013-08-01,28.096908939014202
2013-09-01,27.421502474134055
2013-10-01,26.275
2013-11-01,24.988112220637184
2013-12-01,24.567554932211316
2014-01-01,27.142037302725964
2014-02-01,24.41347270615563
2014-03-01,24.77104377104377
2014-04-01,27.41262389149713
2014-05-01,28.72425573450463
2014-06-01,28.559782608695656
2014-07-01,27.61247947454844
2014-08-01,23.706766917293233
2014-09-01,25.530364372469638
2014-10-01,25.30185185185185
2014-11-01,22.98906324298621
2014-12-01,22.60215053763441
2015-01-01,24.12625538020086
2015-02-01,21.972125435540068
2015-03-01,22.41189674523008
2015-04-01,24.123109024517472
2015-05-01,23.594924353343092
2015-06-01,24.7518115942029
2015-07-01,27.61247947454844
2015-08-01,28.096908939014202
2015-09-01,25.530364372469638
2015-10-01,22.382407407407406
2015-11-01,23.9885877318117
2015-12-01,22.60215053763441
2016-01-01,24.12625538020086
2016-02-01,23.19279907084785
2016-03-01,22.41189674523008
2016-04-01,26.316118935837245
2016-05-01,24.6207906295754
2016-06-01,26.655797101449277
2016-07-01,25.886699507389164
2016-08-01,23.706766917293233
2016-09-01,24.58479532163743
2016-10-01,24.328703703703702
2016-11-01,24.988112220637184
2016-12-01,24.567554932211316
2017-01-01,27.142037302725964
2017-02-01,24.41347270615563
2017-03-01,23.591470258136926
2017-04-01,25.219613980177357
2017-05-01,27.698389458272324
2017-06-01,29.511775362318843
2017-07-01,25.886699507389164
2017-08-01,28.096908939014202
2017-09-01,28.367071524966263
2017-10-01,28.221296296296295
2017-11-01,28.986210175939135
2017-12-01,26.532959326788223
2018-01-01,29.15255858440937
2018-02-01,26.854819976771196
2018-03-01,23.591470258136926
2018-04-01,27.41262389149713
2018-05-01,28.72425573450463
2018-06-01,29.511775362318843
2018-07-01,27.61247947454844
2018-08-01,27.21888053467001
2018-09-01,27.421502474134055
2018-10-01,30.16759259259259
2018-11-01,29.98573466476462
2018-12-01,26.532959326788223
2019-01-01,29.15255858440937
2019-02-01,29.29616724738676
2019-03-01,24.77104377104377
2019-04-01,28.509128847157015
2019-05-01,30.77598828696925
2019-06-01,30.46376811594203
2019-07-01,30.201149425287355
2019-08-01,28.096908939014202
2019-09-01,29.312640575798472
2019-10-01,31.14074074074074
2019-11-01,29.98573466476462
2019-12-01,28.498363721365127
2020-01-01,31.163079866092776
2020-02-01,30.51684088269454
2020-03-01,53.08080808080808
2020-04-01,66.88680229525299
2020-05-01,68.73304050756465
2020-06-01,54.26358695652174
2020-07-01,76.79720853858785
2020-08-01,67.60818713450293
2020-09-01,59.57085020242915
2020-10-01,64.22777777777777
2020-11-01,74.96433666191156
2020-12-01,97.28751753155682
2021-01-01,96.50502152080344
2021-02-01,106.198606271777
2021-03-01,100.26374859708194
2021-04-01,69.07981220657277
2021-05-01,73.8623718887262
2021-06-01,81.8713768115942
2021-07-01,75.07142857142857
2021-08-01,87.80284043441938
2021-09-01,90.77462887989205
2021-10-01,89.52962962962962
2021-11-01,83.96005706134095
2021-12-01,82.54698457223002
2022-01-01,90.47345767575322
2022-02-01,95.21254355400697
2022-03-01,87.28843995510663
2022-04-01,76.75534689619197
2022-05-01,70.78477306002927
2022-06-01,73.30344202898551
2022-07-01,67.30541871921183
2022-08-01,70.2422723475355
2022-09-01,66.18983355825462
2022-10-01,69.09351851851852
2022-11-01,63.96956728483119
2022-12-01,60.92753623188406
2023-01-01,64.33668101386895
2023-02-01,62.25435540069686
2023-03-01,60.15824915824916
2023-04-01,58.11476264997391
2023-05-01,54.37091264031234
2023-06-01,58.0715579710145
2023-07-01,52.63628899835796
2023-08-01,53.55973266499582
2023-09-01,52.00629779577148
2023-10-01,54.49629629629629
2023-11-01,50.975748930099854
2023-12-01,47.169705469845724
2024-01-01,49.25777140124342
2024-02-01,51.26829268292683
2024-03-01,42.464646464646464
2024-04-01,44.95670318205529
2024-05-01,44.11224987798926
2024-06-01,39.983695652173914
2024-07-01,41.41871921182266
2024-08-01,42.145363408521305
2024-09-01,46.33288349077823
2024-10-01,45.73796296296296
2024-11-01,39.980979553019495
2024-12-01,40.29079008882656
2025-01-01,45.23672883787661
2025-02-01,45.16492450638792
2025-03-01,46.003367003367
2025-04-01,43.860198226395404
2025-05-01,42.06051732552464
2025-06-01,44.74365942028986
2025-07-01,46.59605911330049
2025-08-01,43.0233918128655
2025-09-01,42.550607287449395
2025-10-01,41.84537037037037
2025-11-01,49.97622444127437
2025-12-01,54.04862085086489
