date,sublease
2021-03-01,46.44803296119086
2021-04-01,39.34579815038199
2021-05-01,42.32010834926705
2021-06-01,49.860246433203635
2021-07-01,54.00275938189846
2021-08-01,58.61886245806649
2021-09-01,57.693449244819114
2021-10-01,63.09965277777779
2021-11-01,59.521289537712896
2021-12-01,56.82520325203252
2022-01-01,61.95188350743906
2022-02-01,65.58214058524175
2022-03-01,67.81412812333866
2022-04-01,56.20828307197427
2022-05-01,55.684353091140856
2022-06-01,56.206095979247735
2022-07-01,59.78876931567329
2022-08-01,61.81625495577921
2022-09-01,57.693449244819114
2022-10-01,58.245833333333344
2022-11-01,57.09184914841849
2022-12-01,56.82520325203252
2023-01-01,56.420465337132
2023-02-01,60.02433206106871
2023-03-01,55.737639553429034
2023-04-01,53.39786891837556
2023-05-01,51.229604843849586
2023-06-01,55.29954604409858
2023-07-01,54.967094370860934
2023-08-01,54.3556724611162
2023-09-01,55.238408851422555
2023-10-01,55.818923611111124
2023-11-01,58.30656934306569
2023-12-01,58.060533757511486
2024-01-01,56.420465337132
2024-02-01,58.912770356234105
2024-03-01,55.737639553429034
2024-04-01,53.39786891837556
2024-05-01,49.74468876141916
2024-06-01,50.76679636835279
2024-07-01,53.03842439293599
2024-08-01,52.224077462641056
2024-09-01,50.32832806462944
2024-10-01,52.17855902777779
2024-11-01,51.01824817518248
2024-12-01,55.58987274655355
2025-01-01,55.31418170307059
2025-02-01,61.13589376590332
2025-03-01,53.8797182349814
2025-04-01,50.587454764776844
2025-05-01,47.51731463777353
2025-06-01,49.860246433203635
2025-07-01,57.86009933774835
2025-08-01,52.224077462641056
2025-09-01,51.55584826132772
2025-10-01,52.17855902777779
2025-11-01,63.1654501216545
2025-12-01,64.23718628490633
