date,homeless assistance
2010-07-01,43.77827496757458
2010-08-01,49.451798010711556
2010-09-01,43.84651857625357
2010-10-01,40.58873398643557
2010-11-01,38.69938414164742
2010-12-01,37.9973544973545
2011-01-01,43.01587301587301
2011-02-01,42.27029120198266
2011-03-01,50.57394366197183
2011-04-01,50.60303422490654
2011-05-01,45.667627920733516
2011-06-01,49.367774971941635
2011-07-01,42.846822308690015
2011-08-01,42.12560571282836
2011-09-01,45.71232787737075
2011-10-01,48.70648078372268
2011-11-01,47.91352322299205
2011-12-01,47.49669312169313
2012-01-01,44.09126984126984
2012-02-01,47.83217162329616
2012-03-01,44.954616588419405
2012-04-01,46.47217428817947
2012-05-01,48.853741496598644
2012-06-01,54.405303030303024
2012-07-01,51.2298962386511
2012-08-01,51.28334608518235
2012-09-01,45.71232787737075
2012-10-01,46.00056518462698
2012-11-01,52.52059276366436
2012-12-01,43.274764844209294
2013-01-01,48.39285714285714
2013-02-01,42.27029120198266
2013-03-01,51.69780907668232
2013-04-01,44.406744319815935
2013-05-01,54.163930789707194
2013-06-01,50.375280583613915
2013-07-01,46.572632944228275
2013-08-01,48.536023973476155
2013-09-01,52.242660431280854
2013-10-01,49.60845265008792
2013-11-01,43.306453682319734
2013-12-01,49.60765726043504
2014-01-01,58.07142857142857
2014-02-01,48.94454770755887
2014-03-01,51.69780907668232
2014-04-01,58.86475409836066
2014-05-01,54.163930789707194
2014-06-01,54.405303030303024
2014-07-01,50.29844357976654
2014-08-01,50.36757204794696
2014-09-01,52.242660431280854
2014-10-01,56.824227581009794
2014-11-01,51.5991788555299
2014-12-01,51.71862139917696
2015-01-01,52.69444444444444
2015-02-01,43.38266728624536
2015-03-01,53.94553990610329
2015-04-01,51.6357492090883
2015-05-01,47.79170363797693
2015-06-01,50.375280583613915
2015-07-01,54.0242542153048
2015-08-01,48.536023973476155
2015-09-01,55.04137438295661
2015-10-01,52.31436824918362
2015-11-01,51.5991788555299
2015-12-01,51.71862139917696
2016-01-01,49.46825396825397
2016-02-01,50.05692379182157
2016-03-01,58.44100156494523
2016-04-01,60.930184066724195
2016-05-01,52.03985507246377
2016-06-01,51.382786195286194
2016-07-01,50.29844357976654
2016-08-01,49.451798010711556
2016-09-01,50.37685113016368
2016-10-01,51.412396382818386
2016-11-01,46.992109314857586
2016-12-01,53.829585537918874
2017-01-01,56.99603174603175
2017-02-01,56.73118029739778
2017-03-01,52.821674491392805
2017-04-01,52.66846419327007
2017-05-01,54.163930789707194
2017-06-01,50.375280583613915
2017-07-01,53.092801556420234
2017-08-01,59.52531242030095
2017-09-01,51.30975578072226
2017-10-01,51.412396382818386
2017-11-01,52.52059276366436
2017-12-01,54.885067607289834
2018-01-01,58.07142857142857
2018-02-01,53.39405204460967
2018-03-01,53.94553990610329
2018-04-01,51.6357492090883
2018-05-01,49.91577935522035
2018-06-01,53.397797418630745
2018-07-01,55.887159533073934
2018-08-01,54.94644223412395
2018-09-01,55.974279033515195
2018-10-01,54.11831198191409
2018-11-01,53.44200667179882
2018-12-01,51.71862139917696
2019-01-01,56.99603174603175
2019-02-01,63.40543680297399
2019-03-01,53.94553990610329
2019-04-01,55.766609145815366
2019-05-01,56.28800650695061
2019-06-01,59.44283108866442
2019-07-01,61.47587548638133
2019-08-01,58.60953838306555
2019-09-01,54.10846973239802
2019-10-01,53.21634011554885
2019-11-01,52.52059276366436
2019-12-01,59.10699588477367
2020-01-01,61.297619047619044
2020-02-01,57.84355638166048
2020-03-01,65.18419405320815
2020-04-01,60.930184066724195
2020-05-01,49.91577935522035
2020-06-01,51.382786195286194
2020-07-01,53.092801556420234
2020-08-01,49.451798010711556
2020-09-01,54.10846973239802
2020-10-01,54.11831198191409
2020-11-01,56.206248396202206
2020-12-01,67.55085243974133
2021-01-01,62.37301587301587
2021-02-01,64.51781288723669
2021-03-01,60.6887323943662
2021-04-01,58.86475409836066
2021-05-01,62.660233658680866
2021-06-01,65.48786475869808
2021-07-01,66.13313878080415
2021-08-01,66.85150471818415
2021-09-01,69.967848791894
2021-10-01,67.64788997739261
2021-11-01,66.3418013856813
2021-12-01,71.77278071722517
2022-01-01,82.80555555555556
2022-02-01,91.21483890954153
2022-03-01,89.90923317683881
2022-04-01,86.74805867126834
2022-05-01,83.90099083111507
2022-06-01,84.63047138047138
2022-07-01,89.41945525291828
2022-08-01,91.57740372353992
2022-09-01,86.76013250194856
2022-10-01,83.88338357196685
2022-11-01,77.39876828329484
2022-12-01,85.49404761904762
2023-01-01,94.63492063492063
2023-02-01,91.21483890954153
2023-03-01,89.90923317683881
2023-04-01,88.81348863963187
2023-05-01,92.39729370008874
2023-06-01,91.68301066217732
2023-07-01,88.48800259403373
2023-08-01,87.91430757459833
2023-09-01,90.4917511041829
2023-10-01,80.2754961065059
2023-11-01,80.16301000769823
2023-12-01,87.60501175778954
2024-01-01,92.48412698412697
2024-02-01,80.0910780669145
2024-03-01,75.2989827856025
2024-04-01,77.45362381363245
2024-05-01,75.40468796214138
2024-06-01,79.59294332210999
2024-07-01,80.10492866407263
2024-08-01,82.41966335118593
2024-09-01,80.22979994803845
2024-10-01,78.47155237377544
2024-11-01,71.87028483448807
2024-12-01,75.994708994709
2025-01-01,88.18253968253968
2025-02-01,74.529197645601
2025-03-01,73.05125195618153
2025-04-01,71.25733390854185
2025-05-01,78.59080153800652
2025-06-01,73.54790965207631
2025-07-01,81.96783398184176
2025-08-01,90.66162968630452
2025-09-01,86.76013250194856
2025-10-01,74.86366490831449
2025-11-01,71.87028483448807
2025-12-01,88.66049382716051
