date,homeless shelter
2021-09-01,70.11265306122449
2021-10-01,70.42276422764228
2021-11-01,69.56076076076076
2021-12-01,65.06666666666666
2022-01-01,78.9551656920078
2022-02-01,85.04776902887139
2022-03-01,79.76266442765183
2022-04-01,83.46104078762306
2022-05-01,81.75916230366491
2022-06-01,78.03603603603602
2022-07-01,81.73663911845729
2022-08-01,85.6711111111111
2022-09-01,78.61115646258503
2022-10-01,76.3739837398374
2022-11-01,67.99759759759759
2022-12-01,72.90602409638554
2023-01-01,76.10136452241716
2023-02-01,80.9490813648294
2023-03-01,81.94794290512175
2023-04-01,85.65738396624472
2023-05-01,85.16579406631762
2023-06-01,83.53153153153153
2023-07-01,80.66115702479338
2023-08-01,78.07999999999998
2023-09-01,80.73578231292517
2023-10-01,74.39024390243902
2023-11-01,72.68708708708708
2023-12-01,64.28273092369477
2024-01-01,78.00389863547758
2024-02-01,71.72703412073491
2024-03-01,74.29946823397705
2024-04-01,71.38115330520392
2024-05-01,72.67481093659103
2024-06-01,71.44144144144143
2024-07-01,74.20826446280991
2024-08-01,73.74222222222221
2024-09-01,73.29959183673469
2024-10-01,68.4390243902439
2024-11-01,59.400200200200196
2024-12-01,59.57911646586345
2025-01-01,71.34502923976608
2025-02-01,68.65301837270341
2025-03-01,66.65099356283235
2025-04-01,66.98846694796062
2025-05-01,68.13263525305409
2025-06-01,69.24324324324324
2025-07-01,76.35922865013774
2025-08-01,71.57333333333332
2025-09-01,67.98802721088435
2025-10-01,67.4471544715447
2025-11-01,58.61861861861861
2025-12-01,59.57911646586345
