date,closing costs
2022-10-01,55.67774420946627
2022-11-01,48.1557438794727
2022-12-01,49.36428571428572
2023-01-01,55.319611206403664
2023-02-01,53.431051964512044
2023-03-01,50.48897969291729
2023-04-01,52.703813038130384
2023-05-01,54.76081117378459
2023-06-01,53.44506666666667
2023-07-01,51.84192580469176
2023-08-01,52.17706552706554
2023-09-01,52.104106512672445
2023-10-01,52.19788519637463
2023-11-01,52.060263653484
2023-12-01,52.10674603174604
2024-01-01,53.34391080617496
2024-02-01,51.679214195183775
2024-03-01,54.7677067855374
2024-04-01,53.55387453874539
2024-05-01,51.97636314799893
2024-06-01,50.68066666666667
2024-07-01,52.784506273867976
2024-08-01,49.22364672364673
2024-09-01,56.53849855630414
2024-10-01,55.67774420946627
2024-11-01,54.663276836158204
2024-12-01,54.849206349206355
2025-01-01,51.36821040594626
2025-02-01,55.182889733840305
2025-03-01,55.62345220406142
2025-04-01,56.10405904059041
2025-05-01,55.68896051571314
2025-06-01,58.0524
2025-07-01,60.32515002727769
2025-08-01,59.068376068376075
2025-09-01,63.19008662175169
2025-10-01,62.63746223564955
2025-11-01,75.4873822975518
2025-12-01,72.67519841269842
