date,foreclosure
2015-07-01,27.476712614870507
2015-08-01,30.010990183525394
2015-09-01,27.571061243571766
2015-10-01,25.450210378681632
2015-11-01,24.886755485893417
2015-12-01,26.157742998352553
2016-01-01,26.545298627925746
2016-02-01,28.20527476935419
2016-03-01,26.32222889155662
2016-04-01,27.719869363674675
2016-05-01,28.624564838990427
2016-06-01,25.332689003436425
2016-07-01,25.581766917293233
2016-08-01,25.17050789586001
2016-09-01,25.450210378681632
2016-10-01,23.329359513791495
2016-11-01,26.071839080459768
2016-12-01,24.91213618890719
2017-01-01,23.799233252623083
2017-02-01,23.656036903329323
2017-03-01,24.50690276110444
2017-04-01,23.8964391066161
2017-05-01,23.68929503916449
2017-06-01,24.358354810996563
2017-07-01,24.634294068504595
2017-08-01,24.202411438326934
2017-09-01,23.329359513791495
2017-10-01,22.268934081346426
2017-11-01,24.886755485893417
2017-12-01,24.91213618890719
2018-01-01,22.883878127522195
2018-02-01,21.836341756919374
2018-03-01,21.783913565426168
2018-04-01,22.940581542351456
2018-05-01,22.702241079199304
2018-06-01,22.40968642611684
2018-07-01,21.791875522138678
2018-08-01,22.266218523260775
2018-09-01,23.329359513791495
2018-10-01,22.268934081346426
2018-11-01,21.33150470219436
2018-12-01,23.66652937946183
2019-01-01,22.883878127522195
2019-02-01,22.74618933012435
2019-03-01,21.783913565426168
2019-04-01,22.940581542351456
2019-05-01,23.68929503916449
2019-06-01,21.435352233676976
2019-07-01,22.739348370927317
2019-08-01,21.2981220657277
2019-09-01,22.268934081346426
2019-10-01,20.14808321645629
2019-11-01,22.51658829676071
2019-12-01,23.66652937946183
2020-01-01,21.968523002421307
2020-02-01,20.016646610509426
2020-03-01,18.153261304521806
2020-04-01,18.161293721028237
2020-05-01,22.702241079199304
2020-06-01,21.435352233676976
2020-07-01,21.791875522138678
2020-08-01,22.266218523260775
2020-09-01,20.14808321645629
2020-10-01,18.027232351566155
2020-11-01,17.776253918495296
2020-12-01,19.929708951125754
2021-01-01,17.391747376916868
2021-02-01,16.37725631768953
2021-03-01,16.337935174069624
2021-04-01,17.205436156763593
2021-05-01,16.77991731940818
2021-06-01,15.5893470790378
2021-07-01,17.054511278195488
2021-08-01,14.521446862996159
2021-09-01,15.906381486676018
2021-10-01,14.845956054230951
2021-11-01,16.591170323928942
2021-12-01,16.192888522789676
2022-01-01,15.561037126715092
2022-02-01,17.287103890894503
2022-03-01,17.245598239295717
2022-04-01,16.24957859249895
2022-05-01,14.805809399477805
2022-06-01,14.615012886597938
2022-07-01,14.212092731829573
2022-08-01,14.521446862996159
2022-09-01,14.845956054230951
2022-10-01,14.845956054230951
2022-11-01,16.591170323928942
2022-12-01,14.947281713344315
2023-01-01,14.645682001614205
2023-02-01,15.467408744484556
2023-03-01,15.430272108843536
2023-04-01,15.293721028234303
2023-05-01,14.805809399477805
2023-06-01,15.5893470790378
2023-07-01,15.159565580618212
2023-08-01,14.521446862996159
2023-09-01,15.906381486676018
2023-10-01,15.906381486676018
2023-11-01,16.591170323928942
2023-12-01,16.192888522789676
2024-01-01,13.730326876513317
2024-02-01,13.647713598074608
2024-03-01,13.614945978391354
2024-04-01,14.33786346396966
2024-05-01,17.76697127937337
2024-06-01,14.615012886597938
2024-07-01,13.264619883040936
2024-08-01,14.521446862996159
2024-09-01,14.845956054230951
2024-10-01,13.785530621785883
2024-11-01,15.406086729362592
2024-12-01,14.947281713344315
2025-01-01,14.645682001614205
2025-02-01,13.647713598074608
2025-03-01,14.522609043617445
2025-04-01,15.293721028234303
2025-05-01,14.805809399477805
2025-06-01,16.563681271477662
2025-07-01,18.949456975772765
2025-08-01,17.42573623559539
2025-09-01,18.027232351566155
2025-10-01,20.14808321645629
2025-11-01,21.33150470219436
2025-12-01,21.175315760571113
