date,low income housing
2012-09-01,72.41022099447514
2012-10-01,72.18480603448275
2012-11-01,67.47104247104247
2012-12-01,62.04280546623793
2013-01-01,76.03684732319894
2013-02-01,69.97301532033426
2013-03-01,70.33588435374149
2013-04-01,69.90787694388099
2013-05-01,76.06529209621992
2013-06-01,73.09729465449803
2013-07-01,77.63097426470587
2013-08-01,75.72130627774254
2013-09-01,75.4273135359116
2013-10-01,74.27711925287356
2013-11-01,74.21814671814671
2013-12-01,78.43147106109323
2014-01-01,83.73678122934568
2014-02-01,77.07172701949861
2014-03-01,77.2704081632653
2014-04-01,79.75405679513183
2014-05-01,77.06615120274913
2014-06-01,74.99592568448499
2014-07-01,77.63097426470587
2014-08-01,74.79787571337982
2014-09-01,76.43301104972376
2014-10-01,76.36943247126436
2014-11-01,73.09362934362935
2014-12-01,70.23713826366559
2015-01-01,75.0743555849306
2015-02-01,68.95891364902506
2015-03-01,74.2984693877551
2015-04-01,76.80020283975658
2015-05-01,76.06529209621992
2015-06-01,75.94524119947847
2015-07-01,77.63097426470587
2015-08-01,78.49159797083068
2015-09-01,75.4273135359116
2015-10-01,74.27711925287356
2015-11-01,70.84459459459458
2015-12-01,76.09023311897104
2016-01-01,76.99933906146728
2016-02-01,82.14223537604457
2016-03-01,81.23299319727892
2016-04-01,84.67714672075725
2016-05-01,77.06615120274913
2016-06-01,81.64113428943935
2016-07-01,81.20021446078431
2016-08-01,80.3384590995561
2016-09-01,80.45580110497238
2016-10-01,80.55405890804597
2016-11-01,85.46332046332046
2016-12-01,80.77270900321543
2017-01-01,84.69927296761402
2017-02-01,75.04352367688021
2017-03-01,84.20493197278911
2017-04-01,84.67714672075725
2017-05-01,88.07560137457043
2017-06-01,84.4890808344198
2017-07-01,78.52328431372548
2017-08-01,83.10875079264424
2017-09-01,84.47859116022099
2017-10-01,86.83099856321839
2017-11-01,84.33880308880308
2017-12-01,78.43147106109323
2018-01-01,85.66176470588236
2018-02-01,85.18454038997214
2018-03-01,85.19557823129252
2018-04-01,83.69252873563217
2018-05-01,81.06958762886596
2018-06-01,86.38771186440675
2018-07-01,83.87714460784314
2018-08-01,79.41502853519339
2018-09-01,80.45580110497238
2018-10-01,86.83099856321839
2018-11-01,85.46332046332046
2018-12-01,84.28456591639869
2019-01-01,80.84930601454066
2019-02-01,87.21274373259052
2019-03-01,82.22363945578232
2019-04-01,85.66176470588233
2019-05-01,88.07560137457043
2019-06-01,86.38771186440675
2019-07-01,89.23100490196077
2019-08-01,82.18532022828154
2019-09-01,85.48428867403315
2019-10-01,84.73868534482757
2019-11-01,83.21428571428571
2019-12-01,79.60209003215432
2020-01-01,79.88681427627232
2020-02-01,83.15633704735376
2020-03-01,62.410714285714285
2020-04-01,58.09246112237998
2020-05-01,68.05841924398624
2020-06-01,75.94524119947847
2020-07-01,76.73866421568627
2020-08-01,73.8744451490171
2020-09-01,68.38743093922652
2020-10-01,77.41558908045977
2020-11-01,71.96911196911196
2020-12-01,71.40775723472667
2021-01-01,68.33691341705222
2021-02-01,76.05762534818942
2021-03-01,74.2984693877551
2021-04-01,71.87711291413116
2021-05-01,74.0635738831615
2021-06-01,73.09729465449803
2021-07-01,69.6001838235294
2021-08-01,69.25729232720354
2021-09-01,71.40452348066299
2021-10-01,72.18480603448275
2021-11-01,79.84073359073358
2021-12-01,77.26085209003215
2022-01-01,70.2618968935889
2022-02-01,79.099930362117
2022-03-01,85.19557823129252
2022-04-01,81.723292765382
2022-05-01,79.06786941580754
2022-06-01,73.09729465449803
2022-07-01,66.92325367647058
2022-08-01,69.25729232720354
2022-09-01,70.39882596685082
2022-10-01,65.90786637931033
2022-11-01,66.34652509652508
2022-12-01,66.7252813504823
2023-01-01,67.37442167878388
2023-02-01,74.02942200557102
2023-03-01,69.3452380952381
2023-04-01,67.93864097363083
2023-05-01,72.06185567010307
2023-06-01,68.35071707953063
2023-07-01,67.8155637254902
2023-08-01,66.4870006341154
2023-09-01,68.38743093922652
2023-10-01,65.90786637931033
2023-11-01,68.59555984555985
2023-12-01,66.7252813504823
2024-01-01,62.56196298744217
2024-02-01,60.84610027855153
2024-03-01,61.42006802721089
2024-04-01,64.00016903313049
2024-05-01,61.05240549828177
2024-06-01,57.90824641460233
2024-07-01,58.89246323529411
2024-08-01,59.09955611921369
2024-09-01,60.34185082872928
2024-10-01,58.58477011494252
2024-11-01,58.47490347490347
2024-12-01,59.701567524115745
2025-01-01,55.82452081956379
2025-02-01,61.86020194986072
2025-03-01,58.44812925170068
2025-04-01,61.04631507775523
2025-05-01,57.04896907216494
2025-06-01,56.95893089960885
2025-07-01,63.35401348039215
2025-08-01,60.0229866835764
2025-09-01,58.33045580110497
2025-10-01,57.53861350574712
2025-11-01,58.47490347490347
2025-12-01,60.872186495176834
