date,mortgage assistance
2004-01-01,20.862359550561795
2004-02-01,20.532172230285436
2004-03-01,15.718518518518517
2004-04-01,27.994722955145118
2004-05-01,11.147086914995223
2004-06-01,19.620896902450298
2004-07-01,24.23012736056214
2004-08-01,21.20072661217075
2004-09-01,25.553949903660882
2004-10-01,18.696035242290748
2004-11-01,18.07880724174654
2004-12-01,18.614035087719298
2005-01-01,20.862359550561795
2005-02-01,19.505563618771166
2005-03-01,20.95802469135802
2005-04-01,13.997361477572559
2005-05-01,17.227316141356255
2005-06-01,25.507165973185387
2005-07-01,18.63855950812472
2005-08-01,20.237057220708444
2005-09-01,25.553949903660882
2005-10-01,17.657366617719042
2005-11-01,18.07880724174654
2005-12-01,22.104166666666668
2006-01-01,24.836142322097373
2006-02-01,19.505563618771166
2006-03-01,15.718518518518517
2006-04-01,17.72999120492524
2006-05-01,25.334288443170962
2006-06-01,19.620896902450298
2006-07-01,24.23012736056214
2006-08-01,21.20072661217075
2006-09-01,21.46531791907514
2006-10-01,15.580029368575625
2006-11-01,16.94888178913738
2006-12-01,18.614035087719298
2007-01-01,19.8689138576779
2007-02-01,21.55878084179971
2007-03-01,20.084773662551438
2007-04-01,23.328935795954266
2007-05-01,26.3476599808978
2007-06-01,29.431345353675447
2007-07-01,24.23012736056214
2007-08-01,29.87375113533151
2007-09-01,27.598265895953755
2007-10-01,30.12139011257954
2007-11-01,29.378061767838126
2007-12-01,29.084429824561404
2008-01-01,28.809925093632952
2008-02-01,29.771649733913883
2008-03-01,32.310288065843615
2008-04-01,34.526824978012314
2008-05-01,29.387774594078316
2008-06-01,30.41239019879796
2008-07-01,35.41326306543697
2008-08-01,34.69209809264304
2008-09-01,45.997109826589586
2008-10-01,50.89476260401371
2008-11-01,57.626198083067095
2008-12-01,54.67872807017544
2009-01-01,55.63295880149812
2009-02-01,65.7029511369134
2009-03-01,87.32510288065842
2009-04-01,63.4547053649956
2009-05-01,55.73543457497611
2009-06-01,55.919556171983345
2009-07-01,49.39218269653052
2009-08-01,50.11080835603995
2009-09-01,40.886319845857415
2009-10-01,46.74008810572687
2009-11-01,47.456869009584665
2009-12-01,47.6984649122807
2010-01-01,39.7378277153558
2010-02-01,41.06434446057087
2010-03-01,41.04279835390946
2010-04-01,35.45998240985048
2010-05-01,36.48137535816618
2010-06-01,33.355524734165506
2010-07-01,30.753623188405793
2010-08-01,31.801089918256125
2010-09-01,29.642581888246625
2010-10-01,32.19872736172296
2010-11-01,28.248136315228965
2010-12-01,29.084429824561404
2011-01-01,30.796816479400743
2011-02-01,30.798258345428156
2011-03-01,27.07078189300411
2011-04-01,27.994722955145118
2011-05-01,25.334288443170962
2011-06-01,31.393435043920476
2011-07-01,38.20904699165568
2011-08-01,33.72842870118074
2011-09-01,32.70905587668593
2011-10-01,32.19872736172296
2011-11-01,31.63791267305644
2011-12-01,27.921052631578945
2012-01-01,30.796816479400743
2012-02-01,35.931301402999516
2012-03-01,25.324279835390943
2012-04-01,27.061565523306946
2012-05-01,31.41451766953199
2012-06-01,27.469255663430417
2012-07-01,28.889767237593322
2012-08-01,28.910081743869203
2012-09-01,29.642581888246625
2012-10-01,30.12139011257954
2012-11-01,31.63791267305644
2012-12-01,25.594298245614034
2013-01-01,28.809925093632952
2013-02-01,27.71843251088534
2013-03-01,24.451028806584358
2013-04-01,25.195250659630606
2013-05-01,27.361031518624635
2013-06-01,26.488210818307902
2013-07-01,26.093983311374615
2013-08-01,26.019073569482284
2013-09-01,25.553949903660882
2013-10-01,25.966715614292706
2013-11-01,24.85835995740149
2013-12-01,22.104166666666668
2014-01-01,24.836142322097373
2014-02-01,26.69182389937107
2014-03-01,20.084773662551438
2014-04-01,24.262093227792434
2014-05-01,24.320916905444122
2014-06-01,25.507165973185387
2014-07-01,24.23012736056214
2014-08-01,22.164396003633055
2014-09-01,22.487475915221577
2014-10-01,22.85070974057758
2014-11-01,20.338658146964857
2014-12-01,19.777412280701753
2015-01-01,23.842696629213478
2015-02-01,23.611998064828253
2015-03-01,21.831275720164605
2015-04-01,22.395778364116094
2015-05-01,22.294173829990445
2015-06-01,26.488210818307902
2015-07-01,24.23012736056214
2015-08-01,22.164396003633055
2015-09-01,23.509633911368013
2015-10-01,20.773372491434166
2015-11-01,20.338658146964857
2015-12-01,23.267543859649123
2016-01-01,20.862359550561795
2016-02-01,22.58538945331398
2016-03-01,20.084773662551438
2016-04-01,22.395778364116094
2016-05-01,23.30754536771728
2016-06-01,19.620896902450298
2016-07-01,21.434343434343432
2016-08-01,23.128065395095362
2016-09-01,20.443159922928707
2016-10-01,21.812041116005872
2016-11-01,23.728434504792332
2016-12-01,19.777412280701753
2017-01-01,21.85580524344569
2017-02-01,23.611998064828253
2017-03-01,19.211522633744853
2017-04-01,20.529463500439753
2017-05-01,21.28080229226361
2017-06-01,20.601941747572813
2017-07-01,22.366271409749668
2017-08-01,22.164396003633055
2017-09-01,24.531791907514446
2017-10-01,21.812041116005872
2017-11-01,22.598509052183175
2017-12-01,20.94078947368421
2018-01-01,21.85580524344569
2018-02-01,22.58538945331398
2018-03-01,19.211522633744853
2018-04-01,21.462620932277922
2018-05-01,23.30754536771728
2018-06-01,23.545076282940357
2018-07-01,21.434343434343432
2018-08-01,23.128065395095362
2018-09-01,20.443159922928707
2018-10-01,20.773372491434166
2018-11-01,21.468583599574014
2018-12-01,23.267543859649123
2019-01-01,27.81647940074906
2019-02-01,22.58538945331398
2019-03-01,19.211522633744853
2019-04-01,20.529463500439753
2019-05-01,24.320916905444122
2019-06-01,21.582986592695327
2019-07-01,21.434343434343432
2019-08-01,22.164396003633055
2019-09-01,22.487475915221577
2019-10-01,21.812041116005872
2019-11-01,21.468583599574014
2019-12-01,19.777412280701753
2020-01-01,23.842696629213478
2020-02-01,22.58538945331398
2020-03-01,61.127572016460896
2020-04-01,58.78891820580475
2020-05-01,43.57497612225405
2020-06-01,40.22283865002311
2020-07-01,46.59639877031181
2020-08-01,44.32879200726611
2020-09-01,36.79768786127167
2020-10-01,40.50807635829662
2020-11-01,36.15761448349308
2020-12-01,47.6984649122807
2021-01-01,42.718164794007485
2021-02-01,43.11756168359942
2021-03-01,54.14156378600822
2021-04-01,47.5910290237467
2021-05-01,58.77554918815663
2021-06-01,51.995376791493285
2021-07-01,46.59639877031181
2021-08-01,49.14713896457765
2021-09-01,50.08574181117533
2021-10-01,46.74008810572687
2021-11-01,44.067092651757186
2021-12-01,44.208333333333336
2022-01-01,54.639513108614224
2022-02-01,56.46347363328495
2022-03-01,48.02880658436213
2022-04-01,49.45734388742304
2022-05-01,51.68194842406876
2022-06-01,51.014331946370774
2022-07-01,51.25603864734299
2022-08-01,54.92915531335149
2022-09-01,54.17437379576107
2022-10-01,54.01076847772883
2022-11-01,53.10649627263046
2022-12-01,53.51535087719298
2023-01-01,53.64606741573033
2023-02-01,55.43686502177068
2023-03-01,48.02880658436213
2023-04-01,47.5910290237467
2023-05-01,51.68194842406876
2023-06-01,51.995376791493285
2023-07-01,47.52832674571805
2023-08-01,50.11080835603995
2023-09-01,47.019267822736026
2023-10-01,47.77875673029858
2023-11-01,50.84664536741214
2023-12-01,46.53508771929825
2024-01-01,47.685393258426956
2024-02-01,39.01112723754233
2024-03-01,34.056790123456786
2024-04-01,41.05892700087951
2024-05-01,41.54823304680038
2024-06-01,36.29865926953305
2024-07-01,37.27711901624944
2024-08-01,36.61943687556766
2024-09-01,39.864161849710975
2024-10-01,41.54674498286833
2024-11-01,38.41746538871139
2024-12-01,36.06469298245614
2025-01-01,42.718164794007485
2025-02-01,36.957910014513786
2025-03-01,32.310288065843615
2025-04-01,34.526824978012314
2025-05-01,35.46800382043934
2025-06-01,39.241793804900595
2025-07-01,42.868686868686865
2025-08-01,39.510445049954576
2025-09-01,40.886319845857415
2025-10-01,46.74008810572687
2025-11-01,50.84664536741214
2025-12-01,57.00548245614035
