date,rent control
2017-05-01,44.42443502824859
2017-06-01,44.26033421284081
2017-07-01,41.70390070921986
2017-08-01,44.47828282828283
2017-09-01,41.521452145214525
2017-10-01,48.170495495495494
2017-11-01,44.083333333333336
2017-12-01,44.84556840077071
2018-01-01,50.65878851540616
2018-02-01,49.05435779816514
2018-03-01,54.02146946564886
2018-04-01,55.39185078450208
2018-05-01,57.25816070307596
2018-06-01,51.63705658164761
2018-07-01,54.312056737588655
2018-08-01,54.00934343434343
2018-09-01,63.225847584758476
2018-10-01,71.78348348348348
2018-11-01,84.33333333333334
2018-12-01,47.26965317919075
2019-01-01,50.65878851540616
2019-02-01,71.17691131498471
2019-03-01,65.02584287531808
2019-04-01,63.44884726224784
2019-05-01,59.23258003766478
2019-06-01,65.46841102316037
2019-07-01,54.312056737588655
2019-08-01,58.24537037037037
2019-09-01,94.36693669366937
2019-10-01,78.39512012012013
2019-11-01,63.25
2019-12-01,69.08641618497109
2020-01-01,69.38051470588235
2020-02-01,56.74915902140673
2020-03-01,48.019083969465655
2020-04-01,39.277857829010564
2020-05-01,37.513967357187695
2020-06-01,37.80570214013486
2020-07-01,42.67375886524823
2020-08-01,39.183249158249154
2020-09-01,43.40879087908791
2020-10-01,57.61569069069069
2020-11-01,47.91666666666667
2020-12-01,37.573314065510594
2021-01-01,37.44345238095238
2021-02-01,37.51215596330275
2021-03-01,39.01550572519084
2021-04-01,40.284982388728785
2021-05-01,37.513967357187695
2021-06-01,35.96152154793316
2021-07-01,35.88475177304965
2021-08-01,38.124242424242425
2021-09-01,42.465121512151214
2021-10-01,44.39241741741742
2021-11-01,53.66666666666667
2021-12-01,47.26965317919075
2022-01-01,56.16517857142857
2022-02-01,67.32951070336392
2022-03-01,61.02425254452927
2022-04-01,61.4345981428114
2022-05-01,57.25816070307596
2022-06-01,58.09168865435357
2022-07-01,60.13120567375887
2022-08-01,65.6584175084175
2022-09-01,52.84548454845485
2022-10-01,55.72665165165165
2022-11-01,46.958333333333336
2022-12-01,50.905780346820805
2023-01-01,57.266456582633054
2023-02-01,61.558409785932724
2023-03-01,62.02465012722647
2023-04-01,55.39185078450208
2023-05-01,54.29653170119272
2023-06-01,50.714966285546765
2023-07-01,47.523049645390074
2023-08-01,65.6584175084175
2023-09-01,53.78915391539154
2023-10-01,53.83761261261261
2023-11-01,49.833333333333336
2023-12-01,55.75394990366088
2024-01-01,53.962622549019606
2024-02-01,62.520259938837924
2024-03-01,52.020674300254456
2024-04-01,53.37760166506564
2024-05-01,50.347693032015066
2024-06-01,46.10451480504251
2024-07-01,51.40248226950355
2024-08-01,51.89132996632996
2024-09-01,57.563831383138314
2024-10-01,64.22732732732733
2024-11-01,69.95833333333334
2024-12-01,48.48169556840077
2025-01-01,56.16517857142857
2025-02-01,50.978058103975535
2025-03-01,50.019879134860055
2025-04-01,53.37760166506564
2025-05-01,57.25816070307596
2025-06-01,60.85795954265612
2025-07-01,73.70921985815603
2025-08-01,67.77643097643097
2025-09-01,55.67649264926493
2025-10-01,57.61569069069069
2025-11-01,94.875
2025-12-01,121.20423892100192
