date,first time home buyer
2015-02-01,21.02004716981132
2015-03-01,24.667215815486
2015-04-01,23.133943427620636
2015-05-01,20.14124293785311
2015-06-01,21.083333333333336
2015-07-01,23.9154740608229
2015-08-01,22.281250000000004
2015-09-01,21.87116564417178
2015-10-01,20.13702928870293
2015-11-01,20.567307692307693
2015-12-01,22.397905759162306
2016-01-01,25.590346534653467
2016-02-01,25.224056603773583
2016-03-01,23.786243822075786
2016-04-01,24.023710482529122
2016-05-01,24.16949152542373
2016-06-01,23.0
2016-07-01,22.958855098389982
2016-08-01,23.294034090909093
2016-09-01,21.87116564417178
2016-10-01,22.3744769874477
2016-11-01,22.986990950226247
2016-12-01,25.197643979057595
2017-01-01,25.590346534653467
2017-02-01,24.38325471698113
2017-03-01,23.786243822075786
2017-04-01,24.913477537437608
2017-05-01,25.176553672316388
2017-06-01,24.916666666666668
2017-07-01,25.82871198568873
2017-08-01,25.319602272727277
2017-09-01,22.96472392638037
2017-10-01,24.61192468619247
2017-11-01,25.4066742081448
2017-12-01,26.59751308900524
2018-01-01,26.472772277227723
2018-02-01,23.54245283018868
2018-03-01,23.786243822075786
2018-04-01,24.023710482529122
2018-05-01,24.16949152542373
2018-06-01,23.958333333333336
2018-07-01,23.9154740608229
2018-08-01,23.294034090909093
2018-09-01,22.96472392638037
2018-10-01,21.255753138075313
2018-11-01,22.986990950226247
2018-12-01,27.997382198952884
2019-01-01,24.707920792079207
2019-02-01,21.02004716981132
2019-03-01,22.024299835255356
2019-04-01,22.24417637271215
2019-05-01,23.162429378531076
2019-06-01,23.958333333333336
2019-07-01,22.958855098389982
2019-08-01,21.268465909090914
2019-09-01,22.96472392638037
2019-10-01,22.3744769874477
2019-11-01,21.777149321266972
2019-12-01,25.197643979057595
2020-01-01,24.707920792079207
2020-02-01,21.860849056603772
2020-03-01,18.5004118616145
2020-04-01,24.913477537437608
2020-05-01,34.240112994350284
2020-06-01,29.708333333333336
2020-07-01,31.568425760286228
2020-08-01,29.37073863636364
2020-09-01,26.245398773006137
2020-10-01,27.968096234309627
2020-11-01,25.4066742081448
2020-12-01,32.19698952879582
2021-01-01,30.002475247524753
2021-02-01,29.42806603773585
2021-03-01,30.8340197693575
2021-04-01,34.700915141430954
2021-05-01,34.240112994350284
2021-06-01,26.833333333333336
2021-07-01,26.785330948121647
2021-08-01,26.332386363636367
2021-09-01,25.151840490797547
2021-10-01,23.493200836820087
2021-11-01,24.196832579185525
2021-12-01,27.997382198952884
2022-01-01,26.472772277227723
2022-02-01,25.224056603773583
2022-03-01,24.667215815486
2022-04-01,24.023710482529122
2022-05-01,23.162429378531076
2022-06-01,21.083333333333336
2022-07-01,21.045617173524153
2022-08-01,23.294034090909093
2022-09-01,29.5260736196319
2022-10-01,21.255753138075313
2022-11-01,21.777149321266972
2022-12-01,25.197643979057595
2023-01-01,24.707920792079207
2023-02-01,22.701650943396228
2023-03-01,24.667215815486
2023-04-01,24.913477537437608
2023-05-01,24.16949152542373
2023-06-01,23.0
2023-07-01,24.872093023255815
2023-08-01,23.294034090909093
2023-09-01,21.87116564417178
2023-10-01,21.255753138075313
2023-11-01,21.777149321266972
2023-12-01,25.197643979057595
2024-01-01,22.943069306930692
2024-02-01,21.02004716981132
2024-03-01,22.90527182866557
2024-04-01,22.24417637271215
2024-05-01,21.148305084745765
2024-06-01,20.125
2024-07-01,20.088998211091237
2024-08-01,23.294034090909093
2024-09-01,25.151840490797547
2024-10-01,24.61192468619247
2024-11-01,25.4066742081448
2024-12-01,26.59751308900524
2025-01-01,23.82549504950495
2025-02-01,21.02004716981132
2025-03-01,22.024299835255356
2025-04-01,21.354409317803665
2025-05-01,22.155367231638422
2025-06-01,23.0
2025-07-01,23.9154740608229
2025-08-01,22.281250000000004
2025-09-01,21.87116564417178
2025-10-01,21.255753138075313
2025-11-01,22.986990950226247
2025-12-01,25.197643979057595
