date,home appraisal
2015-05-01,48.621052631578955
2015-06-01,47.93301886792453
2015-07-01,52.16160436137072
2015-08-01,51.53429752066116
2015-09-01,48.02564695009243
2015-10-01,45.01949317738792
2015-11-01,44.708241150442475
2015-12-01,42.615773809523816
2016-01-01,37.28340807174888
2016-02-01,44.41346153846154
2016-03-01,46.042663476874004
2016-04-01,48.22418375094913
2016-05-01,48.621052631578955
2016-06-01,46.190000000000005
2016-07-01,48.5642523364486
2016-08-01,50.57995867768595
2016-09-01,45.89117375231054
2016-10-01,46.14498050682262
2016-11-01,47.26299778761062
2016-12-01,43.990476190476194
2017-01-01,38.31905829596413
2017-02-01,43.42649572649573
2017-03-01,46.963516746411486
2017-04-01,46.470577069096436
2017-05-01,47.75281954887219
2017-06-01,47.061509433962264
2017-07-01,46.76557632398754
2017-08-01,46.76260330578513
2017-09-01,42.68946395563772
2017-10-01,47.27046783625732
2017-11-01,49.81775442477876
2017-12-01,45.36517857142857
2018-01-01,41.42600896860987
2018-02-01,46.38739316239317
2018-03-01,44.20095693779905
2018-04-01,50.854593773728176
2018-05-01,46.884586466165416
2018-06-01,46.190000000000005
2018-07-01,48.5642523364486
2018-08-01,43.89958677685951
2018-09-01,42.68946395563772
2018-10-01,43.894005847953224
2018-11-01,43.430862831858406
2018-12-01,41.24107142857143
2019-01-01,40.390358744394625
2019-02-01,41.452564102564104
2019-03-01,44.20095693779905
2019-04-01,50.854593773728176
2019-05-01,49.48928571428572
2019-06-01,46.190000000000005
2019-07-01,47.66491433021807
2019-08-01,47.71694214876033
2019-09-01,50.160120147874316
2019-10-01,52.89790448343081
2019-11-01,47.26299778761062
2019-12-01,46.73988095238096
2020-01-01,46.60426008968611
2020-02-01,47.37435897435898
2020-03-01,48.80522328548645
2020-04-01,40.332953682612
2020-05-01,46.884586466165416
2020-06-01,54.03358490566038
2020-07-01,59.356308411214954
2020-08-01,63.940702479338846
2020-09-01,66.16866913123846
2020-10-01,64.15277777777779
2020-11-01,65.14629424778761
2020-12-01,64.61101190476191
2021-01-01,62.13901345291481
2021-02-01,59.21794871794872
2021-03-01,57.09290271132377
2021-04-01,64.88344722854974
2021-05-01,65.11748120300753
2021-06-01,58.3911320754717
2021-07-01,60.25564641744548
2021-08-01,63.940702479338846
2021-09-01,65.10143253234752
2021-10-01,67.52923976608189
2021-11-01,71.53318584070797
2021-12-01,67.36041666666667
2022-01-01,63.174663677130056
2022-02-01,60.20491452991453
2022-03-01,55.25119617224881
2022-04-01,55.23861047835991
2022-05-01,47.75281954887219
2022-06-01,47.061509433962264
2022-07-01,42.26888629283489
2022-08-01,44.85392561983471
2022-09-01,42.68946395563772
2022-10-01,41.64303118908383
2022-11-01,40.876106194690266
2022-12-01,41.24107142857143
2023-01-01,38.31905829596413
2023-02-01,40.465598290598294
2023-03-01,41.438397129186605
2023-04-01,42.963363705391046
2023-05-01,41.67518796992482
2023-06-01,40.96094339622642
2023-07-01,39.570872274143305
2023-08-01,41.03657024793389
2023-09-01,40.55499075785583
2023-10-01,38.266569200779735
2023-11-01,40.876106194690266
2023-12-01,42.615773809523816
2024-01-01,37.28340807174888
2024-02-01,41.452564102564104
2024-03-01,44.20095693779905
2024-04-01,42.963363705391046
2024-05-01,43.41165413533835
2024-06-01,36.6033962264151
2024-07-01,37.77219626168225
2024-08-01,40.08223140495868
2024-09-01,41.62222735674678
2024-10-01,45.01949317738792
2024-11-01,40.876106194690266
2024-12-01,41.24107142857143
2025-01-01,41.42600896860987
2025-02-01,41.452564102564104
2025-03-01,42.359250398724086
2025-04-01,43.84016704631739
2025-05-01,41.67518796992482
2025-06-01,42.703962264150945
2025-07-01,46.76557632398754
2025-08-01,44.85392561983471
2025-09-01,49.09288354898337
2025-10-01,51.77241715399611
2025-11-01,61.3141592920354
2025-12-01,75.60863095238096
