date,real estate listings
2021-09-01,8.871212121212121
2021-10-01,8.47798463356974
2021-11-01,9.302691309987031
2021-12-01,8.381390593047035
2022-01-01,7.11545138888889
2022-02-01,7.424818840579711
2022-03-01,7.124728378965667
2022-04-01,6.324845679012346
2022-05-01,6.523306048203729
2022-06-01,6.308157431838172
2022-07-01,7.033033033033033
2022-08-01,6.650324524802968
2022-09-01,6.653409090909091
2022-10-01,6.055703309692672
2022-11-01,5.315823605706875
2022-12-01,5.587593728698024
2023-01-01,4.447157118055556
2023-02-01,5.568614130434783
2023-03-01,5.34354628422425
2023-04-01,5.421296296296296
2023-05-01,5.591405184174625
2023-06-01,5.406992084432718
2023-07-01,5.274774774774775
2023-08-01,5.700278164116829
2023-09-01,5.544507575757576
2023-10-01,6.055703309692672
2023-11-01,5.315823605706875
2023-12-01,5.587593728698024
2024-01-01,4.447157118055556
2024-02-01,4.640511775362319
2024-03-01,4.452955236853542
2024-04-01,4.517746913580247
2024-05-01,4.659504320145521
2024-06-01,4.505826737027265
2024-07-01,5.274774774774775
2024-08-01,4.750231803430691
2024-09-01,5.544507575757576
2024-10-01,4.844562647754137
2024-11-01,5.315823605706875
2024-12-01,5.587593728698024
2025-01-01,4.447157118055556
2025-02-01,5.568614130434783
2025-03-01,4.452955236853542
2025-04-01,5.421296296296296
2025-05-01,5.591405184174625
2025-06-01,6.308157431838172
2025-07-01,7.912162162162162
2025-08-01,7.600370885489106
2025-09-01,7.7623106060606055
2025-10-01,8.47798463356974
2025-11-01,10.63164721141375
2025-12-01,16.76278118609407
