date,hotel deals
2020-01-01,59.40202067669172
2020-02-01,54.27666666666667
2020-03-01,34.92180616740088
2020-04-01,23.567500000000003
2020-05-01,30.355347349177332
2020-06-01,34.69293048973144
2020-07-01,30.296410442349533
2020-08-01,36.099410278011796
2020-09-01,42.53657262277952
2020-10-01,48.2545045045045
2020-11-01,45.14379271070616
2020-12-01,43.72448979591837
2021-01-01,37.25211466165413
2021-02-01,39.99333333333334
2021-03-01,50.02312775330396
2021-04-01,58.91875
2021-05-01,48.96023765996344
2021-06-01,38.923775671406005
2021-07-01,38.06472081218275
2021-08-01,33.39195450716091
2021-09-01,39.17842215256008
2021-10-01,42.22269144144144
2021-11-01,46.36389521640092
2021-12-01,35.22250566893424
2022-01-01,25.1703477443609
2022-02-01,30.471111111111114
2022-03-01,30.202643171806166
2022-04-01,29.995
2022-05-01,26.43852833638026
2022-06-01,27.923578199052134
2022-07-01,29.519579405366212
2022-08-01,27.07455770850885
2022-09-01,27.98458725182863
2022-10-01,27.74634009009009
2022-11-01,30.502562642369025
2022-12-01,27.935090702947846
2023-01-01,21.143092105263154
2023-02-01,21.901111111111113
2023-03-01,22.651982378854626
2023-04-01,22.49625
2023-05-01,21.542504570383915
2023-06-01,22.846563981042653
2023-07-01,21.751269035533
2023-08-01,20.757160909856783
2023-09-01,24.626436781609193
2023-10-01,21.714527027027025
2023-11-01,29.282460136674263
2023-12-01,23.076814058956916
2024-01-01,21.143092105263154
2024-02-01,18.092222222222222
2024-03-01,19.820484581497798
2024-04-01,19.2825
2024-05-01,20.563299817184646
2024-06-01,20.308056872037916
2024-07-01,20.197606961566354
2024-08-01,20.757160909856783
2024-09-01,23.50705329153605
2024-10-01,24.12725225225225
2024-11-01,26.84225512528474
2024-12-01,25.505952380952383
2025-01-01,19.129464285714285
2025-02-01,16.18777777777778
2025-03-01,18.876651982378853
2025-04-01,19.2825
2025-05-01,25.45932358318099
2025-06-01,23.692733017377567
2025-07-01,25.635424220449604
2025-08-01,26.172072451558552
2025-09-01,31.342737722048064
2025-10-01,28.9527027027027
2025-11-01,36.60307517084283
2025-12-01,32.79336734693878
