date,Disney tickets
2010-08-01,51.75370531822145
2010-09-01,51.6557530402245
2010-10-01,51.129629629629626
2010-11-01,53.857085987261144
2010-12-01,52.94804741980474
2011-01-01,68.65278609946076
2011-02-01,68.30818570555896
2011-03-01,69.48544572468163
2011-04-01,66.23088455772114
2011-05-01,66.91461595824012
2011-06-01,73.35990338164251
2011-07-01,69.99718309859155
2011-08-01,63.78945074106364
2011-09-01,63.278297474275014
2011-10-01,66.58742463393625
2011-11-01,60.45183121019108
2011-12-01,64.50034867503486
2012-01-01,69.47992810065908
2012-02-01,69.15149664019549
2012-03-01,66.1367495451789
2012-04-01,66.23088455772114
2012-05-01,67.94407158836688
2012-06-01,72.4071773636991
2012-07-01,68.05281690140845
2012-08-01,64.99302528334786
2012-09-01,61.986903648269404
2012-10-01,61.83118001722653
2012-11-01,59.35270700636942
2012-12-01,61.61227336122733
2013-01-01,68.65278609946076
2013-02-01,67.46487477092242
2013-03-01,66.97392359005458
2013-04-01,68.30059970014993
2013-05-01,74.12080536912751
2013-06-01,77.17080745341615
2013-07-01,70.96936619718309
2013-08-01,67.4001743679163
2013-09-01,67.15247895229186
2013-10-01,66.58742463393625
2013-11-01,67.04657643312102
2013-12-01,71.2391910739191
2014-01-01,74.44278010784902
2014-02-01,68.30818570555896
2014-03-01,68.64827167980594
2014-04-01,71.40517241379311
2014-05-01,78.2386278896346
2014-06-01,69.54899930986888
2014-07-01,71.94154929577465
2014-08-01,66.19659982563208
2014-09-01,67.15247895229186
2014-10-01,64.20930232558139
2014-11-01,68.14570063694268
2014-12-01,69.31380753138075
2015-01-01,64.51707609346914
2015-02-01,66.62156383628589
2015-03-01,71.15979381443299
2015-04-01,66.23088455772114
2015-05-01,66.91461595824012
2015-06-01,64.78536922015184
2015-07-01,69.025
2015-08-01,68.60374891020052
2015-09-01,67.15247895229186
2015-10-01,66.58742463393625
2015-11-01,65.94745222929936
2015-12-01,67.38842398884239
2016-01-01,64.51707609346914
2016-02-01,69.15149664019549
2016-03-01,66.97392359005458
2016-04-01,68.30059970014993
2016-05-01,64.85570469798657
2016-06-01,61.927191166321606
2016-07-01,65.1362676056338
2016-08-01,57.77157802964254
2016-09-01,63.278297474275014
2016-10-01,64.20930232558139
2016-11-01,62.65007961783439
2016-12-01,65.46304044630403
2017-01-01,64.51707609346914
2017-02-01,66.62156383628589
2017-03-01,67.81109763493026
2017-04-01,72.4400299850075
2017-05-01,70.00298284862043
2017-06-01,68.59627329192547
2017-07-01,72.91373239436619
2017-08-01,71.01089799476897
2017-09-01,63.278297474275014
2017-10-01,72.53273040482343
2017-11-01,78.03781847133757
2017-12-01,77.01534170153417
2018-01-01,71.13421210305573
2018-02-01,69.99480757483201
2018-03-01,70.3226197695573
2018-04-01,70.37031484257871
2018-05-01,65.88516032811334
2018-06-01,71.4544513457557
2018-07-01,73.88591549295775
2018-08-01,72.21447253705318
2018-09-01,76.19223573433115
2018-10-01,76.09991386735572
2018-11-01,75.83957006369427
2018-12-01,70.27649930264992
2019-01-01,69.47992810065908
2019-02-01,64.0916310323763
2019-03-01,74.50848999393573
2019-04-01,73.47488755622189
2019-05-01,68.97352721849366
2019-06-01,74.31262939958593
2019-07-01,71.94154929577465
2019-08-01,74.62162162162161
2019-09-01,77.48362956033675
2019-10-01,78.47803617571059
2019-11-01,82.4343152866242
2019-12-01,87.60495118549511
2020-01-01,82.71420011983224
2020-02-01,79.27122785583384
2020-03-01,37.6728320194057
2020-04-01,13.453148425787106
2020-05-01,15.441834451901565
2020-06-01,20.007246376811594
2020-07-01,20.415845070422534
2020-08-01,27.68221447253705
2020-09-01,38.741814780168376
2020-10-01,39.23901808785529
2020-11-01,30.775477707006367
2020-12-01,31.768828451882843
2021-01-01,39.70281605751947
2021-02-01,49.75534514355529
2021-03-01,69.48544572468163
2021-04-01,73.47488755622189
2021-05-01,74.12080536912751
2021-06-01,75.26535541752934
2021-07-01,77.77464788732394
2021-08-01,67.4001743679163
2021-09-01,73.60944808231991
2021-10-01,79.66709732988802
2021-11-01,79.13694267515923
2021-12-01,64.50034867503486
2022-01-01,68.65278609946076
2022-02-01,78.42791692119732
2022-03-01,71.99696785930867
2022-04-01,75.54460269865068
2022-05-01,67.94407158836688
2022-06-01,63.83264320220842
2022-07-01,69.025
2022-08-01,77.02877070619006
2022-09-01,78.77502338634237
2022-10-01,71.34366925064599
2022-11-01,74.74044585987261
2022-12-01,67.38842398884239
2023-01-01,68.65278609946076
2023-02-01,65.77825290164937
2023-03-01,62.78805336567617
2023-04-01,71.40517241379311
2023-05-01,67.94407158836688
2023-06-01,68.59627329192547
2023-07-01,65.1362676056338
2023-08-01,63.78945074106364
2023-09-01,74.90084190832553
2023-10-01,74.91085271317829
2023-11-01,70.34394904458598
2023-12-01,67.38842398884239
2024-01-01,63.689934092270825
2024-02-01,59.87507635919365
2024-03-01,59.43935718617344
2024-04-01,64.16116941529235
2024-05-01,66.91461595824012
2024-06-01,61.927191166321606
2024-07-01,61.2475352112676
2024-08-01,72.21447253705318
2024-09-01,72.3180542563143
2024-10-01,64.20930232558139
2024-11-01,67.04657643312102
2024-12-01,64.50034867503486
2025-01-01,57.072798082684244
2025-02-01,55.658521686011
2025-03-01,60.27653123104912
2025-04-01,67.26574212893553
2025-05-01,70.00298284862043
2025-06-01,61.927191166321606
2025-07-01,73.88591549295775
2025-08-01,73.4180470793374
2025-09-01,76.19223573433115
2025-10-01,77.28897502153316
2025-11-01,75.83957006369427
2025-12-01,77.97803347280335
