date,RV rental
2004-01-01,37.12532552083333
2004-02-01,37.610594795539036
2004-03-01,35.00951604132681
2004-04-01,36.50916030534351
2004-05-01,33.473118279569896
2004-06-01,32.37215320910973
2004-07-01,33.445454545454545
2004-08-01,33.28619047619048
2004-09-01,33.53255208333333
2004-10-01,31.517912772585674
2004-11-01,35.66897506925208
2004-12-01,33.243975903614455
2005-01-01,33.53255208333333
2005-02-01,34.1914498141264
2005-03-01,33.008972267536706
2005-04-01,32.764631043257
2005-05-01,34.23387096774194
2005-06-01,31.102657004830917
2005-07-01,30.166488413547235
2005-08-01,28.906428571428574
2005-09-01,29.939778645833332
2005-10-01,28.652647975077883
2005-11-01,28.874884579870727
2005-12-01,27.703313253012045
2006-01-01,29.939778645833332
2006-02-01,31.91201982651797
2006-03-01,32.008700380641656
2006-04-01,31.82849872773537
2006-05-01,30.430107526881724
2006-06-01,29.198412698412696
2006-07-01,28.85490196078431
2006-08-01,30.658333333333335
2006-09-01,31.137369791666664
2006-10-01,34.383177570093466
2006-11-01,32.271929824561404
2006-12-01,31.397088353413654
2007-01-01,29.939778645833332
2007-02-01,33.05173482032218
2007-03-01,33.008972267536706
2007-04-01,32.764631043257
2007-05-01,28.90860215053764
2007-06-01,27.29416839199448
2007-07-01,26.887522281639928
2007-08-01,28.906428571428574
2007-09-01,28.7421875
2007-10-01,28.652647975077883
2007-11-01,28.874884579870727
2007-12-01,27.703313253012045
2008-01-01,29.939778645833332
2008-02-01,29.632589838909546
2008-03-01,28.00761283306145
2008-04-01,25.27557251908397
2008-05-01,22.06182795698925
2008-06-01,19.6771911663216
2008-07-01,19.018003565062386
2008-08-01,20.146904761904764
2008-09-01,16.766276041666664
2008-10-01,17.191588785046733
2008-11-01,20.382271468144044
2008-12-01,18.468875502008032
2009-01-01,20.359049479166664
2009-02-01,22.794299876084267
2009-03-01,22.00598151169114
2009-04-01,20.594910941475828
2009-05-01,21.301075268817208
2009-06-01,20.311939268461007
2009-07-01,21.641176470588235
2009-08-01,20.146904761904764
2009-09-01,17.9638671875
2009-10-01,17.191588785046733
2009-11-01,18.683748845798707
2009-12-01,16.621987951807228
2010-01-01,19.161458333333332
2010-02-01,19.375154894671624
2010-03-01,20.005437737901033
2010-04-01,19.6587786259542
2010-05-01,19.01881720430108
2010-06-01,18.407694962042786
2010-07-01,17.706417112299466
2010-08-01,18.395000000000003
2010-09-01,16.766276041666664
2010-10-01,14.326323987538942
2010-11-01,16.98522622345337
2010-12-01,16.621987951807228
2011-01-01,20.359049479166664
2011-02-01,22.794299876084267
2011-03-01,24.006525285481242
2011-04-01,23.40330788804071
2011-05-01,22.06182795698925
2011-06-01,22.216183574879228
2011-07-01,23.60855614973262
2011-08-01,21.022857142857145
2011-09-01,23.951822916666664
2011-10-01,24.354750778816204
2011-11-01,23.779316712834717
2011-12-01,24.00953815261044
2012-01-01,22.754231770833332
2012-02-01,22.794299876084267
2012-03-01,22.00598151169114
2012-04-01,22.467175572519082
2012-05-01,22.06182795698925
2012-06-01,22.850931677018632
2012-07-01,23.60855614973262
2012-08-01,21.898809523809526
2012-09-01,22.754231770833332
2012-10-01,20.05685358255452
2012-11-01,22.08079409048938
2012-12-01,20.315763052208833
2013-01-01,20.359049479166664
2013-02-01,21.65458488228005
2013-03-01,23.00625339858619
2013-04-01,21.531043256997453
2013-05-01,23.583333333333336
2013-06-01,24.120427881297445
2013-07-01,23.60855614973262
2013-08-01,24.52666666666667
2013-09-01,22.754231770833332
2013-10-01,20.05685358255452
2013-11-01,25.477839335180054
2013-12-01,25.856425702811244
2014-01-01,25.1494140625
2014-02-01,22.794299876084267
2014-03-01,24.006525285481242
2014-04-01,24.33944020356234
2014-05-01,23.583333333333336
2014-06-01,24.120427881297445
2014-07-01,24.92014260249554
2014-08-01,23.650714285714287
2014-09-01,22.754231770833332
2014-10-01,21.489485981308412
2014-11-01,23.779316712834717
2014-12-01,24.00953815261044
2015-01-01,25.1494140625
2015-02-01,20.51486988847584
2015-03-01,25.006797172376295
2015-04-01,25.27557251908397
2015-05-01,25.104838709677423
2015-06-01,24.755175983436853
2015-07-01,26.231729055258466
2015-08-01,27.154523809523813
2015-09-01,23.951822916666664
2015-10-01,22.922118380062308
2015-11-01,25.477839335180054
2015-12-01,25.856425702811244
2016-01-01,26.347005208333332
2016-02-01,26.213444857496906
2016-03-01,28.00761283306145
2016-04-01,29.02010178117048
2016-05-01,28.147849462365595
2016-06-01,28.56366459627329
2016-07-01,31.47807486631016
2016-08-01,29.782380952380954
2016-09-01,31.137369791666664
2016-10-01,31.517912772585674
2016-11-01,27.17636195752539
2016-12-01,27.703313253012045
2017-01-01,29.939778645833332
2017-02-01,29.632589838909546
2017-03-01,31.008428493746603
2017-04-01,33.70076335877862
2017-05-01,31.95161290322581
2017-06-01,31.102657004830917
2017-07-01,30.822281639928697
2017-08-01,30.658333333333335
2017-09-01,33.53255208333333
2017-10-01,34.383177570093466
2017-11-01,32.271929824561404
2017-12-01,31.397088353413654
2018-01-01,29.939778645833332
2018-02-01,30.772304832713758
2018-03-01,30.008156606851554
2018-04-01,30.89236641221374
2018-05-01,28.147849462365595
2018-06-01,27.928916494133883
2018-07-01,29.510695187165773
2018-08-01,31.534285714285716
2018-09-01,29.939778645833332
2018-10-01,31.517912772585674
2018-11-01,28.874884579870727
2018-12-01,29.55020080321285
2019-01-01,29.939778645833332
2019-02-01,26.213444857496906
2019-03-01,31.008428493746603
2019-04-01,29.95623409669211
2019-05-01,29.66935483870968
2019-06-01,31.737405106970325
2019-07-01,30.822281639928697
2019-08-01,29.782380952380954
2019-09-01,31.137369791666664
2019-10-01,31.517912772585674
2019-11-01,30.573407202216064
2019-12-01,33.243975903614455
2020-01-01,31.137369791666664
2020-02-01,31.91201982651797
2020-03-01,23.00625339858619
2020-04-01,20.594910941475828
2020-05-01,52.491935483870975
2020-06-01,63.47481021394065
2020-07-01,60.98877005347593
2020-08-01,60.44071428571429
2020-09-01,52.694010416666664
2020-10-01,51.57476635514019
2020-11-01,44.16158818097876
2020-12-01,48.01907630522088
2021-01-01,38.322916666666664
2021-02-01,39.89002478314747
2021-03-01,44.01196302338228
2021-04-01,43.99821882951654
2021-05-01,40.31989247311829
2021-06-01,39.3543823326432
2021-07-01,36.068627450980394
2021-08-01,35.03809523809524
2021-09-01,37.12532552083333
2021-10-01,42.978971962616825
2021-11-01,44.16158818097876
2021-12-01,42.47841365461847
2022-01-01,38.322916666666664
2022-02-01,38.75030978934325
2022-03-01,32.008700380641656
2022-04-01,33.70076335877862
2022-05-01,26.626344086021508
2022-06-01,26.65942028985507
2022-07-01,26.231729055258466
2022-08-01,28.906428571428574
2022-09-01,32.3349609375
2022-10-01,32.95054517133957
2022-11-01,28.874884579870727
2022-12-01,35.09086345381526
2023-01-01,32.3349609375
2023-02-01,27.35315985130112
2023-03-01,27.007340946166398
2023-04-01,29.02010178117048
2023-05-01,26.626344086021508
2023-06-01,26.024672187715666
2023-07-01,25.575935828877004
2023-08-01,24.52666666666667
2023-09-01,27.544596354166664
2023-10-01,27.22001557632399
2023-11-01,27.17636195752539
2023-12-01,25.856425702811244
2024-01-01,22.754231770833332
2024-02-01,25.07372986369269
2024-03-01,24.006525285481242
2024-04-01,24.33944020356234
2024-05-01,21.301075268817208
2024-06-01,21.58143547273982
2024-07-01,19.67379679144385
2024-08-01,21.022857142857145
2024-09-01,23.951822916666664
2024-10-01,24.354750778816204
2024-11-01,22.08079409048938
2024-12-01,22.162650602409638
2025-01-01,20.359049479166664
2025-02-01,18.235439900867412
2025-03-01,22.00598151169114
2025-04-01,21.531043256997453
2025-05-01,22.06182795698925
2025-06-01,20.311939268461007
2025-07-01,22.296969696969697
2025-08-01,22.774761904761906
2025-09-01,22.754231770833332
2025-10-01,24.354750778816204
2025-11-01,25.477839335180054
2025-12-01,25.856425702811244
