date,eco tourism
2004-01-01,64.37258135444152
2004-02-01,57.84375
2004-03-01,0.0
2004-04-01,74.08559113300493
2004-05-01,86.78337937384899
2004-06-01,77.40662493479395
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,74.9930894308943
2004-10-01,93.05800898203591
2004-11-01,54.06996745699674
2004-12-01,56.49940305635148
2005-01-01,88.1816182937555
2005-02-01,83.55208333333333
2005-03-01,82.28229483282675
2005-04-01,77.3782840722496
2005-05-01,77.5511049723757
2005-06-01,75.31455399061034
2005-07-01,86.42154882154883
2005-08-01,76.16535690897184
2005-09-01,73.90623306233063
2005-10-01,56.03493013972056
2005-11-01,59.663412366341234
2005-12-01,80.43982808022922
2006-01-01,59.08168425681619
2006-02-01,44.98958333333333
2006-03-01,76.18731003039514
2006-04-01,43.62818144499179
2006-05-01,28.620050644567222
2006-06-01,35.56520605112154
2006-07-01,71.56784511784512
2006-08-01,95.86329404060248
2006-09-01,54.34281842818428
2006-10-01,46.028692614770456
2006-11-01,80.17271036727104
2006-12-01,62.24510506208214
2007-01-01,52.9089709762533
2007-02-01,41.316964285714285
2007-03-01,51.807370820668694
2007-04-01,51.85991379310345
2007-05-01,65.5491482504604
2007-06-01,63.80816379760042
2007-07-01,67.51683501683502
2007-08-01,70.91257367387034
2007-09-01,52.16910569105691
2007-10-01,66.04116766467065
2007-11-01,55.934449093444904
2007-12-01,80.43982808022922
2008-01-01,60.8453166226913
2008-02-01,71.61607142857143
2008-03-01,56.88652482269504
2008-04-01,65.85385878489328
2008-05-01,59.0865561694291
2008-06-01,71.13041210224308
2008-07-01,67.51683501683502
2008-08-01,70.91257367387034
2008-09-01,64.12452574525746
2008-10-01,55.03430638722554
2008-11-01,41.0185960018596
2008-12-01,66.07557306590257
2009-01-01,48.49989006156553
2009-02-01,39.48065476190476
2009-03-01,58.918186423505574
2009-04-01,51.03674055829229
2009-05-01,45.23814456721916
2009-06-01,44.97952529994784
2009-07-01,44.56111111111111
2009-08-01,44.6486574983628
2009-09-01,22.8239837398374
2009-10-01,45.02806886227545
2009-11-01,36.35739191073919
2009-12-01,32.55897803247373
2010-01-01,37.03627968337731
2010-02-01,41.316964285714285
2010-03-01,43.680724417426546
2010-04-01,24.695197044334975
2010-05-01,32.31296040515654
2010-06-01,32.427099634846115
2010-07-01,35.10875420875421
2010-08-01,24.950720366732156
2010-09-01,36.953116531165314
2010-10-01,34.021207584830336
2010-11-01,35.42515109251511
2010-12-01,24.898042024832854
2011-01-01,25.572669305189095
2011-02-01,27.544642857142854
2011-03-01,32.50658561296859
2011-04-01,25.518370279146144
2011-05-01,28.620050644567222
2011-06-01,32.427099634846115
2011-07-01,22.955723905723907
2011-08-01,30.20350360183366
2011-09-01,29.34512195121951
2011-10-01,25.015593812375247
2011-11-01,27.967224546722452
2011-12-01,25.855659025787965
2012-01-01,22.045404573438876
2012-02-01,22.035714285714285
2012-03-01,22.348277608915907
2012-04-01,24.695197044334975
2012-05-01,18.464548802946595
2012-06-01,24.058815858111632
2012-07-01,21.605387205387206
2012-08-01,21.011132940406025
2012-09-01,27.17140921409214
2012-10-01,21.01309880239521
2012-11-01,16.780334728033473
2012-12-01,12.449021012416427
2013-01-01,13.227242744063325
2013-02-01,20.19940476190476
2013-03-01,15.237462006079028
2013-04-01,19.756157635467982
2013-05-01,20.311003683241253
2013-06-01,19.874673969744393
2013-07-01,17.554377104377107
2013-08-01,17.071545514079894
2013-09-01,18.476558265582657
2013-10-01,16.00998003992016
2013-11-01,19.57705718270572
2013-12-01,16.279489016236866
2014-01-01,18.518139841688654
2014-02-01,18.363095238095237
2014-03-01,19.300785207700102
2014-04-01,12.347598522167488
2014-05-01,14.771639042357275
2014-06-01,18.828638497652584
2014-07-01,13.503367003367003
2014-08-01,13.131958087753766
2014-09-01,23.910840108401082
2014-10-01,19.011851297405187
2014-11-01,22.373779637377964
2014-12-01,20.109957020057305
2015-01-01,20.281772207563765
2015-02-01,14.69047619047619
2015-03-01,24.379939209726444
2015-04-01,20.579330870279147
2015-05-01,20.311003683241253
2015-06-01,16.736567553468962
2015-07-01,14.853703703703705
2015-08-01,14.445153896529142
2015-09-01,17.38970189701897
2015-10-01,14.00873253493014
2015-11-01,19.57705718270572
2015-12-01,14.364255014326647
2016-01-01,15.872691292875992
2016-02-01,18.363095238095237
2016-03-01,19.300785207700102
2016-04-01,16.46346469622332
2016-05-01,13.848411602209946
2016-06-01,12.552425665101723
2016-07-01,18.904713804713804
2016-08-01,17.071545514079894
2016-09-01,11.955420054200541
2016-10-01,15.009356287425149
2016-11-01,18.644816364481635
2016-12-01,14.364255014326647
2017-01-01,15.872691292875992
2017-02-01,19.28125
2017-03-01,20.31661600810537
2017-04-01,15.640291461412152
2017-05-01,15.694866482504604
2017-06-01,11.506390193009912
2017-07-01,17.554377104377107
2017-08-01,18.384741322855273
2017-09-01,15.215989159891599
2017-10-01,17.010603792415168
2017-11-01,16.780334728033473
2017-12-01,12.449021012416427
2018-01-01,12.34542656112577
2018-02-01,13.772321428571427
2018-03-01,13.20580040526849
2018-04-01,15.640291461412152
2018-05-01,12.001956721915287
2018-06-01,14.644496609285342
2018-07-01,13.503367003367003
2018-08-01,14.445153896529142
2018-09-01,11.955420054200541
2018-10-01,15.009356287425149
2018-11-01,15.848093909809391
2018-12-01,16.279489016236866
2019-01-01,14.990875109938436
2019-02-01,14.69047619047619
2019-03-01,17.269123606889565
2019-04-01,15.640291461412152
2019-05-01,13.848411602209946
2019-06-01,15.690532081377151
2019-07-01,17.554377104377107
2019-08-01,18.384741322855273
2019-09-01,19.56341463414634
2019-10-01,17.010603792415168
2019-11-01,17.712575546257554
2019-12-01,12.449021012416427
2020-01-01,16.754507475813547
2020-02-01,15.608630952380953
2020-03-01,12.189969604863222
2020-04-01,11.524425287356323
2020-05-01,12.001956721915287
2020-06-01,12.552425665101723
2020-07-01,13.503367003367003
2020-08-01,11.818762278978388
2020-09-01,14.129132791327914
2020-10-01,12.007485029940119
2020-11-01,10.2546490004649
2020-12-01,9.576170009551099
2021-01-01,8.818161829375551
2021-02-01,13.772321428571427
2021-03-01,15.237462006079028
2021-04-01,14.817118226600986
2021-05-01,14.771639042357275
2021-06-01,13.598461137193532
2021-07-01,17.554377104377107
2021-08-01,17.071545514079894
2021-09-01,17.38970189701897
2021-10-01,15.009356287425149
2021-11-01,13.983612273361226
2021-12-01,11.491404011461318
2022-01-01,10.58179419525066
2022-02-01,22.035714285714285
2022-03-01,16.253292806484296
2022-04-01,23.87202380952381
2022-05-01,23.080686003683244
2022-06-01,16.736567553468962
2022-07-01,22.955723905723907
2022-08-01,21.011132940406025
2022-09-01,18.476558265582657
2022-10-01,19.011851297405187
2022-11-01,22.373779637377964
2022-12-01,20.109957020057305
2023-01-01,20.281772207563765
2023-02-01,21.117559523809522
2023-03-01,26.41160081053698
2023-04-01,17.286637931034484
2023-05-01,20.311003683241253
2023-06-01,24.058815858111632
2023-07-01,20.255050505050505
2023-08-01,17.071545514079894
2023-09-01,21.73712737127371
2023-10-01,22.01372255489022
2023-11-01,21.44153881915388
2023-12-01,16.279489016236866
2024-01-01,21.16358839050132
2024-02-01,22.953869047619047
2024-03-01,20.31661600810537
2024-04-01,21.402504105090312
2024-05-01,20.311003683241253
2024-06-01,12.552425665101723
2024-07-01,18.904713804713804
2024-08-01,22.3243287491814
2024-09-01,20.650271002710028
2024-10-01,23.014346307385228
2024-11-01,19.57705718270572
2024-12-01,15.321872015281757
2025-01-01,21.16358839050132
2025-02-01,23.87202380952381
2025-03-01,24.379939209726444
2025-04-01,24.695197044334975
2025-05-01,24.927140883977902
2025-06-01,21.966744913928014
2025-07-01,44.56111111111111
2025-08-01,31.516699410609036
2025-09-01,21.73712737127371
2025-10-01,23.014346307385228
2025-11-01,42.88307763830776
2025-12-01,47.880850047755494
