date,travel blog
2021-11-01,10.420765027322403
2021-12-01,8.759186351706038
2022-01-01,42.842737722048064
2022-02-01,55.62083333333334
2022-03-01,78.1266294227188
2022-04-01,66.96191889218596
2022-05-01,66.8640730067243
2022-06-01,82.98520452567449
2022-07-01,68.04786771105309
2022-08-01,47.11814914645103
2022-09-01,17.0485312899106
2022-10-01,13.410689170182842
2022-11-01,11.723360655737704
2022-12-01,11.261811023622048
2023-01-01,10.959770114942529
2023-02-01,11.918750000000001
2023-03-01,9.76582867783985
2023-04-01,10.374381800197824
2023-05-01,8.243515850144092
2023-06-01,7.468668407310704
2023-07-01,9.128372497824195
2023-08-01,45.404761904761905
2023-09-01,9.742017879948914
2023-10-01,9.38748241912799
2023-11-01,10.420765027322403
2023-12-01,10.010498687664043
2024-01-01,8.967084639498433
2024-02-01,8.9390625
2024-03-01,7.99022346368715
2024-04-01,8.48813056379822
2024-05-01,7.3275696445725265
2024-06-01,5.808964316797215
2024-07-01,6.6388163620539595
2024-08-01,5.99685534591195
2024-09-01,8.5242656449553
2024-10-01,9.38748241912799
2024-11-01,7.8155737704918025
2024-12-01,7.507874015748032
2025-01-01,8.967084639498433
2025-02-01,8.9390625
2025-03-01,7.1024208566108005
2025-04-01,7.545004945598418
2025-05-01,8.243515850144092
2025-06-01,8.29852045256745
2025-07-01,19.91644908616188
2025-08-01,14.563791554357593
2025-09-01,17.0485312899106
2025-10-01,14.751758087201125
2025-11-01,36.47267759562841
2025-12-01,35.03674540682415
