date,luxury travel
2004-01-01,43.85499398315282
2004-02-01,38.028
2004-03-01,31.183271832718326
2004-04-01,35.21111111111111
2004-05-01,38.44891443167306
2004-06-01,43.474314068885
2004-07-01,31.119476268412438
2004-08-01,33.98131127450981
2004-09-01,42.64699792960663
2004-10-01,45.02044352044353
2004-11-01,40.14066666666667
2004-12-01,34.533974358974355
2005-01-01,36.2280385078219
2005-02-01,34.859
2005-03-01,37.03013530135301
2005-04-01,33.13986928104575
2005-05-01,35.41347381864624
2005-06-01,32.37448920023351
2005-07-01,29.390616475722858
2005-08-01,36.89399509803922
2005-09-01,33.898895790200136
2005-10-01,31.843728343728348
2005-11-01,34.859
2005-12-01,28.43974358974359
2006-01-01,34.32129963898917
2006-02-01,33.80266666666667
2006-03-01,35.08118081180812
2006-04-01,28.99738562091503
2006-05-01,33.389846743295024
2006-06-01,27.749562171628725
2006-07-01,27.66175668303328
2006-08-01,33.98131127450981
2006-09-01,29.524844720496894
2006-10-01,31.843728343728348
2006-11-01,31.69
2006-12-01,26.40833333333333
2007-01-01,28.601083032490973
2007-02-01,29.577333333333335
2007-03-01,36.05565805658056
2007-04-01,30.03300653594771
2007-05-01,28.330779054916988
2007-06-01,29.599532983070638
2007-07-01,31.98390616475723
2007-08-01,31.068627450980394
2007-09-01,30.618357487922708
2007-10-01,29.647609147609153
2007-11-01,30.633666666666667
2007-12-01,31.486858974358974
2008-01-01,29.55445246690734
2008-02-01,27.464666666666666
2008-03-01,28.259840098400982
2008-04-01,25.89052287581699
2008-05-01,25.29533844189017
2008-06-01,24.97460595446585
2008-07-01,25.9328968903437
2008-08-01,25.24325980392157
2008-09-01,22.96376811594203
2008-10-01,23.05925155925156
2008-11-01,22.183
2008-12-01,22.34551282051282
2009-01-01,23.834235860409144
2009-02-01,22.183
2009-03-01,19.489544895448955
2009-04-01,22.78366013071895
2009-05-01,21.24808429118774
2009-06-01,22.199649737302977
2009-07-01,19.01745771958538
2009-08-01,19.417892156862745
2009-09-01,21.870255348516217
2009-10-01,19.765072765072766
2009-11-01,22.183
2009-12-01,16.25128205128205
2010-01-01,22.880866425992778
2010-02-01,22.183
2010-03-01,19.489544895448955
2010-04-01,20.712418300653592
2010-05-01,21.24808429118774
2010-06-01,19.424693520140107
2010-07-01,18.15302782324059
2010-08-01,18.44699754901961
2010-09-01,18.589717046238786
2010-10-01,16.47089397089397
2010-11-01,17.957666666666668
2010-12-01,16.25128205128205
2011-01-01,20.97412755716005
2011-02-01,19.014
2011-03-01,17.54059040590406
2011-04-01,17.605555555555554
2011-05-01,18.212643678160923
2011-06-01,15.724751897256276
2011-07-01,16.42416803055101
2011-08-01,15.534313725490197
2011-09-01,15.309178743961354
2011-10-01,15.372834372834374
2011-11-01,14.788666666666668
2011-12-01,14.219871794871795
2012-01-01,17.160649819494584
2012-02-01,15.845
2012-03-01,14.617158671586715
2012-04-01,15.534313725490193
2012-05-01,15.177203065134101
2012-06-01,12.949795680093404
2012-07-01,13.83087834151664
2012-08-01,15.534313725490197
2012-09-01,15.309178743961354
2012-10-01,14.274774774774777
2012-11-01,13.732333333333333
2012-12-01,13.204166666666666
2013-01-01,14.300541516245486
2013-02-01,13.732333333333333
2013-03-01,13.642681426814267
2013-04-01,14.498692810457515
2013-05-01,14.165389527458494
2013-06-01,12.024810274372447
2013-07-01,12.96644844517185
2013-08-01,13.592524509803923
2013-09-01,14.215665976535542
2013-10-01,12.07865557865558
2013-11-01,11.619666666666667
2013-12-01,12.188461538461539
2014-01-01,15.253910950661853
2014-02-01,13.732333333333333
2014-03-01,13.642681426814267
2014-04-01,13.463071895424836
2014-05-01,13.153575989782889
2014-06-01,12.949795680093404
2014-07-01,13.83087834151664
2014-08-01,14.56341911764706
2014-09-01,14.215665976535542
2014-10-01,13.176715176715177
2014-11-01,11.619666666666667
2014-12-01,11.17275641025641
2015-01-01,14.300541516245486
2015-02-01,14.788666666666668
2015-03-01,13.642681426814267
2015-04-01,14.498692810457515
2015-05-01,13.153575989782889
2015-06-01,12.949795680093404
2015-07-01,12.96644844517185
2015-08-01,14.56341911764706
2015-09-01,14.215665976535542
2015-10-01,13.176715176715177
2015-11-01,11.619666666666667
2015-12-01,13.204166666666666
2016-01-01,16.207280385078217
2016-02-01,16.901333333333334
2016-03-01,14.617158671586715
2016-04-01,16.569934640522874
2016-05-01,17.200830140485316
2016-06-01,14.799766491535319
2016-07-01,14.695308237861429
2016-08-01,16.505208333333336
2016-09-01,16.402691511387165
2016-10-01,18.66701316701317
2016-11-01,15.845
2016-12-01,16.25128205128205
2017-01-01,19.067388688327316
2017-02-01,19.014
2017-03-01,17.54059040590406
2017-04-01,19.67679738562091
2017-05-01,19.22445721583653
2017-06-01,17.574722708698193
2017-07-01,18.15302782324059
2017-08-01,18.44699754901961
2017-09-01,20.776742581090407
2017-10-01,20.863132363132365
2017-11-01,17.957666666666668
2017-12-01,16.25128205128205
2018-01-01,18.11401925391095
2018-02-01,17.957666666666668
2018-03-01,16.56611316113161
2018-04-01,17.605555555555554
2018-05-01,17.200830140485316
2018-06-01,15.724751897256276
2018-07-01,16.42416803055101
2018-08-01,18.44699754901961
2018-09-01,18.589717046238786
2018-10-01,18.66701316701317
2018-11-01,16.901333333333334
2018-12-01,15.235576923076922
2019-01-01,17.160649819494584
2019-02-01,17.957666666666668
2019-03-01,15.591635916359163
2019-04-01,17.605555555555554
2019-05-01,17.200830140485316
2019-06-01,17.574722708698193
2019-07-01,17.2885979268958
2019-08-01,17.47610294117647
2019-09-01,18.589717046238786
2019-10-01,17.56895356895357
2019-11-01,14.788666666666668
2019-12-01,16.25128205128205
2020-01-01,19.067388688327316
2020-02-01,17.957666666666668
2020-03-01,10.719249692496925
2020-04-01,10.356209150326796
2020-05-01,12.141762452107281
2020-06-01,13.874781085814362
2020-07-01,13.83087834151664
2020-08-01,16.505208333333336
2020-09-01,16.402691511387165
2020-10-01,15.372834372834374
2020-11-01,13.732333333333333
2020-12-01,29.455448717948716
2021-01-01,18.11401925391095
2021-02-01,17.957666666666668
2021-03-01,17.54059040590406
2021-04-01,21.748039215686273
2021-05-01,21.24808429118774
2021-06-01,19.424693520140107
2021-07-01,19.881887615930168
2021-08-01,18.44699754901961
2021-09-01,18.589717046238786
2021-10-01,19.765072765072766
2021-11-01,19.014
2021-12-01,18.282692307692308
2022-01-01,44.80836341756919
2022-02-01,54.92933333333333
2022-03-01,80.88161131611315
2022-04-01,71.4578431372549
2022-05-01,68.80332056194126
2022-06-01,80.47373029772329
2022-07-01,68.2899618112384
2022-08-01,47.57383578431373
2022-09-01,24.05728088336784
2022-10-01,24.15731115731116
2022-11-01,22.183
2022-12-01,21.329807692307693
2023-01-01,23.834235860409144
2023-02-01,24.295666666666666
2023-03-01,21.43849938499385
2023-04-01,22.78366013071895
2023-05-01,23.271711366538955
2023-06-01,22.199649737302977
2023-07-01,20.74631751227496
2023-08-01,21.35968137254902
2023-09-01,21.870255348516217
2023-10-01,21.961191961191965
2023-11-01,23.239333333333335
2023-12-01,22.34551282051282
2024-01-01,22.880866425992778
2024-02-01,25.352
2024-03-01,25.33640836408364
2024-04-01,30.03300653594771
2024-05-01,23.271711366538955
2024-06-01,21.27466433158202
2024-07-01,38.89934533551555
2024-08-01,23.301470588235297
2024-09-01,25.150793650793652
2024-10-01,26.353430353430355
2024-11-01,27.464666666666666
2024-12-01,31.486858974358974
2025-01-01,27.647713598074606
2025-02-01,30.633666666666667
2025-03-01,28.259840098400982
2025-04-01,27.96176470588235
2025-05-01,31.36621966794381
2025-06-01,38.84938704028021
2025-07-01,46.679214402618655
2025-08-01,57.282781862745104
2025-09-01,74.35886818495514
2025-10-01,79.06029106029106
2025-11-01,94.01366666666667
2025-12-01,101.57051282051282
