date,destination wedding
2021-10-01,18.328703703703702
2021-11-01,15.52549019607843
2021-12-01,13.904533844189016
2022-01-01,13.131011608623549
2022-02-01,14.039007092198581
2022-03-01,13.790728831725616
2022-04-01,13.329966329966329
2022-05-01,12.181538461538462
2022-06-01,12.585376930063576
2022-07-01,10.106856309263312
2022-08-01,12.289159503342885
2022-09-01,14.524633123689728
2022-10-01,12.600983796296296
2022-11-01,12.937908496732025
2022-12-01,12.640485312899106
2023-01-01,13.131011608623549
2023-02-01,12.033434650455927
2023-03-01,12.729903536977492
2023-04-01,12.219135802469136
2023-05-01,12.181538461538462
2023-06-01,11.686421435059035
2023-07-01,9.384938001458789
2023-08-01,11.343839541547279
2023-09-01,11.41221174004193
2023-10-01,11.455439814814813
2023-11-01,11.644117647058822
2023-12-01,12.640485312899106
2024-01-01,12.310323383084578
2024-02-01,11.030648429584598
2024-03-01,12.729903536977492
2024-04-01,13.329966329966329
2024-05-01,11.166410256410256
2024-06-01,10.787465940054494
2024-07-01,8.663019693654267
2024-08-01,10.398519579751671
2024-09-01,11.41221174004193
2024-10-01,11.455439814814813
2024-11-01,11.644117647058822
2024-12-01,15.168582375478927
2025-01-01,12.310323383084578
2025-02-01,19.052938196555218
2025-03-01,14.85155412647374
2025-04-01,14.440796857463523
2025-05-01,16.242051282051282
2025-06-01,17.080154405086283
2025-07-01,72.19183078045222
2025-08-01,18.90639923591213
2025-09-01,14.524633123689728
2025-10-01,13.746527777777777
2025-11-01,16.81928104575163
2025-12-01,16.432630906768836
