date,backpacking trip
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,54.64084842707341
2004-05-01,48.975778999738154
2004-06-01,55.98852258852259
2004-07-01,0.0
2004-08-01,40.5150416330916
2004-09-01,54.07480179248535
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,51.42187500000001
2005-03-01,47.839359340310814
2005-04-01,0.0
2005-05-01,35.54693637077769
2005-06-01,29.46764346764347
2005-07-01,31.14638643067847
2005-08-01,35.65323663712061
2005-09-01,38.47630127542227
2005-10-01,44.080365296803656
2005-11-01,0.0
2005-12-01,39.99479166666667
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,50.709720900729465
2006-04-01,40.26167778836988
2006-05-01,38.70666404818015
2006-06-01,37.57124542124542
2006-07-01,41.528515240904625
2006-08-01,36.46353746978244
2006-09-01,32.236901068597035
2006-10-01,0.0
2006-11-01,45.565494791666666
2006-12-01,49.993489583333336
2007-01-01,39.67776407727086
2007-02-01,43.42291666666667
2007-03-01,45.92578496669839
2007-04-01,42.17890054019702
2007-05-01,30.017412935323385
2007-06-01,31.677716727716728
2007-07-01,40.04535398230089
2007-08-01,23.498724147193126
2007-09-01,40.556101344364016
2007-10-01,41.32534246575343
2007-11-01,51.850390625
2007-12-01,41.423177083333336
2008-01-01,28.51839293053843
2008-02-01,45.708333333333336
2008-03-01,37.314700285442434
2008-04-01,42.17890054019702
2008-05-01,30.807344854674
2008-06-01,36.09786324786325
2008-07-01,40.78693461160276
2008-08-01,51.048952457695414
2008-09-01,35.356601172009654
2008-10-01,39.94783105022832
2008-11-01,43.99427083333333
2008-12-01,45.708333333333336
2009-01-01,45.87741471434443
2009-02-01,58.278125
2009-03-01,40.185061845861085
2009-04-01,37.38584366062918
2009-05-01,43.446255564283845
2009-06-01,40.51800976800977
2009-07-01,46.719579646017706
2009-08-01,36.46353746978244
2009-09-01,28.077300930713548
2009-10-01,50.96792237442923
2009-11-01,47.13671875
2009-12-01,29.99609375
2010-01-01,49.597205096588574
2010-02-01,49.13645833333334
2010-03-01,33.48755153821757
2010-04-01,36.42723228471561
2010-05-01,41.076459806231995
2010-06-01,37.57124542124542
2010-07-01,30.4048058013766
2010-08-01,31.601732473811445
2010-09-01,31.197001034126167
2010-10-01,35.81529680365297
2010-11-01,32.995703125
2010-12-01,31.424479166666668
2011-01-01,44.637484586929716
2011-02-01,37.709375
2011-03-01,43.055423406279736
2011-04-01,44.09612329202415
2011-05-01,40.28652788688138
2011-06-01,43.464774114774116
2011-07-01,45.23641838741396
2011-08-01,38.0841391351061
2011-09-01,30.157100999655295
2011-10-01,41.32534246575343
2011-11-01,48.707942708333334
2011-12-01,42.8515625
2012-01-01,48.35727496917386
2012-02-01,33.13854166666667
2012-03-01,37.314700285442434
2012-04-01,42.17890054019702
2012-05-01,45.026119402985074
2012-06-01,37.57124542124542
2012-07-01,42.27009587020649
2012-08-01,36.46353746978244
2012-09-01,39.51620130989314
2012-10-01,48.212899543378995
2012-11-01,40.85182291666667
2012-12-01,51.421875
2013-01-01,45.87741471434443
2013-02-01,39.99479166666667
2013-03-01,44.01221059308595
2013-04-01,42.17890054019702
2013-05-01,44.23618748363446
2013-06-01,47.14822954822955
2013-07-01,48.94432153392331
2013-08-01,42.13564329841526
2013-09-01,43.675801447776635
2013-10-01,45.45787671232877
2013-11-01,51.850390625
2013-12-01,55.70703125
2014-01-01,61.996506370735716
2014-02-01,67.41979166666667
2014-03-01,54.53686964795433
2014-04-01,58.47529393072769
2014-05-01,57.66503011259492
2014-06-01,53.041758241758245
2014-07-01,54.13538593903638
2014-08-01,49.42835079237175
2014-09-01,56.154601861427096
2014-10-01,49.590410958904116
2014-11-01,54.99283854166667
2014-12-01,57.13541666666667
2015-01-01,73.15587751746814
2015-02-01,55.99270833333334
2015-03-01,61.234379955597845
2015-04-01,61.35112805846839
2015-05-01,61.614689709348
2015-06-01,55.251831501831504
2015-07-01,62.29277286135694
2015-08-01,57.53135911899007
2015-09-01,53.034901758014485
2015-10-01,68.87557077625571
2015-11-01,53.42161458333334
2015-12-01,61.42057291666667
2016-01-01,74.39580764488286
2016-02-01,68.5625
2016-03-01,65.06152870282271
2016-04-01,66.14418493803623
2016-05-01,59.24489395129615
2016-06-01,64.09212454212455
2016-07-01,57.84328908554573
2016-08-01,57.53135911899007
2016-09-01,49.915201654601866
2016-10-01,56.47796803652968
2016-11-01,54.99283854166667
2016-12-01,62.848958333333336
2017-01-01,64.47636662556515
2017-02-01,62.848958333333336
2017-03-01,62.19116714240406
2017-04-01,57.51668255481412
2017-05-01,54.50530243519246
2017-06-01,56.72521367521368
2017-07-01,52.65222468043265
2017-08-01,51.859253290357245
2017-09-01,48.87530162013099
2017-10-01,55.10045662100457
2017-11-01,59.70651041666667
2017-12-01,57.13541666666667
2018-01-01,58.276715988491574
2018-02-01,57.13541666666667
2018-03-01,55.49365683476055
2018-04-01,52.723625675246275
2018-05-01,47.395915161036925
2018-06-01,50.83168498168499
2018-07-01,55.618547197640126
2018-08-01,55.100456621004575
2018-09-01,48.87530162013099
2018-10-01,52.34543378995434
2018-11-01,58.13528645833333
2018-12-01,52.85026041666667
2019-01-01,53.316995478832716
2019-02-01,44.565625000000004
2019-03-01,48.79614652711703
2019-04-01,49.847791547505565
2019-05-01,48.18584708038754
2019-06-01,41.991391941391946
2019-07-01,46.719579646017706
2019-08-01,41.32534246575343
2019-09-01,44.7157014822475
2019-10-01,45.45787671232877
2019-11-01,47.13671875
2019-12-01,44.27994791666667
2020-01-01,47.11734484175914
2020-02-01,43.42291666666667
2020-03-01,27.746828417380275
2020-04-01,25.882507149666353
2020-05-01,35.54693637077769
2020-06-01,47.14822954822955
2020-07-01,48.94432153392331
2020-08-01,51.859253290357245
2020-09-01,50.95510168907274
2020-10-01,42.70285388127854
2020-11-01,34.56692708333333
2020-12-01,35.70963541666667
2021-01-01,35.957973695026716
2021-02-01,34.28125
2021-03-01,35.40112591183001
2021-04-01,39.30306641245631
2021-05-01,37.91673212882954
2021-06-01,37.57124542124542
2021-07-01,35.59587020648968
2021-08-01,35.65323663712061
2021-09-01,41.596001378834885
2021-10-01,39.94783105022832
2021-11-01,34.56692708333333
2021-12-01,35.70963541666667
2022-01-01,47.11734484175914
2022-02-01,46.851041666666674
2022-03-01,50.709720900729465
2022-04-01,52.723625675246275
2022-05-01,47.395915161036925
2022-06-01,45.674847374847374
2022-07-01,48.94432153392331
2022-08-01,47.80774912704808
2022-09-01,51.99500172354361
2022-10-01,53.722945205479455
2022-11-01,48.707942708333334
2022-12-01,44.27994791666667
2023-01-01,63.23643649815043
2023-02-01,52.56458333333334
2023-03-01,53.580082461148116
2023-04-01,49.847791547505565
2023-05-01,45.81605132233569
2023-06-01,49.35830280830281
2023-07-01,51.16906342182891
2023-08-01,59.96226161697557
2023-09-01,59.274301964839715
2023-10-01,57.8554794520548
2023-11-01,61.277734375
2023-12-01,45.708333333333336
2024-01-01,60.756576243321
2024-02-01,54.85000000000001
2024-03-01,52.6232952743419
2024-04-01,51.765014299332705
2024-05-01,53.71537051584184
2024-06-01,48.62161172161173
2024-07-01,50.427482792527044
2024-08-01,57.53135911899007
2024-09-01,55.11470182695623
2024-10-01,64.74303652968037
2024-11-01,54.99283854166667
2024-12-01,52.85026041666667
2025-01-01,63.23643649815043
2025-02-01,58.278125
2025-03-01,58.364018395179194
2025-04-01,58.47529393072769
2025-05-01,58.454962031945534
2025-06-01,58.19859584859585
2025-07-01,74.15806293018683
2025-08-01,68.06526994359389
2025-09-01,71.75310237849018
2025-10-01,71.63059360730594
2025-11-01,80.132421875
2025-12-01,67.13411458333334
