date,VRBO
2004-01-01,2.528901734104046
2004-02-01,2.665361183637946
2004-03-01,3.626406157489639
2004-04-01,3.0472636815920398
2004-05-01,2.786624203821656
2004-06-01,3.1702898550724634
2004-07-01,3.215223097112861
2004-08-01,3.8341158059467917
2004-09-01,3.60718492343934
2004-10-01,4.067065073041169
2004-11-01,4.4577874818049485
2004-12-01,5.459001782531194
2005-01-01,5.057803468208092
2005-02-01,5.330722367275892
2005-03-01,5.439609236234459
2005-04-01,5.0787728026534
2005-05-01,4.644373673036093
2005-06-01,4.755434782608695
2005-07-01,5.626640419947506
2005-08-01,5.751173708920188
2005-09-01,4.80957989791912
2005-10-01,6.778441788401947
2005-11-01,5.943716642406598
2005-12-01,6.823752228163993
2006-01-01,6.743737957610789
2006-02-01,7.1076298230345225
2006-03-01,7.252812314979278
2006-04-01,8.12603648424544
2006-05-01,7.43099787685775
2006-06-01,7.925724637681158
2006-07-01,8.841863517060368
2006-08-01,9.585289514866979
2006-09-01,9.61915979583824
2006-10-01,10.845506861443116
2006-11-01,10.401504124211547
2006-12-01,9.55325311942959
2007-01-01,12.64450867052023
2007-02-01,12.438352190310415
2007-03-01,13.599023090586146
2007-04-01,14.220563847429519
2007-05-01,13.004246284501061
2007-06-01,12.681159420289854
2007-07-01,12.860892388451443
2007-08-01,14.377934272300468
2007-09-01,16.83352964271692
2007-10-01,16.268260292164676
2007-11-01,16.345220766618144
2007-12-01,16.37700534759358
2008-01-01,17.70231213872832
2008-02-01,16.88062082970699
2008-03-01,19.038632326820604
2008-04-01,17.26782752902156
2008-05-01,17.648619957537154
2008-06-01,18.229166666666664
2008-07-01,20.09514435695538
2008-08-01,18.21205007824726
2008-09-01,19.23831959167648
2008-10-01,17.623948649845065
2008-11-01,20.803008248423094
2008-12-01,20.47125668449198
2009-01-01,23.60308285163776
2009-02-01,23.988250652741513
2009-03-01,23.571640023682654
2009-04-01,22.346600331674956
2009-05-01,23.221868365180466
2009-06-01,22.98460144927536
2009-07-01,23.310367454068242
2009-08-01,22.046165884194053
2009-09-01,20.44071456615626
2009-10-01,21.691013722886233
2009-11-01,23.774866569626393
2009-12-01,20.47125668449198
2010-01-01,23.60308285163776
2010-02-01,22.211343196982885
2010-03-01,22.665038484310244
2010-04-01,24.378109452736318
2010-05-01,25.079617834394906
2010-06-01,26.154891304347824
2010-07-01,25.721784776902886
2010-08-01,26.838810641627543
2010-09-01,27.65508441303494
2010-10-01,28.46945551128818
2010-11-01,31.204512372634643
2010-12-01,30.024509803921568
2011-01-01,37.09055876685934
2011-02-01,38.203510298810556
2011-03-01,38.98386619301362
2011-04-01,39.614427860696516
2011-05-01,39.01273885350319
2011-06-01,42.79891304347826
2011-07-01,43.40551181102362
2011-08-01,44.09233176838811
2011-09-01,40.88142913231252
2011-10-01,43.382027445772465
2011-11-01,44.57787481804949
2011-12-01,43.672014260249554
2012-01-01,52.263969171483616
2012-02-01,49.75340876124166
2012-03-01,46.2366785079929
2012-04-01,50.787728026534
2012-05-01,51.08811040339703
2012-06-01,48.34692028985507
2012-07-01,51.44356955380577
2012-08-01,49.84350547730829
2012-09-01,49.298193953670975
2012-10-01,50.160469234174414
2012-11-01,52.007520621057736
2012-12-01,50.495766488413544
2013-01-01,56.47880539499036
2013-02-01,58.63794604003481
2013-03-01,60.74230313795145
2013-04-01,56.882255389718075
2013-05-01,54.803609341825904
2013-06-01,55.48007246376811
2013-07-01,57.874015748031496
2013-08-01,57.51173708920187
2013-09-01,55.31016882606988
2013-10-01,54.22753430721558
2013-11-01,57.951237263464336
2013-12-01,61.413770053475936
2014-01-01,64.06551059730249
2014-02-01,60.414853495793444
2014-03-01,66.18191237418591
2014-04-01,65.00829187396351
2014-05-01,62.23460721868365
2014-06-01,64.19836956521739
2014-07-01,66.71587926509186
2014-08-01,65.17996870109546
2014-09-01,64.92932862190811
2014-10-01,62.36166445329792
2014-11-01,65.38088306647258
2014-12-01,62.77852049910874
2015-01-01,64.06551059730249
2015-02-01,65.74557586306933
2015-03-01,69.80831853167555
2015-04-01,68.05555555555556
2015-05-01,70.59447983014861
2015-06-01,66.57608695652173
2015-07-01,70.73490813648294
2015-08-01,68.05555555555556
2015-09-01,68.53651354534746
2015-10-01,66.42872952633908
2015-11-01,66.86681222707423
2015-12-01,64.14327094474153
2016-01-01,60.693641618497104
2016-02-01,66.63402959094864
2016-03-01,64.36870929544109
2016-04-01,66.0240464344942
2016-05-01,62.23460721868365
2016-06-01,62.61322463768115
2016-07-01,67.51968503937007
2016-08-01,67.09702660406886
2016-09-01,61.32214369846878
2016-10-01,61.00597609561753
2016-11-01,60.923095584667635
2016-12-01,57.31951871657754
2017-01-01,59.007707129094406
2017-02-01,62.19176095155207
2017-03-01,63.46210775606868
2017-04-01,63.992537313432834
2017-05-01,59.447983014862
2017-06-01,59.44293478260869
2017-07-01,61.08923884514436
2017-08-01,58.47026604068857
2017-09-01,55.31016882606988
2017-10-01,59.65028773793714
2017-11-01,57.951237263464336
2017-12-01,54.590017825311946
2018-01-01,69.12331406551058
2018-02-01,64.85712213519002
2018-03-01,58.02249851983422
2018-04-01,67.03980099502488
2018-05-01,60.37685774946922
2018-06-01,57.857789855072454
2018-07-01,58.677821522309706
2018-08-01,60.38732394366197
2018-09-01,60.119748723989
2018-10-01,56.93891102257636
2018-11-01,56.465308102862686
2018-12-01,58.68426916221034
2019-01-01,70.80924855491328
2019-02-01,61.30330722367275
2019-03-01,62.55550621669627
2019-04-01,65.00829187396351
2019-05-01,68.73673036093419
2019-06-01,64.9909420289855
2019-07-01,62.696850393700785
2019-08-01,59.42879499217527
2019-09-01,61.32214369846878
2019-10-01,61.00597609561753
2019-11-01,53.493449781659386
2019-12-01,64.14327094474153
2020-01-01,68.28034682080924
2020-02-01,58.63794604003481
2020-03-01,42.61027235050326
2020-04-01,27.425373134328357
2020-05-01,63.16348195329087
2020-06-01,76.87952898550724
2020-07-01,67.51968503937007
2020-08-01,71.88967136150234
2020-09-01,73.34609344326658
2020-10-01,67.78441788401948
2020-11-01,57.951237263464336
2020-12-01,62.77852049910874
2021-01-01,63.22254335260115
2021-02-01,70.18784450246591
2021-03-01,80.68753700414446
2021-04-01,82.27611940298507
2021-05-01,78.02547770700637
2021-06-01,71.33152173913042
2021-07-01,65.10826771653544
2021-08-01,60.38732394366197
2021-09-01,72.1436984687868
2021-10-01,73.20717131474103
2021-11-01,71.32459970887918
2021-12-01,76.42602495543672
2022-01-01,82.61078998073216
2022-02-01,88.84537278793154
2022-03-01,87.03374777975134
2022-04-01,83.29187396351576
2022-05-01,72.45222929936305
2022-06-01,66.57608695652173
2022-07-01,65.91207349081364
2022-08-01,75.72378716744913
2022-09-01,70.94130349430702
2022-10-01,74.56285967242142
2022-11-01,69.83867054827753
2022-12-01,73.69652406417113
2023-01-01,71.65221579961464
2023-02-01,71.07629823034523
2023-03-01,68.90171699230314
2023-04-01,72.11857379767828
2023-05-01,68.73673036093419
2023-06-01,69.74637681159419
