date,flights
2004-01-01,21.557755775577558
2004-02-01,18.068797564687976
2004-03-01,18.221055701370663
2004-04-01,21.01580894719139
2004-05-01,21.673919899085462
2004-06-01,21.884413309982488
2004-07-01,22.637681159420293
2004-08-01,21.71598808341609
2004-09-01,22.8744769874477
2004-10-01,20.631213069169274
2004-11-01,19.46417445482866
2004-12-01,19.363636363636367
2005-01-01,22.495049504950494
2005-02-01,20.921765601217658
2005-03-01,20.954214056576262
2005-04-01,22.06659939455096
2005-05-01,21.673919899085462
2005-06-01,20.972562755399885
2005-07-01,20.7512077294686
2005-08-01,20.681893412777228
2005-09-01,20.695955369595538
2005-10-01,19.545359749739312
2005-11-01,18.382831429560405
2005-12-01,17.212121212121215
2006-01-01,19.683168316831683
2006-02-01,20.921765601217658
2006-03-01,20.043161271507728
2006-04-01,23.11738984191053
2006-05-01,21.673919899085462
2006-06-01,20.06071220081728
2006-07-01,21.694444444444446
2006-08-01,22.75008275405495
2006-09-01,19.606694560669457
2006-10-01,21.717066388599235
2006-11-01,20.54551748009692
2006-12-01,20.43939393939394
2007-01-01,22.495049504950494
2007-02-01,22.823744292237443
2007-03-01,21.865266841644797
2007-04-01,25.218970736629668
2007-05-01,24.629454430778935
2007-06-01,24.619964973730298
2007-07-01,24.52415458937198
2007-08-01,24.818272095332674
2007-09-01,22.8744769874477
2007-10-01,22.802919708029197
2007-11-01,20.54551748009692
2007-12-01,21.51515151515152
2008-01-01,24.36963696369637
2008-02-01,23.774733637747335
2008-03-01,23.687372411781862
2008-04-01,24.168180289270097
2008-05-01,23.64427625354778
2008-06-01,20.972562755399885
2008-07-01,20.7512077294686
2008-08-01,21.71598808341609
2008-09-01,27.23152022315202
2008-10-01,24.97462634688912
2008-11-01,25.952232606438216
2008-12-01,29.04545454545455
2009-01-01,29.05610561056106
2009-02-01,28.529680365296805
2009-03-01,29.15368912219306
2009-04-01,30.472922973427515
2009-05-01,29.555345316934723
2009-06-01,31.914769410391127
2009-07-01,33.01328502415459
2009-08-01,31.022840119165842
2009-09-01,30.499302649930264
2009-10-01,32.57559958289885
2009-11-01,31.358947732779512
2009-12-01,31.196969696969703
2010-01-01,33.742574257425744
2010-02-01,35.18660578386606
2010-03-01,32.797900262467195
2010-04-01,37.8284561049445
2010-05-01,36.45159255755282
2010-06-01,36.47402218330414
2010-07-01,29.24033816425121
2010-08-01,26.886461436610396
2010-09-01,27.23152022315202
2010-10-01,26.060479666319083
2010-11-01,25.952232606438216
2010-12-01,26.893939393939398
2011-01-01,33.742574257425744
2011-02-01,35.18660578386606
2011-03-01,31.88684747739866
2011-04-01,33.625294315506224
2011-05-01,32.51087984862819
2011-06-01,37.38587273788675
2011-07-01,35.84299516908213
2011-08-01,37.22740814299901
2011-09-01,34.85634588563459
2011-10-01,30.40389294403893
2011-11-01,28.114918656974734
2011-12-01,26.893939393939398
2012-01-01,29.993399339933994
2012-02-01,33.28462709284627
2012-03-01,28.242636337124527
2012-04-01,30.472922973427515
2012-05-01,30.54052349416588
2012-06-01,30.09106830122592
2012-07-01,29.24033816425121
2012-08-01,29.98874544852698
2012-09-01,28.320781032078102
2012-10-01,28.232186305179006
2012-11-01,24.870889581169955
2012-12-01,26.893939393939398
2013-01-01,29.05610561056106
2013-02-01,30.43165905631659
2013-03-01,30.975794692330126
2013-04-01,30.472922973427515
2013-05-01,31.525701671397037
2013-06-01,29.179217746643317
2013-07-01,32.070048309178745
2013-08-01,31.022840119165842
2013-09-01,32.67782426778243
2013-10-01,30.40389294403893
2013-11-01,30.27760470751125
2013-12-01,30.121212121212125
2014-01-01,33.742574257425744
2014-02-01,34.23561643835616
2014-03-01,30.975794692330126
2014-04-01,32.57450386814666
2014-05-01,33.496058025859355
2014-06-01,33.73847051955634
2014-07-01,33.95652173913044
2014-08-01,33.091029460443565
2014-09-01,32.67782426778243
2014-10-01,33.66145290232882
2014-11-01,31.358947732779512
2014-12-01,33.34848484848485
2015-01-01,35.617161716171616
2015-02-01,37.08858447488584
2015-03-01,38.264216972878394
2015-04-01,39.93003699966364
2015-05-01,40.39230526647746
2015-06-01,39.209573847051956
2015-07-01,42.44565217391305
2015-08-01,40.32969215491559
2015-09-01,46.83821478382148
2015-10-01,46.69169273548836
2015-11-01,44.33506403599862
2015-12-01,43.03030303030304
2016-01-01,49.67656765676568
2016-02-01,56.108371385083714
2016-03-01,49.19685039370079
2016-04-01,49.38715102589977
2016-05-01,55.16997792494482
2016-06-01,51.97548161120841
2016-07-01,59.423913043478265
2016-08-01,55.841112214498516
2016-09-01,50.105997210599725
2016-10-01,55.378519290928054
2016-11-01,56.22983731394947
2016-12-01,57.01515151515152
2017-01-01,63.73597359735974
2017-02-01,57.05936073059361
2017-03-01,61.04053659959172
