date,last minute travel
2004-01-01,87.24894847528918
2004-02-01,84.64031785863656
2004-03-01,71.00877192982456
2004-04-01,77.37547119009155
2004-05-01,71.72294061302682
2004-06-01,75.22332134292567
2004-07-01,75.84072978303749
2004-08-01,88.28117591275486
2004-09-01,97.76570048309179
2004-10-01,73.69397759103641
2004-11-01,86.55549898167007
2004-12-01,84.80476190476192
2005-01-01,63.84069400630916
2005-02-01,70.25146382266834
2005-03-01,78.43992248062015
2005-04-01,64.2979267635972
2005-05-01,78.50754310344828
2005-06-01,76.03217426059153
2005-07-01,75.0424063116371
2005-08-01,77.72581792318634
2005-09-01,72.62594893029676
2005-10-01,72.27678571428572
2005-11-01,71.44263408010863
2005-12-01,71.31309523809524
2006-01-01,63.84069400630916
2006-02-01,64.32664157256379
2006-03-01,72.66013871889025
2006-04-01,74.10608508346796
2006-05-01,77.53831417624522
2006-06-01,77.64988009592327
2006-07-01,78.23570019723867
2006-08-01,64.29172593646278
2006-09-01,74.02260179434093
2006-10-01,100.62062324929973
2006-11-01,90.67718940936865
2006-12-01,79.98630952380954
2007-01-01,72.3527865404837
2007-02-01,76.17628607277291
2007-03-01,76.78855569155448
2007-04-01,74.10608508346796
2007-05-01,74.63062739463602
2007-06-01,77.64988009592327
2007-07-01,72.64743589743591
2007-08-01,77.72581792318634
2007-09-01,65.64268461007592
2007-10-01,69.44240196078432
2007-11-01,61.82535641547862
2007-12-01,55.894047619047626
2008-01-01,48.94453207150369
2008-02-01,50.784190715181936
2008-03-01,52.843737250102
2008-04-01,54.48976844372644
2008-05-01,58.15373563218391
2008-06-01,53.38429256594725
2008-07-01,54.28599605522683
2008-08-01,50.85763394973922
2008-09-01,51.67615596963423
2008-10-01,55.270483193277315
2008-11-01,60.45145960624576
2008-12-01,67.45833333333334
2009-01-01,63.84069400630916
2009-02-01,54.1698034295274
2009-03-01,51.19237046103631
2009-04-01,63.20813139472267
2009-05-01,55.24604885057472
2009-06-01,58.237410071942456
2009-07-01,63.067554240631175
2009-08-01,60.45341394025605
2009-09-01,61.45272601794341
2009-10-01,58.104866946778714
2009-11-01,60.45145960624576
2009-12-01,64.5672619047619
2010-01-01,51.07255520504732
2010-02-01,49.09138435800921
2010-03-01,48.71532027743778
2010-04-01,43.59181475498115
2010-05-01,44.584530651341
2010-06-01,37.2072342126299
2010-07-01,29.537968441814602
2010-08-01,25.90860597439545
2010-09-01,26.5364044168392
2010-10-01,22.675070028011206
2010-11-01,24.73014256619145
2010-12-01,26.983333333333338
2011-01-01,28.72831230283912
2011-02-01,38.088143036386455
2011-03-01,37.98143614851082
2011-04-01,39.23263327948304
2011-05-01,36.83069923371648
2011-06-01,41.25149880095924
2011-07-01,42.31114398422091
2011-08-01,45.10016595542911
2011-09-01,47.486197377501725
2011-10-01,43.93294817927171
2011-11-01,39.84300746775289
2011-12-01,38.54761904761905
2012-01-01,34.04837013669822
2012-02-01,32.16332078628189
2012-03-01,32.20165238678091
2012-04-01,39.23263327948304
2012-05-01,36.83069923371648
2012-06-01,28.30985211830536
2012-07-01,27.142998027613416
2012-08-01,29.746917970602183
2012-09-01,33.519668737060044
2012-10-01,32.59541316526611
2012-11-01,27.477936184657167
2012-12-01,26.983333333333338
2013-01-01,25.53627760252366
2013-02-01,24.545692179004604
2013-03-01,28.898918808649533
2013-04-01,21.795907377490575
2013-05-01,23.261494252873565
2013-06-01,23.456734612310154
2013-07-01,26.344674556213022
2013-08-01,27.827761972498816
2013-09-01,20.949792960662528
2013-10-01,24.092261904761905
2013-11-01,24.73014256619145
2013-12-01,28.91071428571429
2014-01-01,27.6643007360673
2014-02-01,25.392095357590968
2014-03-01,21.467768257853937
2014-04-01,23.97549811523963
2014-05-01,23.261494252873565
2014-06-01,25.07444044764189
2014-07-01,24.748027613412233
2014-08-01,24.949027975343764
2014-09-01,20.949792960662528
2014-10-01,21.257878151260506
2014-11-01,23.35624575695859
2014-12-01,24.09226190476191
2015-01-01,21.280231335436387
2015-02-01,22.006482643245505
2015-03-01,21.467768257853937
2015-04-01,18.52652127086699
2015-05-01,17.446120689655174
2015-06-01,19.412470023980816
2015-07-01,23.151380670611445
2015-08-01,20.15113798008535
2015-09-01,19.553140096618357
2015-10-01,18.423494397759104
2015-11-01,17.860658520027158
2015-12-01,20.237500000000004
2016-01-01,17.02418506834911
2016-02-01,12.696047678795484
2016-03-01,16.513667890656876
2016-04-01,17.43672590199246
2016-05-01,17.446120689655174
2016-06-01,16.985911270983216
2016-07-01,16.764792899408288
2016-08-01,17.2724039829303
2016-09-01,19.553140096618357
2016-10-01,19.840686274509807
2016-11-01,19.234555329260015
2016-12-01,15.419047619047621
2017-01-01,14.89616193480547
2017-02-01,18.620869928900042
2017-03-01,16.513667890656876
2017-04-01,17.43672590199246
2017-05-01,13.569204980842912
2017-06-01,15.36820543565148
2017-07-01,16.764792899408288
2017-08-01,16.312825983878614
2017-09-01,12.569875776397517
2017-10-01,12.754726890756302
2017-11-01,13.738968092328584
2017-12-01,15.419047619047621
2018-01-01,13.83215036803365
2018-02-01,14.388854035968215
2018-03-01,14.036617707058344
2018-04-01,11.987749057619816
2018-05-01,13.569204980842912
2018-06-01,14.559352517985614
2018-07-01,12.773175542406314
2018-08-01,15.353247984826933
2018-09-01,13.966528640441684
2018-10-01,14.171918767507004
2018-11-01,13.738968092328584
2018-12-01,14.455357142857144
2019-01-01,11.704127234490013
2019-02-01,11.003241321622752
2019-03-01,10.733884128926968
2019-04-01,10.897953688745288
2019-05-01,10.661518199233717
2019-06-01,10.515087929656277
2019-07-01,10.37820512820513
2019-08-01,9.595779990516833
2019-09-01,9.776570048309178
2019-10-01,9.920343137254903
2019-11-01,9.617277664630008
2019-12-01,10.60059523809524
2020-01-01,9.576104100946374
2020-02-01,7.6176286072772905
2020-03-01,3.302733578131375
2020-04-01,1.0897953688745288
2020-05-01,1.9384578544061304
2020-06-01,2.426558752997602
2020-07-01,2.394970414201184
2020-08-01,2.8787339971550496
2020-09-01,4.1899585921325055
2020-10-01,4.251575630252101
2020-11-01,4.121690427698574
2020-12-01,2.891071428571429
2021-01-01,2.1280231335436386
2021-02-01,3.3856127143454624
2021-03-01,4.128416972664219
2021-04-01,5.448976844372644
2021-05-01,4.846144636015326
2021-06-01,5.661970423661072
2021-07-01,5.588264299802763
2021-08-01,3.838311996206733
2021-09-01,4.1899585921325055
2021-10-01,4.251575630252101
2021-11-01,4.121690427698574
2021-12-01,3.8547619047619053
2022-01-01,4.256046267087277
2022-02-01,4.232015892931828
2022-03-01,4.9541003671970625
2022-04-01,5.448976844372644
2022-05-01,3.8769157088122608
2022-06-01,4.044264588329337
2022-07-01,3.991617357001973
2022-08-01,3.838311996206733
2022-09-01,4.1899585921325055
2022-10-01,4.251575630252101
2022-11-01,5.495587236931433
2022-12-01,5.782142857142858
2023-01-01,4.256046267087277
2023-02-01,4.232015892931828
2023-03-01,4.128416972664219
2023-04-01,4.359181475498115
2023-05-01,3.8769157088122608
2023-06-01,4.853117505995204
2023-07-01,3.991617357001973
2023-08-01,3.838311996206733
2023-09-01,4.1899585921325055
2023-10-01,4.251575630252101
2023-11-01,4.121690427698574
2023-12-01,4.818452380952381
2024-01-01,4.256046267087277
2024-02-01,3.3856127143454624
2024-03-01,3.302733578131375
2024-04-01,3.2693861066235863
2024-05-01,2.9076867816091956
2024-06-01,3.2354116706634697
2024-07-01,3.991617357001973
2024-08-01,3.838311996206733
2024-09-01,4.1899585921325055
2024-10-01,4.251575630252101
2024-11-01,4.121690427698574
2024-12-01,4.818452380952381
2025-01-01,4.256046267087277
2025-02-01,3.3856127143454624
2025-03-01,3.302733578131375
2025-04-01,3.2693861066235863
2025-05-01,3.8769157088122608
2025-06-01,4.044264588329337
2025-07-01,5.588264299802763
2025-08-01,4.797889995258417
2025-09-01,5.586611456176674
2025-10-01,4.251575630252101
2025-11-01,6.869484046164292
2025-12-01,6.7458333333333345
