date,budget travel
2004-01-01,50.15211925287357
2004-02-01,46.23544657097289
2004-03-01,43.09540775930325
2004-04-01,45.16221374045802
2004-05-01,42.61285594639867
2004-06-01,47.218896713615024
2004-07-01,41.51754385964912
2004-08-01,48.9118293755497
2004-09-01,43.04842674532941
2004-10-01,39.9409282700422
2004-11-01,37.50936599423631
2004-12-01,34.948312236286924
2005-01-01,41.651760057471265
2005-02-01,41.51754385964912
2005-03-01,37.47426761678543
2005-04-01,39.140585241730285
2005-05-01,40.63086264656617
2005-06-01,38.886150234741784
2005-07-01,37.90732265446225
2005-08-01,42.66776605101144
2005-09-01,40.72148475909539
2005-10-01,36.19646624472574
2005-11-01,38.646013448607114
2005-12-01,35.94683544303798
2006-01-01,36.55154454022989
2006-02-01,38.686802232854866
2006-03-01,43.09540775930325
2006-04-01,38.13698049194233
2006-05-01,40.63086264656617
2006-06-01,37.03442879499218
2006-07-01,37.004767353165526
2006-08-01,37.46437994722956
2006-09-01,33.74065880039332
2006-10-01,33.70015822784811
2006-11-01,30.68948126801153
2006-12-01,28.957172995780596
2007-01-01,39.101652298850574
2007-02-01,33.02531897926635
2007-03-01,34.663697545526524
2007-04-01,36.12977099236642
2007-05-01,32.70288944723619
2007-06-01,32.405125195618155
2007-07-01,31.589435545385204
2007-08-01,30.17963940193492
2007-09-01,33.74065880039332
2007-10-01,31.20385021097047
2007-11-01,26.14289145052834
2007-12-01,24.963080168776376
2008-01-01,29.75125718390805
2008-02-01,28.307416267942585
2008-03-01,29.979414093428346
2008-04-01,27.097328244274816
2008-05-01,28.738902847571193
2008-06-01,28.701682316118937
2008-07-01,25.271548436308162
2008-08-01,28.098284960422166
2008-09-01,26.759832841691257
2008-10-01,29.955696202531648
2008-11-01,25.006243996157544
2008-12-01,20.968987341772156
2009-01-01,24.651041666666668
2009-02-01,27.363835725677834
2009-03-01,30.91627078384798
2009-04-01,25.090118744698902
2009-05-01,24.7749162479062
2009-06-01,25.924100156494525
2009-07-01,23.466437833714725
2009-08-01,23.93557607739666
2009-09-01,23.26941986234022
2009-10-01,22.466772151898738
2009-11-01,22.732949087415946
2009-12-01,16.974894514767936
2010-01-01,20.40086206896552
2010-02-01,19.81519138755981
2010-03-01,19.67399049881235
2010-04-01,19.068490245971166
2010-05-01,19.819932998324962
2010-06-01,20.368935837245697
2010-07-01,18.953661327231124
2010-08-01,17.6915127528584
2010-09-01,19.779006882989187
2010-10-01,17.474156118143462
2010-11-01,14.776416906820366
2010-12-01,13.97932489451477
2011-01-01,18.700790229885058
2011-02-01,19.81519138755981
2011-03-01,17.80027711797308
2011-04-01,19.068490245971166
2011-05-01,18.828936348408714
2011-06-01,18.51721439749609
2011-07-01,18.051106025934402
2011-08-01,17.6915127528584
2011-09-01,18.615535889872177
2011-10-01,24.963080168776376
2011-11-01,13.639769452449569
2011-12-01,13.97932489451477
2012-01-01,17.0007183908046
2012-02-01,16.98444976076555
2012-03-01,14.052850356294538
2012-04-01,15.054071246819342
2012-05-01,15.855946398659968
2012-06-01,13.887910798122066
2012-07-01,13.538329519450802
2012-08-01,12.48812664907652
2012-09-01,13.961651917404133
2012-10-01,12.481540084388188
2012-11-01,11.366474543707973
2012-12-01,10.983755274261604
2013-01-01,11.90050287356322
2013-02-01,11.322966507177034
2013-03-01,12.179136975455265
2013-04-01,11.039652247667517
2013-05-01,11.891959798994977
2013-06-01,12.036189358372457
2013-07-01,11.733218916857362
2013-08-01,11.447449428320143
2013-09-01,11.63470993117011
2013-10-01,11.233386075949369
2013-11-01,10.229827089337176
2013-12-01,9.98523206751055
2014-01-01,11.050466954022989
2014-02-01,11.322966507177034
2014-03-01,10.305423594615995
2014-04-01,12.043256997455472
2014-05-01,11.891959798994977
2014-06-01,12.036189358372457
2014-07-01,11.733218916857362
2014-08-01,11.447449428320143
2014-09-01,11.63470993117011
2014-10-01,11.233386075949369
2014-11-01,10.229827089337176
2014-12-01,7.98818565400844
2015-01-01,10.20043103448276
2015-02-01,10.37938596491228
2015-03-01,11.24228028503563
2015-04-01,11.039652247667517
2015-05-01,10.900963149078729
2015-06-01,10.184467918622849
2015-07-01,10.830663615560642
2015-08-01,11.447449428320143
2015-09-01,11.63470993117011
2015-10-01,11.233386075949369
2015-11-01,9.09317963496638
2015-12-01,8.986708860759496
2016-01-01,8.5003591954023
2016-02-01,9.435805422647528
2016-03-01,9.368566904196358
2016-04-01,9.032442748091604
2016-05-01,9.909966499162481
2016-06-01,10.184467918622849
2016-07-01,9.025553012967201
2016-08-01,8.325417766051013
2016-09-01,8.144296951819078
2016-10-01,9.98523206751055
2016-11-01,9.09317963496638
2016-12-01,7.98818565400844
2017-01-01,9.350395114942529
2017-02-01,9.435805422647528
2017-03-01,11.24228028503563
2017-04-01,11.039652247667517
2017-05-01,10.900963149078729
2017-06-01,9.258607198748045
2017-07-01,9.025553012967201
2017-08-01,9.36609498680739
2017-09-01,9.307767944936089
2017-10-01,9.98523206751055
2017-11-01,9.09317963496638
2017-12-01,7.98818565400844
2018-01-01,8.5003591954023
2018-02-01,9.435805422647528
2018-03-01,9.368566904196358
2018-04-01,10.036047497879562
2018-05-01,9.909966499162481
2018-06-01,9.258607198748045
2018-07-01,9.025553012967201
2018-08-01,9.36609498680739
2018-09-01,9.307767944936089
2018-10-01,9.98523206751055
2018-11-01,9.09317963496638
2018-12-01,6.989662447257385
2019-01-01,9.350395114942529
2019-02-01,8.492224880382775
2019-03-01,8.431710213776721
2019-04-01,9.032442748091604
2019-05-01,8.918969849246233
2019-06-01,9.258607198748045
2019-07-01,7.220442410373761
2019-08-01,8.325417766051013
2019-09-01,9.307767944936089
2019-10-01,8.737078059071731
2019-11-01,9.09317963496638
2019-12-01,7.98818565400844
2020-01-01,8.5003591954023
2020-02-01,8.492224880382775
2020-03-01,4.684283452098179
2020-04-01,4.014418999151824
2020-05-01,3.963986599664992
2020-06-01,4.629303599374023
2020-07-01,4.5127765064836005
2020-08-01,5.203386103781883
2020-09-01,5.817354965585055
2020-10-01,6.240770042194094
2020-11-01,4.54658981748319
2020-12-01,3.99409282700422
2021-01-01,4.25017959770115
2021-02-01,4.717902711323764
2021-03-01,6.557996832937451
2021-04-01,8.028837998303649
2021-05-01,7.927973199329984
2021-06-01,7.406885758998436
2021-07-01,6.3178871090770405
2021-08-01,5.203386103781883
2021-09-01,6.9808259587020665
2021-10-01,7.488924050632912
2021-11-01,6.819884726224784
2021-12-01,4.992616033755275
2022-01-01,7.650323275862069
2022-02-01,10.37938596491228
2022-03-01,11.24228028503563
2022-04-01,13.04686174724343
2022-05-01,11.891959798994977
2022-06-01,12.036189358372457
2022-07-01,10.830663615560642
2022-08-01,10.406772207563765
2022-09-01,9.307767944936089
2022-10-01,9.98523206751055
2022-11-01,9.09317963496638
2022-12-01,7.98818565400844
2023-01-01,9.350395114942529
2023-02-01,9.435805422647528
2023-03-01,9.368566904196358
2023-04-01,10.036047497879562
2023-05-01,9.909966499162481
2023-06-01,9.258607198748045
2023-07-01,8.12299771167048
2023-08-01,8.325417766051013
2023-09-01,10.4712389380531
2023-10-01,9.98523206751055
2023-11-01,9.09317963496638
2023-12-01,7.98818565400844
2024-01-01,8.5003591954023
2024-02-01,9.435805422647528
2024-03-01,9.368566904196358
2024-04-01,11.039652247667517
2024-05-01,9.909966499162481
2024-06-01,8.33274647887324
2024-07-01,9.025553012967201
2024-08-01,9.36609498680739
2024-09-01,10.4712389380531
2024-10-01,9.98523206751055
2024-11-01,10.229827089337176
2024-12-01,9.98523206751055
2025-01-01,9.350395114942529
2025-02-01,10.37938596491228
2025-03-01,10.305423594615995
2025-04-01,11.039652247667517
2025-05-01,11.891959798994977
2025-06-01,17.591353677621285
2025-07-01,39.712433257055686
2025-08-01,27.05760773966579
2025-09-01,26.759832841691257
2025-10-01,29.955696202531648
2025-11-01,68.19884726224784
2025-12-01,99.8523206751055
