date,cruise line
2014-12-01,28.013856362217016
2015-01-01,26.216209537929327
2015-02-01,37.936528131184616
2015-03-01,46.025073746312685
2015-04-01,45.52584839835078
2015-05-01,34.335598705501624
2015-06-01,29.207578502415462
2015-07-01,32.07562408223201
2015-08-01,46.11576354679803
2015-09-01,43.57303974221267
2015-10-01,32.73251748251749
2015-11-01,29.508274231678485
2015-12-01,28.013856362217016
2016-01-01,37.01111934766493
2016-02-01,48.523466214305905
2016-03-01,34.05855457227138
2016-04-01,29.690770694576596
2016-05-01,28.276375404530746
2016-06-01,32.03411835748793
2016-07-01,41.24008810572687
2016-08-01,28.69425287356322
2016-09-01,26.814178302900103
2016-10-01,32.73251748251749
2016-11-01,39.34436564223798
2016-12-01,35.32181889149102
2017-01-01,23.90301457870027
2017-02-01,25.585100367543117
2017-03-01,30.376548672566372
2017-04-01,47.50523311132255
2017-05-01,35.34546925566343
2017-06-01,25.438858695652176
2017-07-01,26.576945668135096
2017-08-01,36.892610837438426
2017-09-01,45.80755460078768
2017-10-01,37.58177933177934
2017-11-01,30.737785657998423
2017-12-01,29.231850117096016
2018-01-01,37.78218433407462
2018-02-01,50.28795589482612
2018-03-01,28.535545722713863
2018-04-01,26.721693625118935
2018-05-01,35.34546925566343
2018-06-01,41.45591787439614
2018-07-01,27.493392070484582
2018-08-01,29.71904761904762
2018-09-01,42.455782312925166
2018-10-01,31.52020202020202
2018-11-01,27.049251379038612
2018-12-01,28.013856362217016
2019-01-01,35.46898937484556
2019-02-01,29.99632456884365
2019-03-01,28.535545722713863
2019-04-01,34.639232477006026
2019-05-01,51.50339805825243
2019-06-01,40.51373792270532
2019-07-01,30.24273127753304
2019-08-01,50.214942528735634
2019-09-01,55.86287146437522
2019-10-01,33.944832944832946
2019-11-01,30.737785657998423
2019-12-01,56.02771272443403
2020-01-01,45.49283419817148
2020-02-01,30.878569409103758
2020-03-01,62.59410029498525
2020-04-01,38.598001902949576
2020-05-01,33.32572815533981
2020-06-01,28.26539855072464
2020-07-01,18.32892804698972
2020-08-01,17.42151067323481
2020-09-01,20.110633727175077
2020-10-01,19.397047397047398
2020-11-01,22.131205673758863
2020-12-01,25.577868852459016
2021-01-01,16.192364714603407
2021-02-01,21.17387616624258
2021-03-01,24.85353982300885
2021-04-01,24.742308912147163
2021-05-01,29.28624595469256
2021-06-01,32.03411835748793
2021-07-01,27.493392070484582
2021-08-01,27.669458128078816
2021-09-01,27.93143573218761
2021-10-01,32.73251748251749
2021-11-01,35.65583136327817
2021-12-01,34.10382513661202
2022-01-01,27.7583395107487
2022-02-01,33.52530392988408
2022-03-01,42.34306784660767
2022-04-01,45.52584839835078
2022-05-01,43.42443365695793
2022-06-01,47.108997584541065
2022-07-01,51.32099853157122
2022-08-01,56.36371100164204
2022-09-01,53.62835660580021
2022-10-01,53.34188034188035
2022-11-01,56.5575256107171
2022-12-01,53.59172521467603
2023-01-01,48.57709414381023
2023-02-01,52.05244557534634
2023-03-01,53.389085545722715
2023-04-01,46.515540754836664
2023-05-01,52.51326860841424
2023-06-01,47.108997584541065
2023-07-01,48.57165932452276
2023-08-01,48.16535303776683
2023-09-01,50.2765843179377
2023-10-01,48.4926184926185
2023-11-01,59.01654846335697
2023-12-01,49.93774395003903
2024-01-01,46.26389918458117
2024-02-01,56.463669776646874
2024-03-01,44.184070796460176
2024-04-01,44.53615604186489
2024-05-01,44.434304207119744
2024-06-01,47.108997584541065
2024-07-01,48.57165932452276
2024-08-01,46.11576354679803
2024-09-01,45.80755460078768
2024-10-01,46.06798756798757
2024-11-01,52.868991331757286
2024-12-01,52.373731459797035
2025-01-01,42.40857425253274
2025-02-01,51.17020073508623
2025-03-01,49.7070796460177
2025-04-01,50.47431018078021
2025-05-01,51.50339805825243
2025-06-01,61.241696859903385
2025-07-01,63.234801762114536
2025-08-01,60.462889983579636
2025-09-01,61.44915861081274
2025-10-01,63.04040404040404
2025-11-01,73.77068557919621
2025-12-01,73.07962529274005
