date,cruise line
2004-01-01,77.10649864096861
2004-02-01,75.87305626236923
2004-03-01,64.43510324483776
2004-04-01,68.28877259752616
2004-05-01,69.68106796116506
2004-06-01,71.60567632850243
2004-07-01,73.31571218795888
2004-08-01,70.71083743842364
2004-09-01,70.38721804511277
2004-10-01,69.10198135198135
2004-11-01,65.16410559495665
2004-12-01,70.64363778298204
2005-01-01,70.93797874969113
2005-02-01,64.40387333898784
2005-03-01,62.59410029498525
2005-04-01,65.31969552806851
2005-05-01,59.58236245954693
2005-06-01,67.83695652173914
2005-07-01,64.15124816446402
2005-08-01,70.71083743842364
2005-09-01,63.68367346938775
2005-10-01,69.10198135198135
2005-11-01,65.16410559495665
2005-12-01,58.46370023419203
2006-01-01,57.82987398072646
2006-02-01,53.816935255866554
2006-03-01,55.23008849557522
2006-04-01,53.44338725023787
2006-05-01,59.58236245954693
2006-06-01,63.12605676328503
2006-07-01,65.984140969163
2006-08-01,58.41330049261084
2006-09-01,60.33190118152524
2006-10-01,64.2527195027195
2006-11-01,66.3936170212766
2006-12-01,62.117681498829036
2007-01-01,63.22732888559426
2007-02-01,60.87489397794741
2007-03-01,58.912094395280235
2007-04-01,58.3918490326673
2007-05-01,62.611974110032364
2007-06-01,65.95259661835749
2007-07-01,69.64992657856094
2007-08-01,67.63645320197044
2007-09-01,64.80093089867525
2007-10-01,71.52661227661228
2007-11-01,63.93459416863672
2007-12-01,62.117681498829036
2008-01-01,65.54052384482333
2008-02-01,67.05060785976816
2008-03-01,68.11710914454277
2008-04-01,68.28877259752616
2008-05-01,65.6415857605178
2008-06-01,52.762077294685994
2008-07-01,62.31835535976505
2008-08-01,53.28932676518883
2008-09-01,48.042069459362686
2008-10-01,48.4926184926185
2008-11-01,47.95094562647754
2008-12-01,53.59172521467603
2009-01-01,53.97454904867803
2009-02-01,49.40571105456601
2009-03-01,53.389085545722715
2009-04-01,54.43307960672376
2009-05-01,45.44417475728156
2009-06-01,46.16681763285025
2009-07-01,52.237444933920706
2009-08-01,51.23973727422003
2009-09-01,46.92481203007518
2009-10-01,52.12956487956488
2009-11-01,51.63947990543735
2009-12-01,48.71975019516003
2010-01-01,52.432419075858654
2010-02-01,50.28795589482612
2010-03-01,50.62758112094395
2010-04-01,46.515540754836664
2010-05-01,49.48365695792881
2010-06-01,50.87771739130435
2010-07-01,54.07033773861968
2010-08-01,49.190147783251234
2010-09-01,46.92481203007518
2010-10-01,49.704933954933956
2010-11-01,50.40996847911742
2010-12-01,45.06576893052303
2011-01-01,65.54052384482333
2011-02-01,59.110404297427195
2011-03-01,55.23008849557522
2011-04-01,51.4640025372661
2011-05-01,50.49352750809062
2011-06-01,50.87771739130435
2011-07-01,53.15389133627019
2011-08-01,53.28932676518883
2011-09-01,50.2765843179377
2011-10-01,48.4926184926185
2011-11-01,34.42631993695824
2011-12-01,40.19379391100703
2012-01-01,60.14306893995552
2012-02-01,46.75897653378569
2012-03-01,47.866076696165194
2012-04-01,47.50523311132255
2012-05-01,48.473786407766994
2012-06-01,49.93553743961353
2012-07-01,42.156534508076355
2012-08-01,34.84302134646962
2012-09-01,39.10401002506266
2012-10-01,59.40345765345766
2012-11-01,57.78703703703704
2012-12-01,56.02771272443403
2013-01-01,37.78218433407462
2013-02-01,44.99448685326548
2013-03-01,49.7070796460177
2013-04-01,54.43307960672376
2013-05-01,44.434304207119744
2013-06-01,46.16681763285025
2013-07-01,54.986784140969164
2013-08-01,50.214942528735634
2013-09-01,33.51772287862513
2013-10-01,32.73251748251749
2013-11-01,44.26241134751773
2013-12-01,49.93774395003903
2014-01-01,48.57709414381023
2014-02-01,29.99632456884365
2014-03-01,29.456047197640117
2014-04-01,37.60830954646369
2014-05-01,45.44417475728156
2014-06-01,43.340277777777786
2014-07-01,32.9920704845815
2014-08-01,32.79343185550082
2014-09-01,42.455782312925166
2014-10-01,43.64335664335665
2014-11-01,35.65583136327817
