date,airfare
2014-12-01,21.46174863387978
2015-01-01,20.74091677228559
2015-02-01,19.124612660469232
2015-03-01,20.807947019867548
2015-04-01,21.819444444444443
2015-05-01,21.086017740429508
2015-06-01,19.20111111111111
2015-07-01,22.474964234620888
2015-08-01,24.76219846491228
2015-09-01,23.546163069544367
2015-10-01,23.203513681592042
2015-11-01,22.790135396518373
2015-12-01,24.14446721311475
2016-01-01,20.74091677228559
2016-02-01,21.732514386896856
2016-03-01,19.940949227373068
2016-04-01,20.870772946859905
2016-05-01,21.086017740429508
2016-06-01,19.20111111111111
2016-07-01,20.60205054840248
2016-08-01,21.53234649122807
2016-09-01,22.368854916067146
2016-10-01,21.982276119402986
2016-11-01,22.790135396518373
2016-12-01,22.803107923497265
2017-01-01,20.74091677228559
2017-02-01,20.863213811420984
2017-03-01,19.073951434878587
2017-04-01,18.97342995169082
2017-05-01,17.41888422035481
2017-06-01,19.20111111111111
2017-07-01,18.729136862184074
2017-08-01,20.455729166666664
2017-09-01,18.836930455635493
2017-10-01,19.539800995024876
2017-11-01,20.257898130238555
2017-12-01,18.779030054644807
2018-01-01,19.081643430502744
2018-02-01,18.25531208499336
2018-03-01,16.472958057395143
2018-04-01,17.07608695652174
2018-05-01,16.502100840336137
2018-06-01,16.58277777777778
2018-07-01,16.856223175965667
2018-08-01,18.30249451754386
2018-09-01,17.659622302158276
2018-10-01,18.318563432835823
2018-11-01,20.257898130238555
2018-12-01,18.779030054644807
2019-01-01,16.592733417828473
2019-02-01,15.647410358565736
2019-03-01,15.605960264900661
2019-04-01,14.230072463768115
2019-05-01,14.668534080298787
2019-06-01,14.837222222222222
2019-07-01,14.983309489747258
2019-08-01,16.14925986842105
2019-09-01,17.659622302158276
2019-10-01,15.876088308457712
2019-11-01,16.459542230818826
2019-12-01,18.779030054644807
2020-01-01,14.933460076045627
2020-02-01,13.039508632138114
2020-03-01,9.536975717439294
2020-04-01,4.743357487922705
2020-05-01,4.583916900093371
2020-06-01,5.236666666666666
2020-07-01,4.6822842155460185
2020-08-01,5.383086622807017
2020-09-01,7.063848920863309
2020-10-01,7.327425373134329
2020-11-01,6.330593165699549
2020-12-01,6.706796448087431
2021-01-01,5.807456696239965
2021-02-01,6.08510402833112
2021-03-01,8.669977924944812
2021-04-01,9.48671497584541
2021-05-01,9.167833800186742
2021-06-01,9.600555555555555
2021-07-01,9.364568431092037
2021-08-01,7.5363212719298245
2021-09-01,8.241157074340528
2021-10-01,9.769900497512438
2021-11-01,10.128949065119278
2021-12-01,9.389515027322403
2022-01-01,7.466730038022813
2022-02-01,10.431606905710492
2022-03-01,11.270971302428254
2022-04-01,10.435386473429952
2022-05-01,10.084617180205417
2022-06-01,10.473333333333333
2022-07-01,10.30102527420124
2022-08-01,11.842790570175438
2022-09-01,10.595773381294965
2022-10-01,10.991138059701493
2022-11-01,11.395067698259187
2022-12-01,10.73087431693989
2023-01-01,9.955640050697085
2023-02-01,10.431606905710492
2023-03-01,9.536975717439294
2023-04-01,9.48671497584541
2023-05-01,8.251050420168069
2023-06-01,8.727777777777778
2023-07-01,8.428111587982833
2023-08-01,8.612938596491228
2023-09-01,9.418465227817746
2023-10-01,8.548662935323383
2023-11-01,10.128949065119278
2023-12-01,10.73087431693989
2024-01-01,8.296366708914237
2024-02-01,7.823705179282868
2024-03-01,6.935982339955849
2024-04-01,7.5893719806763285
2024-05-01,6.41748366013072
2024-06-01,6.982222222222222
2024-07-01,7.491654744873629
2024-08-01,7.5363212719298245
2024-09-01,8.241157074340528
2024-10-01,8.548662935323383
2024-11-01,8.862830431979368
2024-12-01,9.389515027322403
2025-01-01,7.466730038022813
2025-02-01,6.954404603806994
2025-03-01,6.068984547461368
2025-04-01,6.640700483091788
2025-05-01,6.41748366013072
2025-06-01,6.982222222222222
2025-07-01,9.364568431092037
2025-08-01,9.689555921052632
2025-09-01,9.418465227817746
2025-10-01,8.548662935323383
2025-11-01,11.395067698259187
2025-12-01,13.413592896174862
