date,cruise
2013-11-01,47.47410032715377
2013-12-01,46.75392670157069
2014-01-01,48.56901725431358
2014-02-01,44.423158340389506
2014-03-01,47.81140734265735
2014-04-01,44.733224603914266
2014-05-01,44.45243362831859
2014-06-01,45.52549019607844
2014-07-01,44.58270535041447
2014-08-01,44.150902837489255
2014-09-01,45.23809523809524
2014-10-01,47.839285714285715
2014-11-01,46.256815703380596
2014-12-01,43.247382198952884
2015-01-01,46.05682670667667
2015-02-01,47.25867908552075
2015-03-01,49.76289335664336
2015-04-01,49.93476234855546
2015-05-01,46.42809734513274
2015-06-01,47.2764705882353
2015-07-01,49.62980406932932
2015-08-01,52.78912295786758
2015-09-01,49.76190476190476
2015-10-01,52.745879120879124
2015-11-01,48.691384950926945
2015-12-01,45.585078534031425
2016-01-01,48.56901725431358
2016-02-01,50.094199830651995
2016-03-01,46.83566433566434
2016-04-01,47.85414725069898
2016-05-01,48.4037610619469
2016-06-01,42.02352941176471
2016-07-01,44.58270535041447
2016-08-01,47.990111779879626
2016-09-01,48.63095238095238
2016-10-01,49.06593406593407
2016-11-01,43.82224645583425
2016-12-01,45.585078534031425
2017-01-01,47.731620405101275
2017-02-01,52.929720575783236
2017-03-01,49.76289335664336
2017-04-01,50.9750698974837
2017-05-01,46.42809734513274
2017-06-01,49.02745098039216
2017-07-01,51.3121703089676
2017-08-01,52.78912295786758
2017-09-01,53.154761904761905
2017-10-01,49.06593406593407
2017-11-01,47.47410032715377
2017-12-01,46.75392670157069
2018-01-01,45.21942985746436
2018-02-01,49.14902624894158
2018-03-01,50.73863636363637
2018-04-01,50.9750698974837
2018-05-01,49.391592920353986
2018-06-01,46.40098039215687
2018-07-01,53.83571966842502
2018-08-01,54.70872742906277
2018-09-01,54.285714285714285
2018-10-01,52.745879120879124
2018-11-01,48.691384950926945
2018-12-01,51.42931937172776
2019-01-01,47.731620405101275
2019-02-01,51.03937341236241
2019-03-01,57.56883741258742
2019-04-01,50.9750698974837
2019-05-01,53.3429203539823
2019-06-01,53.40490196078432
2019-07-01,58.88281838733987
2019-08-01,54.70872742906277
2019-09-01,53.154761904761905
2019-10-01,53.972527472527474
2019-11-01,49.90866957470012
2019-12-01,57.2735602094241
2020-01-01,54.4307951987997
2020-02-01,55.765241320914484
2020-03-01,60.49606643356644
2020-04-01,31.209226467847163
2020-05-01,28.64712389380531
2020-06-01,25.389215686274515
2020-07-01,21.870761115297665
2020-08-01,22.075451418744628
2020-09-01,24.88095238095238
2020-10-01,23.306318681318682
2020-11-01,23.128407851690298
2020-12-01,29.221204188481682
2021-01-01,18.422730682670668
2021-02-01,23.629339542760373
2021-03-01,27.3208041958042
2021-04-01,29.128611369990686
2021-05-01,31.61061946902655
2021-06-01,32.393137254901966
2021-07-01,40.37678975131877
2021-08-01,46.07050730868444
2021-09-01,36.19047619047619
2021-10-01,42.932692307692314
2021-11-01,47.47410032715377
2021-12-01,43.247382198952884
2022-01-01,35.17066766691673
2022-02-01,46.31350550381033
2022-03-01,47.81140734265735
2022-04-01,54.09599254426841
2022-05-01,64.20907079646018
2022-06-01,73.54117647058824
2022-07-01,57.20045214770158
2022-08-01,61.42734307824592
2022-09-01,61.07142857142857
2022-10-01,58.87912087912088
2022-11-01,58.42966194111233
2022-12-01,66.62434554973824
2023-01-01,61.96736684171043
2023-02-01,63.32662997459781
2023-03-01,62.447552447552454
2023-04-01,63.458760484622566
2023-05-01,63.2212389380531
2023-06-01,62.15980392156864
2023-07-01,62.24755086661643
2023-08-01,57.58813413585555
2023-09-01,61.07142857142857
2023-10-01,60.10576923076923
2023-11-01,64.5160850599782
2023-12-01,64.2866492146597
2024-01-01,58.61777944486121
2024-02-01,59.545935647756146
2024-03-01,59.520323426573434
2024-04-01,61.378145386766086
2024-05-01,61.24557522123894
2024-06-01,56.906862745098046
2024-07-01,52.99453654860588
2024-08-01,59.50773860705073
2024-09-01,59.94047619047619
2024-10-01,57.65247252747253
2024-11-01,57.21237731733916
2024-12-01,63.11780104712043
2025-01-01,54.4307951987997
2025-02-01,57.65558848433531
2025-03-01,61.47180944055945
2025-04-01,60.337837837837846
2025-05-01,69.14823008849558
2025-06-01,67.41274509803922
2025-07-01,72.34174830444613
2025-08-01,66.22635425623388
2025-09-01,62.20238095238095
2025-10-01,63.78571428571429
2025-11-01,73.03707742639041
2025-12-01,71.2997382198953
