date,beach vacation
2010-02-01,57.012910798122064
2010-03-01,58.80555555555555
2010-04-01,58.72274143302181
2010-05-01,63.58590063835692
2010-06-01,66.34637382749942
2010-07-01,53.6231884057971
2010-08-01,51.45337863344658
2010-09-01,41.240045506257104
2010-10-01,41.94608809993425
2010-11-01,43.8487972508591
2010-12-01,40.20494273658831
2011-01-01,53.7037037037037
2011-02-01,57.012910798122064
2011-03-01,53.972222222222214
2011-04-01,56.01246105919003
2011-05-01,56.341937274493475
2011-06-01,60.37520018302447
2011-07-01,57.2463768115942
2011-08-01,51.45337863344658
2011-09-01,49.48805460750853
2011-10-01,43.85272846811308
2011-11-01,43.8487972508591
2011-12-01,48.94514767932489
2012-01-01,51.26262626262626
2012-02-01,50.205399061032864
2012-03-01,49.138888888888886
2012-04-01,49.68847352024922
2012-05-01,51.512628365251175
2012-06-01,49.09631663234957
2012-07-01,49.27536231884058
2012-08-01,47.07436768591921
2012-09-01,47.83845278725824
2012-10-01,41.94608809993425
2012-11-01,37.86941580756013
2012-12-01,40.20494273658831
2013-01-01,44.75308641975308
2013-02-01,43.397887323943664
2013-03-01,45.916666666666664
2013-04-01,45.17133956386293
2013-05-01,44.26866500138773
2013-06-01,45.7789979409746
2013-07-01,46.3768115942029
2013-08-01,44.884862212155525
2013-09-01,42.88964732650739
2013-10-01,43.85272846811308
2013-11-01,43.8487972508591
2013-12-01,47.197106690777574
2014-01-01,48.00785634118967
2014-02-01,46.801643192488264
2014-03-01,47.52777777777777
2014-04-01,47.8816199376947
2014-05-01,45.073549819594774
2014-06-01,47.10592541752459
2014-07-01,50.0
2014-08-01,45.97961494903737
2014-09-01,46.18885096700796
2014-10-01,41.94608809993425
2014-11-01,43.8487972508591
2014-12-01,47.197106690777574
2015-01-01,45.56677890011223
2015-02-01,44.248826291079816
2015-03-01,46.722222222222214
2015-04-01,45.17133956386293
2015-05-01,44.26866500138773
2015-06-01,42.46167924959963
2015-07-01,49.27536231884058
2015-08-01,45.97961494903737
2015-09-01,44.539249146757676
2015-10-01,41.94608809993425
2015-11-01,39.862542955326454
2015-12-01,43.70102471368294
2016-01-01,39.05723905723906
2016-02-01,42.54694835680751
2016-03-01,41.888888888888886
2016-04-01,44.26791277258567
2016-05-01,41.04912572855953
2016-06-01,40.471288034774645
2016-07-01,41.30434782608695
2016-08-01,39.41109852774632
2016-09-01,41.240045506257104
2016-10-01,41.94608809993425
2016-11-01,39.862542955326454
2016-12-01,41.952983725135624
2017-01-01,38.24354657687991
2017-02-01,39.994131455399064
2017-03-01,40.27777777777777
2017-04-01,41.557632398753896
2017-05-01,38.63447127393838
2017-06-01,39.807824296499646
2017-07-01,41.30434782608695
2017-08-01,38.316345790864474
2017-09-01,39.59044368600682
2017-10-01,41.94608809993425
2017-11-01,41.85567010309278
2017-12-01,43.70102471368294
2018-01-01,39.05723905723906
2018-02-01,41.69600938967136
2018-03-01,37.86111111111111
2018-04-01,38.84735202492212
2018-05-01,37.02470163752428
2018-06-01,37.15396934339967
2018-07-01,39.130434782608695
2018-08-01,37.22159305398263
2018-09-01,37.94084186575654
2018-10-01,40.03944773175542
2018-11-01,37.86941580756013
2018-12-01,40.20494273658831
2019-01-01,34.98877665544332
2019-02-01,34.03755868544601
2019-03-01,36.24999999999999
2019-04-01,34.33021806853583
2019-05-01,36.21981681931723
2019-06-01,35.82704186684968
2019-07-01,34.05797101449275
2019-08-01,32.84258210645527
2019-09-01,37.94084186575654
2019-10-01,38.13280736357659
2019-11-01,37.86941580756013
2019-12-01,40.20494273658831
2020-01-01,35.80246913580247
2020-02-01,33.186619718309856
2020-03-01,18.527777777777775
2020-04-01,15.358255451713395
2020-05-01,35.41493200111018
2020-06-01,45.11553420269961
2020-07-01,34.05797101449275
2020-08-01,38.316345790864474
2020-09-01,42.88964732650739
2020-10-01,40.03944773175542
2020-11-01,31.890034364261165
2020-12-01,33.212778782399035
2021-01-01,28.479236812570143
2021-02-01,35.73943661971831
2021-03-01,45.916666666666664
2021-04-01,46.978193146417446
2021-05-01,49.902858728837074
2021-06-01,41.798215511324635
2021-07-01,36.95652173913044
2021-08-01,38.316345790864474
2021-09-01,41.240045506257104
2021-10-01,45.75936883629191
2021-11-01,43.8487972508591
2021-12-01,40.20494273658831
2022-01-01,36.61616161616161
2022-02-01,41.69600938967136
2022-03-01,37.05555555555555
2022-04-01,37.0404984423676
2022-05-01,32.19539272828199
2022-06-01,31.182795698924725
2022-07-01,31.884057971014492
2022-08-01,36.12684031710079
2022-09-01,36.29124004550626
2022-10-01,36.22616699539776
2022-11-01,37.86941580756013
2022-12-01,36.70886075949367
2023-01-01,30.10662177328844
2023-02-01,29.78286384976526
2023-03-01,28.999999999999996
2023-04-01,28.006230529595015
2023-05-01,27.366083819039687
2023-06-01,26.538549530999767
2023-07-01,26.08695652173913
2023-08-01,28.463571158927895
2023-09-01,31.342434584755402
2023-10-01,32.4128862590401
2023-11-01,33.883161512027485
2023-12-01,33.212778782399035
2024-01-01,25.224466891133556
2024-02-01,26.379107981220656
2024-03-01,24.166666666666664
2024-04-01,26.1993769470405
2024-05-01,24.951429364418537
2024-06-01,24.548158316174785
2024-07-01,22.463768115942027
2024-08-01,27.368818422046054
2024-09-01,29.692832764505116
2024-10-01,32.4128862590401
2024-11-01,33.883161512027485
2024-12-01,34.96081977094635
2025-01-01,24.41077441077441
2025-02-01,25.528169014084508
2025-03-01,24.972222222222218
2025-04-01,26.1993769470405
2025-05-01,26.561199000832637
2025-06-01,27.20201326927476
2025-07-01,27.536231884057973
2025-08-01,28.463571158927895
2025-09-01,32.992036405005685
2025-10-01,34.319526627218934
2025-11-01,35.87628865979381
2025-12-01,38.456901748040984
