date,Caribbean cruise
2004-01-01,32.33501259445843
2004-02-01,30.710526315789476
2004-03-01,31.29179810725552
2004-04-01,33.14556213017752
2004-05-01,33.129120879120876
2004-06-01,31.12
2004-07-01,33.44295851528384
2004-08-01,30.953963414634146
2004-09-01,31.934797297297298
2004-10-01,30.390625
2004-11-01,29.903416557161627
2004-12-01,26.881142506142503
2005-01-01,30.13035264483627
2005-02-01,29.00438596491228
2005-03-01,27.61041009463722
2005-04-01,27.96656804733728
2005-05-01,27.785714285714285
2005-06-01,27.23
2005-07-01,27.709879912663755
2005-08-01,28.81920731707317
2005-09-01,24.838175675675675
2005-10-01,29.174999999999997
2005-11-01,27.60315374507227
2005-12-01,25.8058968058968
2006-01-01,27.19080604534005
2006-02-01,23.885964912280702
2006-03-01,25.769716088328074
2006-04-01,22.787573964497042
2006-05-01,27.785714285714285
2006-06-01,26.2575
2006-07-01,28.665393013100438
2006-08-01,25.617073170731707
2006-09-01,27.203716216216215
2006-10-01,26.74375
2006-11-01,25.302890932982912
2006-12-01,24.730651105651102
2007-01-01,31.60012594458438
2007-02-01,34.12280701754386
2007-03-01,38.65457413249211
2007-04-01,38.32455621301775
2007-05-01,42.747252747252745
2007-06-01,41.8175
2007-07-01,47.77565502183406
2007-08-01,42.69512195121951
2007-09-01,42.57972972972973
2007-10-01,43.762499999999996
2007-11-01,36.80420499342969
2007-12-01,36.5583538083538
2008-01-01,36.74433249370277
2008-02-01,40.94736842105263
2008-03-01,39.57492113564668
2008-04-01,39.360355029585804
2008-05-01,40.60989010989011
2008-06-01,30.1475
2008-07-01,31.531932314410483
2008-08-01,32.021341463414636
2008-09-01,33.11756756756757
2008-10-01,27.959374999999998
2008-11-01,27.60315374507227
2008-12-01,29.031633906633903
2009-01-01,30.13035264483627
2009-02-01,29.85745614035088
2009-03-01,33.132492113564666
2009-04-01,38.32455621301775
2009-05-01,34.1978021978022
2009-06-01,36.955
2009-07-01,33.44295851528384
2009-08-01,35.2234756097561
2009-09-01,35.483108108108105
2009-10-01,38.9
2009-11-01,37.95433639947437
2009-12-01,35.483108108108105
2010-01-01,41.1536523929471
2010-02-01,34.97587719298246
2010-03-01,36.813880126182966
2010-04-01,36.25295857988166
2010-05-01,37.40384615384615
2010-06-01,42.79
2010-07-01,30.5764192139738
2010-08-01,33.08871951219512
2010-09-01,33.11756756756757
2010-10-01,34.0375
2010-11-01,33.353810775295656
2010-12-01,32.257371007371006
2011-01-01,45.56297229219143
2011-02-01,46.91885964912281
2011-03-01,41.41561514195583
2011-04-01,41.4319526627219
2011-05-01,43.815934065934066
2011-06-01,39.8725
2011-07-01,41.0870633187773
2011-08-01,39.49298780487805
2011-09-01,36.66587837837838
2011-10-01,38.9
2011-11-01,37.95433639947437
2011-12-01,38.708845208845204
2012-01-01,41.1536523929471
2012-02-01,34.97587719298246
2012-03-01,35.89353312302839
2012-04-01,40.39615384615385
2012-05-01,39.54120879120879
2012-06-01,39.8725
2012-07-01,38.22052401746725
2012-08-01,36.290853658536584
2012-09-01,36.66587837837838
2012-10-01,35.253125
2012-11-01,31.053547963206302
2012-12-01,36.5583538083538
2013-01-01,43.35831234256927
2013-02-01,42.65350877192983
2013-03-01,35.89353312302839
2013-04-01,32.10976331360947
2013-05-01,37.40384615384615
2013-06-01,33.065
2013-07-01,34.398471615720524
2013-08-01,35.2234756097561
2013-09-01,35.483108108108105
2013-10-01,34.0375
2013-11-01,33.353810775295656
2013-12-01,37.6335995085995
2014-01-01,44.828085642317376
2014-02-01,35.828947368421055
2014-03-01,40.49526813880126
2014-04-01,36.25295857988166
2014-05-01,37.40384615384615
2014-06-01,37.9275
2014-07-01,36.30949781659389
2014-08-01,35.2234756097561
2014-09-01,36.66587837837838
2014-10-01,36.46875
2014-11-01,34.503942181340335
2014-12-01,34.4078624078624
2015-01-01,35.27455919395466
2015-02-01,35.828947368421055
2015-03-01,39.57492113564668
2015-04-01,35.21715976331361
2015-05-01,35.26648351648352
2015-06-01,35.01
2015-07-01,35.35398471615721
2015-08-01,36.290853658536584
2015-09-01,33.11756756756757
2015-10-01,35.253125
2015-11-01,35.654073587385014
2015-12-01,33.3326167076167
2016-01-01,38.214105793450884
2016-02-01,38.38815789473684
2016-03-01,35.89353312302839
2016-04-01,33.14556213017752
2016-05-01,34.1978021978022
2016-06-01,29.175
2016-07-01,31.531932314410483
2016-08-01,34.15609756097561
2016-09-01,31.934797297297298
2016-10-01,32.821875
2016-11-01,31.053547963206302
2016-12-01,32.257371007371006
2017-01-01,36.74433249370277
2017-02-01,65.68640350877193
2017-03-01,39.57492113564668
2017-04-01,36.25295857988166
2017-05-01,32.06043956043956
2017-06-01,34.0375
2017-07-01,37.265010917030565
2017-08-01,38.42560975609756
2017-09-01,40.21418918918919
2017-10-01,34.0375
2017-11-01,33.353810775295656
2017-12-01,34.4078624078624
2018-01-01,33.804785894206546
2018-02-01,33.26973684210527
2018-03-01,34.973186119873816
2018-04-01,36.25295857988166
2018-05-01,34.1978021978022
2018-06-01,37.9275
2018-07-01,42.04257641921397
2018-08-01,44.829878048780486
2018-09-01,41.39695945945946
2018-10-01,42.546875
2018-11-01,39.10446780551905
2018-12-01,38.708845208845204
2019-01-01,44.09319899244332
2019-02-01,45.21271929824562
2019-03-01,41.41561514195583
2019-04-01,43.50355029585799
2019-05-01,44.88461538461539
2019-06-01,42.79
2019-07-01,44.90911572052402
2019-08-01,42.69512195121951
2019-09-01,42.57972972972973
2019-10-01,43.762499999999996
2019-11-01,42.55486202365308
2019-12-01,44.0850737100737
2020-01-01,45.56297229219143
2020-02-01,38.38815789473684
2020-03-01,50.619085173501574
2020-04-01,23.82337278106509
2020-05-01,20.304945054945055
2020-06-01,16.5325
2020-07-01,10.510644104803493
2020-08-01,10.673780487804878
2020-09-01,11.827702702702702
2020-10-01,10.940624999999999
2020-11-01,12.651445466491456
2020-12-01,10.752457002457001
2021-01-01,8.083753148614608
2021-02-01,8.530701754385966
2021-03-01,14.725552050473185
2021-04-01,14.501183431952663
2021-05-01,21.373626373626372
2021-06-01,25.285
2021-07-01,21.97680131004367
2021-08-01,20.28018292682927
2021-09-01,22.472635135135135
2021-10-01,35.253125
2021-11-01,34.503942181340335
2021-12-01,35.483108108108105
2022-01-01,25.721032745591938
2022-02-01,34.12280701754386
2022-03-01,47.85804416403785
2022-04-01,50.754142011834325
2022-05-01,50.22802197802198
2022-06-01,48.625
2022-07-01,55.41975982532751
2022-08-01,66.17743902439024
2022-09-01,59.138513513513516
2022-10-01,65.64375
2022-11-01,67.85775295663599
2022-12-01,65.5899877149877
2023-01-01,65.40491183879092
2023-02-01,65.68640350877193
2023-03-01,68.10567823343848
2023-04-01,74.57751479289941
2023-05-01,65.18956043956044
2023-06-01,79.745
2023-07-01,63.063864628820966
2023-08-01,64.04268292682927
2023-09-01,68.60067567567567
2023-10-01,61.996874999999996
2023-11-01,72.4582785808147
2023-12-01,74.1919533169533
2024-01-01,73.48866498740554
2024-02-01,63.127192982456144
2024-03-01,57.981861198738166
2024-04-01,81.82810650887575
2024-05-01,72.67032967032966
2024-06-01,70.02
2024-07-01,66.88591703056768
2024-08-01,66.17743902439024
2024-09-01,72.14898648648649
2024-10-01,60.78125
2024-11-01,64.40735873850196
2024-12-01,65.5899877149877
2025-01-01,64.67002518891687
2025-02-01,63.127192982456144
2025-03-01,57.981861198738166
2025-04-01,59.0405325443787
2025-05-01,63.0521978021978
2025-06-01,69.0475
2025-07-01,83.12963973799127
2025-08-01,76.85121951219512
2025-09-01,78.06283783783783
2025-10-01,76.584375
2025-11-01,86.25985545335084
2025-12-01,82.7939189189189
