date,weekend getaway
2004-01-01,85.4892761394102
2004-02-01,73.07994670219853
2004-03-01,65.55857898715041
2004-04-01,77.4683490162532
2004-05-01,63.288167938931295
2004-06-01,61.45848776871757
2004-07-01,67.40100334448161
2004-08-01,79.55835010060363
2004-09-01,79.71875
2004-10-01,64.46570397111913
2004-11-01,72.84644396551725
2004-12-01,66.48882978723404
2005-01-01,70.95609919571046
2005-02-01,70.53064623584277
2005-03-01,69.41496598639456
2005-04-01,76.37724550898203
2005-05-01,77.89312977099236
2005-06-01,70.91363973313565
2005-07-01,62.281939799331106
2005-08-01,76.13648558014756
2005-09-01,66.96375
2005-10-01,78.2797833935018
2005-11-01,72.84644396551725
2005-12-01,77.34414893617021
2006-01-01,66.68163538873995
2006-02-01,65.43204530313125
2006-03-01,65.55857898715041
2006-04-01,69.830624465355
2006-05-01,59.39351145038167
2006-06-01,66.1860637509266
2006-07-01,70.81371237458194
2006-08-01,73.5700871898055
2006-09-01,66.96375
2006-10-01,65.61687725631768
2006-11-01,64.59967672413794
2006-12-01,73.27340425531915
2007-01-01,65.82674262734585
2007-02-01,67.13157894736841
2007-03-01,68.45086923658353
2007-04-01,69.830624465355
2007-05-01,74.97213740458015
2007-06-01,69.02260934025203
2007-07-01,72.5200668896321
2007-08-01,73.5700871898055
2007-09-01,73.34125
2007-10-01,75.97743682310468
2007-11-01,76.9698275862069
2007-12-01,69.20265957446809
2008-01-01,70.95609919571046
2008-02-01,66.28181212524983
2008-03-01,73.2713529856387
2008-04-01,68.73952095808383
2008-05-01,73.02480916030534
2008-06-01,70.91363973313565
2008-07-01,65.69464882943144
2008-08-01,65.01542588866533
2008-09-01,56.334583333333335
2008-10-01,57.558664259927795
2008-11-01,59.10183189655173
2008-12-01,56.990425531914894
2009-01-01,56.42292225201073
2009-02-01,56.934377081945364
2009-03-01,57.84580498866213
2009-04-01,52.37296834901625
2009-05-01,59.39351145038167
2009-06-01,58.62194217939214
2009-07-01,62.281939799331106
2009-08-01,56.460764587525155
2009-09-01,57.3975
2009-10-01,56.407490974729235
2009-11-01,61.85075431034483
2009-12-01,55.63351063829787
2010-01-01,63.262064343163544
2010-02-01,58.63391072618254
2010-03-01,61.702191987906275
2010-04-01,55.64627887082977
2010-05-01,54.52519083969465
2010-06-01,53.894366197183096
2010-07-01,51.19063545150502
2010-08-01,51.32796780684105
2010-09-01,45.70541666666667
2010-10-01,44.89575812274368
2010-11-01,42.6082974137931
2010-12-01,42.064361702127655
2011-01-01,48.728887399463815
2011-02-01,53.535309793471015
2011-03-01,49.168934240362816
2011-04-01,53.464071856287426
2011-05-01,58.41984732824427
2011-06-01,52.948851000741286
2011-07-01,52.89698996655519
2011-08-01,51.32796780684105
2011-09-01,48.89416666666667
2011-10-01,48.349277978339344
2011-11-01,43.98275862068966
2011-12-01,46.13510638297872
2012-01-01,47.87399463806971
2012-02-01,48.43670886075949
2012-03-01,44.34845049130764
2012-04-01,54.5551753635586
2012-05-01,52.577862595419845
2012-06-01,51.05782060785767
2012-07-01,52.89698996655519
2012-08-01,56.460764587525155
2012-09-01,52.08291666666667
2012-10-01,46.04693140794224
2012-11-01,42.6082974137931
2012-12-01,44.7781914893617
2013-01-01,50.43867292225202
2013-02-01,49.28647568287808
2013-03-01,48.204837490551775
2013-04-01,46.91745081266039
2013-05-01,50.63053435114503
2013-06-01,47.275759822090436
