date,travel booking
2019-02-01,15.86219739292365
2019-03-01,14.545765027322405
2019-04-01,14.744312561819978
2019-05-01,15.167378917378919
2019-06-01,16.175826630920465
2019-07-01,13.54643765903308
2019-08-01,14.545765027322405
2019-09-01,13.412548449612402
2019-10-01,14.284571723426215
2019-11-01,13.772885572139305
2019-12-01,13.070585457979226
2020-01-01,17.745833333333334
2020-02-01,15.86219739292365
2020-03-01,14.545765027322405
2020-04-01,7.372156280909989
2020-05-01,7.078110161443496
2020-06-01,8.563672922252012
2020-07-01,7.224766751484309
2020-08-01,7.757741347905283
2020-09-01,8.253875968992247
2020-10-01,8.790505675954593
2020-11-01,7.416169154228856
2020-12-01,7.038007554296506
2021-01-01,8.872916666666667
2021-02-01,10.905260707635009
2021-03-01,12.606329690346085
2021-04-01,13.691147378832838
2021-05-01,15.167378917378919
2021-06-01,15.22430741733691
2021-07-01,13.54643765903308
2021-08-01,11.636612021857925
2021-09-01,12.38081395348837
2021-10-01,14.284571723426215
2021-11-01,15.891791044776122
2021-12-01,13.070585457979226
2022-01-01,17.745833333333334
2022-02-01,21.810521415270017
2022-03-01,22.303506375227688
2022-04-01,25.275964391691392
2022-05-01,23.25664767331434
2022-06-01,22.836461126005364
2022-07-01,21.674300254452927
2022-08-01,20.364071038251367
2022-09-01,20.634689922480618
2022-10-01,20.877450980392158
2022-11-01,20.129601990049753
2022-12-01,19.103163361661945
2023-01-01,27.60462962962963
2023-02-01,25.77607076350093
2023-03-01,25.21265938069217
2023-04-01,25.275964391691392
2023-05-01,25.2789648622982
2023-06-01,24.73949955317248
2023-07-01,21.674300254452927
2023-08-01,23.27322404371585
2023-09-01,23.72989341085271
2023-10-01,21.976264189886482
2023-11-01,22.248507462686568
2023-12-01,19.103163361661945
2024-01-01,27.60462962962963
2024-02-01,26.76745810055866
2024-03-01,26.182377049180328
2024-04-01,26.329129574678532
2024-05-01,27.301282051282055
2024-06-01,25.691018766756034
2024-07-01,24.383587786259543
2024-08-01,25.21265938069217
2024-09-01,25.793362403100772
2024-10-01,26.37151702786378
2024-11-01,25.426865671641792
2024-12-01,25.135741265344663
2025-01-01,32.53402777777778
2025-02-01,30.73300744878957
2025-03-01,32.00068306010929
2025-04-01,33.70128585558852
2025-05-01,34.37939221272555
2025-06-01,41.8668453976765
2025-07-01,62.31361323155217
2025-08-01,61.0922131147541
2025-09-01,68.09447674418604
2025-10-01,58.23710010319918
2025-11-01,79.45895522388061
2025-12-01,100.54296506137865
