date,guided tours
2017-01-01,50.13453259532595
2017-02-01,52.0438919582566
2017-03-01,55.739316239316246
2017-04-01,59.893330322192114
2017-05-01,55.739316239316246
2017-06-01,54.140754716981135
2017-07-01,55.86209006363192
2017-08-01,52.771933560477
2017-09-01,54.66740631163708
2017-10-01,58.350263157894744
2017-11-01,56.56815365551426
2017-12-01,50.88805522208884
2018-01-01,50.13453259532595
2018-02-01,51.04304788213628
2018-03-01,53.81727085175361
2018-04-01,50.074751580849146
2018-05-01,52.023361823361824
2018-06-01,51.679811320754716
2018-07-01,53.46800048947626
2018-08-01,49.068639977285635
2018-09-01,47.164036817882966
2018-10-01,49.197280701754394
2018-11-01,52.52757125154895
2018-12-01,50.88805522208884
2019-01-01,51.13722324723247
2019-02-01,51.04304788213628
2019-03-01,51.895225464190986
2019-04-01,49.09289370671485
2019-05-01,53.88133903133904
2019-06-01,50.85949685534591
2019-07-01,49.47785119921684
2019-08-01,48.14281658148779
2019-09-01,52.523586456278764
2019-10-01,52.629649122807024
2019-11-01,51.18071045022718
2019-12-01,56.10734293717487
2020-01-01,53.14260455104551
2020-02-01,49.04135972989564
2020-03-01,21.14249926318892
2020-04-01,13.746010237880157
2020-05-01,17.650783475783477
2020-06-01,23.789119496855346
2020-07-01,23.14286588350465
2020-08-01,25.92305508233958
2020-09-01,28.941568047337277
2020-10-01,29.747192982456145
2020-11-01,28.28407682775713
2020-12-01,27.40126050420168
2021-01-01,26.069956949569494
2021-02-01,28.023634131368937
2021-03-01,34.59681697612732
2021-04-01,36.32874134296899
2021-05-01,41.80448717948718
2021-06-01,43.47666666666667
2021-07-01,45.48770190895742
2021-08-01,41.66205281090289
2021-09-01,47.164036817882966
2021-10-01,48.05315789473685
2021-11-01,49.833849648905414
2021-12-01,44.363945578231295
2022-01-01,37.09955412054121
2022-02-01,50.04220380601596
2022-03-01,51.895225464190986
2022-04-01,55.965898825654925
2022-05-01,51.094373219373225
2022-06-01,47.57823899371069
2022-07-01,51.87194077337249
2022-08-01,53.697756956274844
2022-09-01,53.59549638395792
2022-10-01,57.2061403508772
2022-11-01,53.874432052870716
2022-12-01,54.80252100840336
2023-01-01,57.153367158671585
2023-02-01,57.048112338858196
2023-03-01,56.700338933097555
2023-04-01,55.965898825654925
2023-05-01,52.95235042735043
2023-06-01,52.50012578616352
2023-07-01,54.26603034752815
2023-08-01,52.771933560477
2023-09-01,53.59549638395792
2023-10-01,51.48552631578948
2023-11-01,53.874432052870716
2023-12-01,54.80252100840336
2024-01-01,56.150676506765066
2024-02-01,55.04642418661756
2024-03-01,55.739316239316246
2024-04-01,55.965898825654925
2024-05-01,50.16538461538462
2024-06-01,52.50012578616352
2024-07-01,48.67982134116496
2024-08-01,52.771933560477
2024-09-01,57.883136094674555
2024-10-01,56.06201754385965
2024-11-01,53.874432052870716
2024-12-01,58.71698679471789
2025-01-01,58.156057810578105
2025-02-01,77.06499386126458
2025-03-01,67.27158856469202
2025-04-01,69.71190906353509
2025-05-01,69.67414529914531
2025-06-01,71.36735849056603
2025-07-01,79.80298580518846
2025-08-01,86.10157580919932
2025-09-01,83.60897435897435
2025-10-01,90.38570175438598
2025-11-01,99.66769929781083
2025-12-01,95.25200080032013
