date,adventure travel
2014-10-01,23.31175836030205
2014-11-01,23.087606837606835
2014-12-01,24.636807817589574
2015-01-01,22.780443475099965
2015-02-01,24.477346278317153
2015-03-01,25.828685258964143
2015-04-01,22.671435383881736
2015-05-01,23.81267217630854
2015-06-01,24.610600087604027
2015-07-01,23.757695690413367
2015-08-01,25.726190476190474
2015-09-01,23.27230769230769
2015-10-01,23.31175836030205
2015-11-01,21.933226495726494
2015-12-01,23.463626492942453
2016-01-01,21.994910941475826
2016-02-01,21.85477346278317
2016-03-01,22.002213368747235
2016-04-01,21.64091559370529
2016-05-01,22.82047750229568
2016-06-01,20.82435392028033
2016-07-01,21.8570800351803
2016-08-01,20.58095238095238
2016-09-01,19.947692307692307
2016-10-01,22.146170442286948
2016-11-01,20.778846153846153
2016-12-01,22.290445168295328
2017-01-01,22.780443475099965
2017-02-01,22.728964401294498
2017-03-01,25.828685258964143
2017-04-01,22.671435383881736
2017-05-01,22.82047750229568
2017-06-01,22.71747700394218
2017-07-01,23.757695690413367
2017-08-01,22.639047619047616
2017-09-01,23.27230769230769
2017-10-01,25.642934196332256
2017-11-01,24.24198717948718
2017-12-01,26.98317046688382
2018-01-01,23.5659760087241
2018-02-01,24.477346278317153
2018-03-01,22.95883134130146
2018-04-01,22.671435383881736
2018-05-01,21.828282828282827
2018-06-01,21.770915462111255
2018-07-01,21.8570800351803
2018-08-01,23.668095238095237
2018-09-01,21.055897435897435
2018-10-01,19.814994606256743
2018-11-01,20.778846153846153
2018-12-01,19.944082519001082
2019-01-01,20.423845874227553
2019-02-01,21.85477346278317
2019-03-01,21.045595396193004
2019-04-01,19.579876013352408
2019-05-01,19.843893480257115
2019-06-01,17.984669294787558
2019-07-01,19.006156552330694
2019-08-01,19.551904761904762
2019-09-01,18.83948717948718
2019-10-01,19.814994606256743
2019-11-01,19.62446581196581
2019-12-01,23.463626492942453
2020-01-01,20.423845874227553
2020-02-01,21.85477346278317
2020-03-01,17.219123505976096
2020-04-01,11.335717691940868
2020-05-01,10.914141414141413
2020-06-01,11.35873850197109
2020-07-01,10.453386103781883
2020-08-01,10.29047619047619
2020-09-01,11.082051282051282
2020-10-01,10.490291262135923
2020-11-01,10.389423076923077
2020-12-01,10.558631921824103
2021-01-01,8.640857869865503
2021-02-01,9.616100323624597
2021-03-01,12.436033643204958
2021-04-01,13.396757272293751
2021-05-01,13.89072543617998
2021-06-01,14.198423127463862
2021-07-01,14.254617414248022
2021-08-01,13.377619047619048
2021-09-01,12.19025641025641
2021-10-01,15.152642934196333
2021-11-01,15.006944444444443
2021-12-01,14.07817589576547
2022-01-01,16.49618320610687
2022-02-01,21.85477346278317
2022-03-01,29.655157149181054
2022-04-01,27.824034334763947
2022-05-01,26.789256198347104
2022-06-01,31.236530880420496
2022-07-01,28.509234828496044
2022-08-01,27.784285714285712
2022-09-01,23.27230769230769
2022-10-01,24.477346278317153
2022-11-01,21.933226495726494
2022-12-01,22.290445168295328
2023-01-01,22.780443475099965
2023-02-01,23.603155339805827
2023-03-01,21.045595396193004
2023-04-01,21.64091559370529
2023-05-01,20.836088154269973
2023-06-01,22.71747700394218
2023-07-01,21.8570800351803
2023-08-01,22.639047619047616
2023-09-01,24.38051282051282
2023-10-01,22.146170442286948
2023-11-01,21.933226495726494
2023-12-01,23.463626492942453
2024-01-01,21.994910941475826
2024-02-01,22.728964401294498
2024-03-01,22.002213368747235
2024-04-01,22.671435383881736
2024-05-01,22.82047750229568
2024-06-01,20.82435392028033
2024-07-01,21.8570800351803
2024-08-01,21.61
2024-09-01,23.27230769230769
2024-10-01,23.31175836030205
2024-11-01,24.24198717948718
2024-12-01,28.15635179153094
2025-01-01,21.20937840785169
2025-02-01,24.477346278317153
2025-03-01,22.95883134130146
2025-04-01,21.64091559370529
2025-05-01,21.828282828282827
2025-06-01,27.4502847130968
2025-07-01,33.26077396657872
2025-08-01,34.98761904761905
2025-09-01,43.22
2025-10-01,37.29881337648328
2025-11-01,42.71207264957265
2025-12-01,44.580890336590656
