date,camping trip
2021-09-01,58.00390486332978
2021-10-01,55.198050556983716
2021-11-01,55.570337620578776
2021-12-01,49.96195343554798
2022-01-01,63.567356321839085
2022-02-01,58.783588435374156
2022-03-01,56.208118335053314
2022-04-01,52.94845281862745
2022-05-01,46.64903734632336
2022-06-01,46.19119984108065
2022-07-01,44.08849468831429
2022-08-01,49.185848088273026
2022-09-01,53.54206602768903
2022-10-01,55.198050556983716
2022-11-01,58.938236870310824
2022-12-01,55.31501987507098
2023-01-01,60.67793103448276
2023-02-01,64.12755102040818
2023-03-01,52.965342277261776
2023-04-01,51.985753676470594
2023-05-01,48.10681976339597
2023-06-01,49.93643226062773
2023-07-01,43.4586590499098
2023-08-01,45.96054657428791
2023-09-01,56.88844515441959
2023-10-01,61.92952013710368
2023-11-01,65.67403536977491
2023-12-01,62.452441794434975
2024-01-01,57.788505747126436
2024-02-01,60.119579081632665
2024-03-01,55.12719298245614
2024-04-01,52.94845281862745
2024-05-01,45.92014613778706
2024-06-01,43.69437822804927
2024-07-01,37.79013830426939
2024-08-01,44.34789581729535
2024-09-01,54.65752573659922
2024-10-01,57.8906383890317
2024-11-01,58.938236870310824
2024-12-01,57.09937535491198
2025-01-01,54.89908045977012
2025-02-01,64.12755102040818
2025-03-01,59.45089439284485
2025-04-01,56.7992493872549
2025-05-01,51.022384597541176
2025-06-01,48.06381605085419
2025-07-01,54.79570054119062
2025-08-01,54.83012573774698
2025-09-01,61.35028399006035
2025-10-01,68.66098971722364
2025-11-01,80.82958199356912
2025-12-01,89.21777399204997
