date,GDPC1,gdp_yoy_pct_change,gdp_qoq_pct_change
2004-01-01,15248.68,,
2004-02-01,15248.68,,
2004-03-01,15248.68,,
2004-04-01,15366.85,,0.7749523237421174
2004-05-01,15366.85,,0.7749523237421174
2004-06-01,15366.85,,0.7749523237421174
2004-07-01,15512.619,,0.9485938887930923
2004-08-01,15512.619,,0.9485938887930923
2004-09-01,15512.619,,0.9485938887930923
2004-10-01,15670.88,,1.0202081286209586
2004-11-01,15670.88,,1.0202081286209586
2004-12-01,15670.88,,1.0202081286209586
2005-01-01,15844.727,3.9088432572524257,1.1093633541958248
2005-02-01,15844.727,3.9088432572524257,1.1093633541958248
2005-03-01,15844.727,3.9088432572524257,1.1093633541958248
2005-04-01,15922.782,3.6177355801611855,0.4926244548107306
2005-05-01,15922.782,3.6177355801611855,0.4926244548107306
2005-06-01,15922.782,3.6177355801611855,0.4926244548107306
2005-07-01,16047.587,3.448598847170792,0.7838140345072908
2005-08-01,16047.587,3.448598847170792,0.7838140345072908
2005-09-01,16047.587,3.448598847170792,0.7838140345072908
2005-10-01,16136.734,2.9727366937913002,0.5555165396517348
2005-11-01,16136.734,2.9727366937913002,0.5555165396517348
2005-12-01,16136.734,2.9727366937913002,0.5555165396517348
2006-01-01,16353.835,3.2131067957182013,1.3453837684874737
2006-02-01,16353.835,3.2131067957182013,1.3453837684874737
2006-03-01,16353.835,3.2131067957182013,1.3453837684874737
2006-04-01,16396.151,2.9729038556202125,0.25875276349554
2006-05-01,16396.151,2.9729038556202125,0.25875276349554
2006-06-01,16396.151,2.9729038556202125,0.25875276349554
2006-07-01,16420.738,2.325277937424497,0.1499559256315619
2006-08-01,16420.738,2.325277937424497,0.1499559256315619
2006-09-01,16420.738,2.325277937424497,0.1499559256315619
2006-10-01,16561.866,2.6345603763438197,0.8594498006118778
2006-11-01,16561.866,2.6345603763438197,0.8594498006118778
2006-12-01,16561.866,2.6345603763438197,0.8594498006118778
2007-01-01,16611.69,1.5767249700146868,0.30083566670564554
2007-02-01,16611.69,1.5767249700146868,0.30083566670564554
2007-03-01,16611.69,1.5767249700146868,0.30083566670564554
2007-04-01,16713.314,1.9343747200181172,0.6117619579946387
2007-05-01,16713.314,1.9343747200181172,0.6117619579946387
2007-06-01,16713.314,1.9343747200181172,0.6117619579946387
2007-07-01,16809.587,2.3680360773066234,0.5760257959612325
2007-08-01,16809.587,2.3680360773066234,0.5760257959612325
2007-09-01,16809.587,2.3680360773066234,0.5760257959612325
2007-10-01,16915.191,2.133364682457861,0.6282367318126258
2007-11-01,16915.191,2.133364682457861,0.6282367318126258
2007-12-01,16915.191,2.133364682457861,0.6282367318126258
2008-01-01,16843.003,1.3924712055185307,-0.42676432089947536
2008-02-01,16843.003,1.3924712055185307,-0.42676432089947536
2008-03-01,16843.003,1.3924712055185307,-0.42676432089947536
2008-04-01,16943.291,1.3760107660276244,0.5954282618129358
2008-05-01,16943.291,1.3760107660276244,0.5954282618129358
2008-06-01,16943.291,1.3760107660276244,0.5954282618129358
2008-07-01,16854.295,0.26596727212868654,-0.5252580505168858
2008-08-01,16854.295,0.26596727212868654,-0.5252580505168858
2008-09-01,16854.295,0.26596727212868654,-0.5252580505168858
2008-10-01,16485.35,-2.5411536884212604,-2.189026595298116
2008-11-01,16485.35,-2.5411536884212604,-2.189026595298116
2008-12-01,16485.35,-2.5411536884212604,-2.189026595298116
2009-01-01,16298.262,-3.234227293078318,-1.1348742974823023
2009-02-01,16298.262,-3.234227293078318,-1.1348742974823023
2009-03-01,16298.262,-3.234227293078318,-1.1348742974823023
2009-04-01,16269.145,-3.9788374053187248,-0.1786509506351064
2009-05-01,16269.145,-3.9788374053187248,-0.1786509506351064
2009-06-01,16269.145,-3.9788374053187248,-0.1786509506351064
2009-07-01,16326.281,-3.1328157006863644,0.3511923951750484
2009-08-01,16326.281,-3.1328157006863644,0.3511923951750484
2009-09-01,16326.281,-3.1328157006863644,0.3511923951750484
2009-10-01,16502.754,0.10557252348297741,1.0809136508185713
2009-11-01,16502.754,0.10557252348297741,1.0809136508185713
2009-12-01,16502.754,0.10557252348297741,1.0809136508185713
2010-01-01,16582.71,1.7452658449103264,0.48450095056860043
2010-02-01,16582.71,1.7452658449103264,0.48450095056860043
2010-03-01,16582.71,1.7452658449103264,0.48450095056860043
2010-04-01,16743.162,2.91359502911801,0.9675861183124024
2010-05-01,16743.162,2.91359502911801,0.9675861183124024
2010-06-01,16743.162,2.91359502911801,0.9675861183124024
2010-07-01,16872.266,3.344209253779229,0.7710849360473171
2010-08-01,16872.266,3.344209253779229,0.7710849360473171
2010-09-01,16872.266,3.344209253779229,0.7710849360473171
2010-10-01,16960.864,2.7759609093124693,0.5251102608268665
2010-11-01,16960.864,2.7759609093124693,0.5251102608268665
2010-12-01,16960.864,2.7759609093124693,0.5251102608268665
2011-01-01,16920.632,2.037797199613345,-0.23720489710901127
2011-02-01,16920.632,2.037797199613345,-0.23720489710901127
2011-03-01,16920.632,2.037797199613345,-0.23720489710901127
2011-04-01,17035.114,1.7437088645501975,0.6765822931436682
2011-05-01,17035.114,1.7437088645501975,0.6765822931436682
2011-06-01,17035.114,1.7437088645501975,0.6765822931436682
2011-07-01,17031.313,0.9426534645672335,-0.022312735917140447
2011-08-01,17031.313,0.9426534645672335,-0.022312735917140447
2011-09-01,17031.313,0.9426534645672335,-0.022312735917140447
2011-10-01,17222.583,1.543075871606514,1.1230490567579965
2011-11-01,17222.583,1.543075871606514,1.1230490567579965
2011-12-01,17222.583,1.543075871606514,1.1230490567579965
2012-01-01,17367.01,2.6380693108862374,0.838590819971663
2012-02-01,17367.01,2.6380693108862374,0.838590819971663
2012-03-01,17367.01,2.6380693108862374,0.838590819971663
2012-04-01,17444.525,2.403335839137921,0.4463347461653111
2012-05-01,17444.525,2.403335839137921,0.4463347461653111
2012-06-01,17444.525,2.403335839137921,0.4463347461653111
2012-07-01,17469.65,2.5737123144880414,0.14402799732293747
2012-08-01,17469.65,2.5737123144880414,0.14402799732293747
2012-09-01,17469.65,2.5737123144880414,0.14402799732293747
2012-10-01,17489.852,1.551852007332477,0.11564055376036553
2012-11-01,17489.852,1.551852007332477,0.11564055376036553
2012-12-01,17489.852,1.551852007332477,0.11564055376036553
2013-01-01,17662.4,1.700868485709428,0.9865606638638447
2013-02-01,17662.4,1.700868485709428,0.9865606638638447
2013-03-01,17662.4,1.700868485709428,0.9865606638638447
2013-04-01,17709.671,1.5199382041070075,0.26763633481292626
2013-05-01,17709.671,1.5199382041070075,0.26763633481292626
2013-06-01,17709.671,1.5199382041070075,0.26763633481292626
2013-07-01,17860.45,2.237022493295515,0.851393569084391
2013-08-01,17860.45,2.237022493295515,0.851393569084391
2013-09-01,17860.45,2.237022493295515,0.851393569084391
2013-10-01,18016.147,3.0091449601746367,0.8717417534272576
2013-11-01,18016.147,3.0091449601746367,0.8717417534272576
2013-12-01,18016.147,3.0091449601746367,0.8717417534272576
2014-01-01,17953.974,1.6508175559380112,-0.34509598528477126
2014-02-01,17953.974,1.6508175559380112,-0.34509598528477126
2014-03-01,17953.974,1.6508175559380112,-0.34509598528477126
2014-04-01,18185.911,2.6891521587272926,1.2918421292132942
2014-05-01,18185.911,2.6891521587272926,1.2918421292132942
2014-06-01,18185.911,2.6891521587272926,1.2918421292132942
2014-07-01,18406.941,3.059782928201682,1.2153914093167906
2014-08-01,18406.941,3.059782928201682,1.2153914093167906
2014-09-01,18406.941,3.059782928201682,1.2153914093167906
2014-10-01,18500.031,2.6858351011456394,0.5057331362120498
2014-11-01,18500.031,2.6858351011456394,0.5057331362120498
2014-12-01,18500.031,2.6858351011456394,0.5057331362120498
2015-01-01,18666.621,3.9692994988184793,0.9004849775657187
