date,good credit score
2015-05-01,38.6872852233677
2015-06-01,41.75889781859931
2015-07-01,42.124434389140276
2015-08-01,40.18561484918794
2015-09-01,36.634547591069335
2015-10-01,35.13603818615752
2015-11-01,35.94716981132076
2015-12-01,36.498084291187745
2016-01-01,37.05855855855856
2016-02-01,34.48672566371681
2016-03-01,35.27116827438371
2016-04-01,37.114285714285714
2016-05-01,37.69530355097366
2016-06-01,33.804822043628015
2016-07-01,34.287330316742086
2016-08-01,33.15313225058005
2016-09-01,30.528789659224444
2016-10-01,32.03579952267303
2016-11-01,31.589937106918246
2016-12-01,33.180076628352495
2017-01-01,37.05855855855856
2017-02-01,36.402654867256636
2017-03-01,41.76848874598071
2017-04-01,39.01758241758242
2017-05-01,39.67926689576175
2017-06-01,35.79334098737084
2017-07-01,41.1447963800905
2017-08-01,38.17633410672855
2017-09-01,34.59929494712104
2017-10-01,32.03579952267303
2017-11-01,33.7685534591195
2017-12-01,35.392081736909326
2018-01-01,39.984234234234236
2018-02-01,42.150442477876105
2018-03-01,43.624866023579855
2018-04-01,46.630769230769225
2018-05-01,44.639175257731964
2018-06-01,43.747416762342134
2018-07-01,44.08371040723982
2018-08-01,43.199535962877036
2018-09-01,37.652173913043484
2018-10-01,42.369928400954656
2018-11-01,42.483018867924535
2018-12-01,43.134099616858244
2019-01-01,44.86036036036036
2019-02-01,44.06637168141593
2019-03-01,45.481243301179
2019-04-01,49.48571428571428
2019-05-01,48.60710194730814
2019-06-01,45.73593570608496
2019-07-01,45.0633484162896
2019-08-01,46.21345707656613
2019-09-01,45.793184488836665
2019-10-01,45.47016706443914
2019-11-01,45.750943396226425
2019-12-01,46.45210727969349
2020-01-01,47.78603603603604
2020-02-01,50.77212389380531
2020-03-01,42.69667738478028
2020-04-01,50.43736263736263
2020-05-01,60.51088201603666
2020-06-01,60.649827784156145
2020-07-01,56.81900452488688
2020-08-01,56.259860788863115
2020-09-01,50.88131609870741
2020-10-01,50.637231503579955
2020-11-01,51.19748427672957
2020-12-01,51.98212005108557
2021-01-01,57.53828828828829
2021-02-01,57.47787610619469
2021-03-01,61.26045016077171
2021-04-01,62.808791208791206
2021-05-01,57.53493699885453
2021-06-01,57.6670493685419
2021-07-01,54.859728506787334
2021-08-01,50.23201856148493
2021-09-01,48.84606345475911
2021-10-01,48.57040572792363
2021-11-01,51.19748427672957
2021-12-01,51.98212005108557
2022-01-01,61.43918918918919
2022-02-01,64.18362831858407
2022-03-01,66.82958199356914
2022-04-01,67.56703296703296
2022-05-01,65.47079037800688
2022-06-01,64.6268656716418
2022-07-01,60.73755656108598
2022-08-01,58.26914153132251
2022-09-01,52.916568742655706
2022-10-01,53.737470167064444
2022-11-01,54.46540880503146
2022-12-01,56.406130268199234
2023-01-01,56.56306306306306
2023-02-01,60.35176991150443
2023-03-01,60.332261521972136
2023-04-01,71.37362637362637
2023-05-01,66.46277205040093
2023-06-01,61.644087256027554
2023-07-01,57.79864253393666
2023-08-01,53.24593967517402
2023-09-01,53.934195064629854
2023-10-01,54.7708830548926
2023-11-01,58.82264150943397
2023-12-01,58.61813537675607
2024-01-01,55.58783783783784
2024-02-01,57.47787610619469
2024-03-01,55.69131832797428
2024-04-01,59.0021978021978
2024-05-01,56.542955326460486
2024-06-01,54.68427095292767
2024-07-01,53.88009049773756
2024-08-01,56.259860788863115
2024-09-01,51.89894242068156
2024-10-01,53.737470167064444
2024-11-01,53.37610062893083
2024-12-01,55.30012771392082
2025-01-01,54.612612612612615
2025-02-01,55.56194690265487
2025-03-01,58.475884244373
2025-04-01,59.95384615384615
2025-05-01,60.51088201603666
2025-06-01,55.67853042479908
2025-07-01,60.73755656108598
2025-08-01,60.27842227378191
2025-09-01,59.02232667450059
2025-10-01,64.07159904534606
2025-11-01,62.09056603773586
2025-12-01,65.25415070242657
