date,refinance loan
2020-06-01,61.543681085665824
2020-07-01,70.28884863123994
2020-08-01,62.7519619991739
2020-09-01,57.83421284080916
2020-10-01,57.35320686540199
2020-11-01,55.692982456140356
2020-12-01,63.08168942842691
2021-01-01,57.23020017406441
2021-02-01,59.379715934309814
2021-03-01,50.451174289245984
2021-04-01,51.25997340425533
2021-05-01,54.347536617842884
2021-06-01,49.04262086513995
2021-07-01,50.20632045088568
2021-08-01,45.89322593969435
2021-09-01,50.85422163588391
2021-10-01,47.111562782294484
2021-11-01,52.283208020050125
2021-12-01,52.759231158320695
2022-01-01,55.25674499564839
2022-02-01,55.35397248113627
2022-03-01,54.18829831067161
2022-04-01,54.27526595744682
2022-05-01,45.28961384820241
2022-06-01,44.23452078032231
2022-07-01,44.729267310789055
2022-08-01,43.083436596447754
2022-09-01,39.88566402814425
2022-10-01,41.99074074074074
2022-11-01,40.91729323308271
2022-12-01,40.14289327263531
2023-01-01,43.416013925152306
2023-02-01,42.27030625832224
2023-03-01,41.10836423568191
2023-04-01,43.21919326241135
2023-05-01,43.27674212161563
2023-06-01,45.19614079728584
2023-07-01,42.903582930756855
2023-08-01,45.89322593969435
2023-09-01,44.871372031662276
2023-10-01,41.99074074074074
2023-11-01,42.05388471177945
2023-12-01,44.73065250379363
2024-01-01,46.376196692776325
2024-02-01,43.27674212161563
2024-03-01,45.77976926246395
2024-04-01,46.234485815602845
2024-05-01,45.28961384820241
2024-06-01,44.23452078032231
2024-07-01,43.816425120772955
2024-08-01,50.57620817843867
2024-09-01,55.839929639401944
2024-10-01,54.280713640469735
2024-11-01,52.283208020050125
2024-12-01,53.906170966110274
2025-01-01,54.27001740644038
2025-02-01,51.32822902796272
2025-03-01,53.25401730531521
2025-04-01,56.28546099290781
2025-05-01,51.32822902796272
2025-06-01,52.88910093299407
2025-07-01,64.81179549114333
2025-08-01,59.94217265592731
2025-09-01,69.79991204925243
2025-10-01,65.54652213188798
2025-11-01,68.19548872180451
2025-12-01,68.81638846737482
