date,chapter 7 bankruptcy
2004-01-01,60.48104233654876
2004-02-01,47.81441191983122
2004-03-01,59.66567538990219
2004-04-01,56.33877107123437
2004-05-01,55.2587348548887
2004-06-01,65.33346709470305
2004-07-01,61.38750638080653
2004-08-01,56.45584432376519
2004-09-01,52.38067574786324
2004-10-01,45.899115861704935
2004-11-01,57.4672131147541
2004-12-01,66.55125899280576
2005-01-01,50.56611736334405
2005-02-01,56.596650843881854
2005-03-01,59.66567538990219
2005-04-01,61.36901848830887
2005-05-01,56.30135249366019
2005-06-01,60.383962011771
2005-07-01,50.998851454823885
2005-08-01,66.98151021463667
2005-09-01,66.21708066239316
2005-10-01,76.17300079176565
2005-11-01,39.37568306010929
2005-12-01,37.71238009592326
2006-01-01,35.693729903536976
2006-02-01,35.12895569620253
2006-03-01,37.16878139043087
2006-04-01,34.20568243610658
2006-05-01,34.406382079459
2006-06-01,33.656634563937935
2006-07-01,35.88808065339458
2006-08-01,37.31826997672614
2006-09-01,35.57932692307692
2006-10-01,36.13334652942729
2006-11-01,34.05464480874317
2006-12-01,34.38481714628297
2007-01-01,32.71925241157556
2007-02-01,38.05636867088607
2007-03-01,37.16878139043087
2007-04-01,37.22383088635128
2007-05-01,41.7047055508594
2007-06-01,43.55564472980203
2007-07-01,42.4990428790199
2007-08-01,43.05954228083786
2007-09-01,44.47415865384615
2007-10-01,43.945961995249405
2007-11-01,44.69672131147541
2007-12-01,45.476693645083934
2008-01-01,51.55760986066452
2008-02-01,46.838607594936704
2008-03-01,47.92816547713455
2008-04-01,48.290375203915175
2008-05-01,53.17349957734573
2008-06-01,55.43445692883895
2008-07-01,59.49866003062786
2008-08-01,66.02463149728472
2008-09-01,76.10022702991452
2008-10-01,83.98561625758775
2008-11-01,88.3292349726776
2008-12-01,84.29826139088729
2009-01-01,91.21730975348338
2009-02-01,91.72560654008439
2009-03-01,92.92195347607718
2009-04-01,92.55655247417074
2009-05-01,93.83558748943365
2009-06-01,96.02039860888175
2009-07-01,92.55347115875445
2009-08-01,95.68787173519524
2009-09-01,91.91326121794872
2009-10-01,93.75138558986541
2009-11-01,92.5860655737705
2009-12-01,96.49932553956835
2010-01-01,96.17477224008573
2010-02-01,90.74980221518987
2010-03-01,95.8563309542691
2010-04-01,92.55655247417074
2010-05-01,83.4094111017188
2010-06-01,94.04059657570893
2010-07-01,83.10923940786114
2010-08-01,73.67966123610033
2010-09-01,75.11191239316238
2010-10-01,70.31353919239905
2010-11-01,70.23770491803279
2010-12-01,69.87882194244604
2011-01-01,86.25984726688102
2011-02-01,78.06434599156118
2011-03-01,72.38131112873381
2011-04-01,71.42951332245786
2011-05-01,71.94061707523247
2011-06-01,66.32336811128945
2011-07-01,66.10962225625318
2011-08-01,66.98151021463667
2011-09-01,64.24045138888889
2011-10-01,60.547769860121406
2011-11-01,63.852459016393446
2011-12-01,55.45938249400479
2012-01-01,69.40447481243301
2012-02-01,63.427281118143455
2012-03-01,56.73129791171028
2012-04-01,61.36901848830887
2012-05-01,63.599675965060584
2012-06-01,58.40415997859818
2012-07-01,64.22077590607452
2012-08-01,62.19711662787691
2012-09-01,56.333934294871796
2012-10-01,56.641462127210346
2012-11-01,57.4672131147541
2012-12-01,51.02263189448441
2013-01-01,53.540594855305464
2013-02-01,52.693433544303794
2013-03-01,52.8187946074544
2013-04-01,58.350870038064166
2013-05-01,53.17349957734573
2013-06-01,51.474852862493314
2013-07-01,63.27635273098519
2013-08-01,60.283359193173
2013-09-01,61.27550747863248
2013-10-01,66.40723145948799
2013-11-01,71.30191256830601
2013-12-01,65.44207134292566
2014-01-01,62.464027331189705
2014-02-01,65.37888976793249
2014-03-01,67.49068199841396
2014-04-01,71.42951332245786
2014-05-01,66.72752888137504
2014-06-01,55.43445692883895
2014-07-01,57.6098136804492
2014-08-01,55.498965606413236
2014-09-01,59.298878205128204
2014-10-01,57.618039060438115
2014-11-01,52.14617486338798
2014-12-01,52.131819544364504
2015-01-01,47.59163987138263
2015-02-01,50.741824894514764
2015-03-01,53.79692043351837
2015-04-01,57.34482055464927
2015-05-01,52.13088193857425
2015-06-01,51.474852862493314
2015-07-01,56.665390505359866
2015-08-01,58.369601758469095
2015-09-01,53.36899038461538
2015-10-01,55.664885193982585
2015-11-01,55.33879781420765
2015-12-01,53.2410071942446
2016-01-01,51.55760986066452
2016-02-01,61.47567246835443
2016-03-01,60.643801215966164
2016-04-01,64.38716693855356
2016-05-01,60.471823048746124
2016-06-01,52.46475387907972
2016-07-01,52.887697805002546
2016-08-01,53.58520817170933
2016-09-01,56.333934294871796
2016-10-01,54.688308260754816
2016-11-01,51.08196721311475
2016-12-01,49.913444244604314
2017-01-01,56.51507234726687
2017-02-01,57.57245516877637
2017-03-01,56.73129791171028
2017-04-01,52.31457313757477
2017-05-01,57.34397013243167
2017-06-01,56.42435794542536
2017-07-01,57.6098136804492
2017-08-01,53.58520817170933
2017-09-01,56.333934294871796
2017-10-01,52.735154394299286
2017-11-01,59.595628415300546
2017-12-01,55.45938249400479
2018-01-01,50.56611736334405
2018-02-01,49.76602056962025
2018-03-01,56.73129791171028
2018-04-01,51.30852365415987
2018-05-01,52.13088193857425
2018-06-01,50.4849518459069
2018-07-01,51.94327462991321
2018-08-01,58.369601758469095
2018-09-01,53.36899038461538
2018-10-01,52.735154394299286
2018-11-01,56.40300546448088
2018-12-01,55.45938249400479
2019-01-01,47.59163987138263
2019-02-01,52.693433544303794
2019-03-01,51.84066878139043
2019-04-01,52.31457313757477
2019-05-01,52.13088193857425
2019-06-01,50.4849518459069
2019-07-01,51.94327462991321
2019-08-01,47.84393586759762
2019-09-01,47.43910256410256
2019-10-01,48.82884666138823
2019-11-01,47.88934426229508
2019-12-01,48.80425659472422
2020-01-01,53.540594855305464
2020-02-01,59.5240638185654
2020-03-01,42.059410520750724
2020-04-01,42.25407830342578
2020-05-01,44.832558467173854
2020-06-01,43.55564472980203
2020-07-01,37.77692700357325
2020-08-01,35.40451254202224
2020-09-01,40.52090010683761
2020-10-01,40.03965426233835
2020-11-01,39.37568306010929
2020-12-01,43.25831834532374
2021-01-01,38.66820739549839
2021-02-01,38.05636867088607
2021-03-01,38.146907216494846
2021-04-01,42.25407830342578
2021-05-01,38.57685263454494
2021-06-01,40.5859416800428
2021-07-01,34.943657478305255
2021-08-01,34.447633824670284
2021-09-01,33.60269764957265
2021-10-01,33.203615729743994
2021-11-01,37.247267759562845
