date,title loan
2014-09-01,62.09831460674158
2014-10-01,59.06605859590935
2014-11-01,61.40833333333334
2014-12-01,59.411710282844304
2015-01-01,61.850119904076735
2015-02-01,64.9511217948718
2015-03-01,65.45784402288467
2015-04-01,67.0284075006997
2015-05-01,66.15417642466824
2015-06-01,67.17245627001725
2015-07-01,63.43472022955523
2015-08-01,68.28139478176055
2015-09-01,63.08400214018192
2015-10-01,64.15796019900498
2015-11-01,59.32669491525424
2015-12-01,64.28152260111023
2016-01-01,68.47691846522781
2016-02-01,68.49391025641026
2016-03-01,73.22402890695574
2016-04-01,79.4028827315981
2016-05-01,71.90671350507417
2016-06-01,77.15755112096576
2016-07-01,78.412362505978
2016-08-01,78.16422823701538
2016-09-01,73.92656500802569
2016-10-01,71.28662244333887
2016-11-01,79.10225988700566
2016-12-01,83.76077187417394
2017-01-01,85.04391486810552
2017-02-01,77.94134615384617
2017-03-01,80.9902137910268
2017-04-01,85.5901203470473
2017-05-01,88.2055685662243
2017-06-01,88.95811776299581
2017-07-01,83.69858919177426
2017-08-01,82.6564252621312
2017-09-01,83.78344034242912
2017-10-01,87.5807075732449
2017-11-01,86.38799435028248
2017-12-01,76.94303462860164
2018-01-01,86.14838129496403
2018-02-01,85.02692307692308
2018-03-01,83.20912375790425
2018-04-01,84.55891407780577
2018-05-01,84.37054384595369
2018-06-01,85.32717418083271
2018-07-01,82.81755141080822
2018-08-01,85.3517434772007
2018-09-01,81.81206527554843
2018-10-01,86.56232725262576
2018-11-01,83.26553672316385
2018-12-01,84.73473433782712
2019-01-01,87.25284772182253
2019-02-01,85.02692307692308
2019-03-01,84.31857874134298
2019-04-01,88.68373915477191
2019-05-01,91.08183710642727
2019-06-01,88.05038186745504
2019-07-01,88.10377809660449
2019-08-01,87.14862228724702
2019-09-01,86.74050294275014
2019-10-01,82.48880597014926
2019-11-01,83.26553672316385
2019-12-01,86.6826592651335
2020-01-01,97.19304556354916
2020-02-01,98.01714743589744
2020-03-01,76.55239385727191
2020-04-01,50.529107192835156
2020-05-01,49.85532136351809
2020-06-01,59.002833210150285
2020-07-01,59.029531324725006
2020-08-01,62.890758351621564
2020-09-01,67.02675227394329
2020-10-01,75.36014372581538
2020-11-01,75.97980225988701
2020-12-01,75.96907216494846
2021-01-01,65.16351918465227
2021-02-01,64.9511217948718
2021-03-01,58.801114122252336
2021-04-01,58.77875734676743
2021-05-01,66.15417642466824
2021-06-01,64.44924858339493
2021-07-01,63.43472022955523
2021-08-01,62.890758351621564
2021-09-01,66.04106474050295
2021-10-01,67.21310116086237
2021-11-01,66.61242937853108
2021-12-01,63.307560137457045
2022-01-01,71.79031774580335
2022-02-01,86.20785256410258
2022-03-01,83.20912375790425
2022-04-01,80.43408900083963
2022-05-01,72.86546968514182
2022-06-01,75.34207932988421
2022-07-01,74.00717360114777
2022-08-01,75.46891002194587
2022-09-01,71.95518994114501
2022-10-01,69.24986180210061
2022-11-01,65.57161016949152
2022-12-01,62.33359767380386
2023-01-01,70.68585131894484
2023-02-01,69.67483974358976
2023-03-01,72.11457392351701
2023-04-01,69.09082003918276
2023-05-01,76.70049440541244
2023-06-01,68.9879280610988
2023-07-01,71.36406025824964
2023-08-01,61.9923189465984
2023-09-01,67.02675227394329
2023-10-01,69.24986180210061
2023-11-01,66.61242937853108
2023-12-01,59.411710282844304
2024-01-01,62.95458633093525
2024-02-01,62.58926282051283
2024-03-01,67.67675398976212
2024-04-01,71.15323257766583
2024-05-01,64.23666406453292
2024-06-01,61.7260408967726
2024-07-01,63.43472022955523
2024-08-01,65.58607656669106
2024-09-01,66.04106474050295
2024-10-01,66.19472084024324
2024-11-01,64.53079096045198
2024-12-01,64.28152260111023
2025-01-01,75.10371702637889
2025-02-01,77.94134615384617
2025-03-01,79.88075880758808
2025-04-01,80.43408900083963
2025-05-01,73.82422586520947
2025-06-01,69.89566395663957
2025-07-01,81.05547584887613
2025-08-01,76.36734942696904
2025-09-01,78.85500267522741
2025-10-01,84.52556661138752
2025-11-01,82.2247175141243
2025-12-01,87.65662172878667
