date,title loan
2004-01-01,16.5669964028777
2004-02-01,15.352083333333335
2004-03-01,21.079644685335744
2004-04-01,18.561712846347607
2004-05-01,18.216367421285454
2004-06-01,23.601133284060115
2004-07-01,22.02594452415112
2004-08-01,18.86722750548647
2004-09-01,21.685125735687535
2004-10-01,15.2757048092869
2004-11-01,14.571468926553672
2004-12-01,22.401136664023262
2005-01-01,20.98486211031175
2005-02-01,18.894871794871797
2005-03-01,25.517464619090635
2005-04-01,21.65533165407221
2005-05-01,24.927660681759043
2005-06-01,22.69339738851934
2005-07-01,25.5500956480153
2005-08-01,27.851621555718122
2005-09-01,23.65650080256822
2005-10-01,23.42274737423991
2005-11-01,19.775564971751415
2005-12-01,19.479249273063704
2006-01-01,23.193794964028775
2006-02-01,21.25673076923077
2006-03-01,25.517464619090635
2006-04-01,22.686537923313743
2006-05-01,28.762685402029664
2006-06-01,26.324340970682435
2006-07-01,28.193208990913437
2006-08-01,25.156303340648627
2006-09-01,25.627875869448907
2006-10-01,24.44112769485904
2006-11-01,24.97966101694915
2006-12-01,23.375099127676446
2007-01-01,26.507194244604314
2007-02-01,27.16137820512821
2007-03-01,27.736374585968083
2007-04-01,25.780156731038346
2007-05-01,27.803929221962008
2007-06-01,29.95528455284553
2007-07-01,26.431133428981347
2007-08-01,26.054742745671792
2007-09-01,24.642188336008562
2007-10-01,26.477888336097294
2007-11-01,26.020480225988702
2007-12-01,28.244911445942375
2008-01-01,29.820593525179856
2008-02-01,27.16137820512821
2008-03-01,27.736374585968083
2008-04-01,29.90498180800448
2008-05-01,26.845173041894355
2008-06-01,27.23207686622321
2008-07-01,27.31217120994739
2008-08-01,27.851621555718122
2008-09-01,26.61356340288925
2008-10-01,26.477888336097294
2008-11-01,23.938841807909604
2008-12-01,24.349061591329633
2009-01-01,26.507194244604314
2009-02-01,30.70416666666667
2009-03-01,28.845829569406806
2009-04-01,28.873775538762946
2009-05-01,28.762685402029664
2009-06-01,31.770756343927076
2009-07-01,29.955284552845526
2009-08-01,27.851621555718122
2009-09-01,30.55631353665062
2009-10-01,29.533029297954673
2009-11-01,30.183757062146892
2009-12-01,29.21887390959556
2010-01-01,32.02952637889688
2010-02-01,30.70416666666667
2010-03-01,31.06473953628425
2010-04-01,31.96739434648755
2010-05-01,30.680197762164976
2010-06-01,29.95528455284553
2010-07-01,33.479435676709706
2010-08-01,35.039136795903445
2010-09-01,35.48475120385233
2010-10-01,34.624930901050305
2010-11-01,37.46949152542373
2010-12-01,36.036611155167854
2011-01-01,40.86525779376499
2011-02-01,44.875320512820515
2011-03-01,43.26874435411021
2011-04-01,46.40428211586902
2011-05-01,46.97905282331512
2011-06-01,48.110002463661004
2011-07-01,47.57604017216642
2011-08-01,49.414167276274085
2011-09-01,50.27006420545747
2011-10-01,50.919016030956335
2011-11-01,54.1225988700565
2011-12-01,52.59397303727201
2012-01-01,50.805455635491604
2012-02-01,48.41810897435898
2012-03-01,51.03492923818127
2012-04-01,53.62272600055976
2012-05-01,59.44288316419464
2012-06-01,55.37188962798719
2012-07-01,53.74330463892874
2012-08-01,57.500121921482574
2012-09-01,57.16987693953987
2012-10-01,52.95577667219459
2012-11-01,61.40833333333334
2012-12-01,53.56793550092519
2013-01-01,60.74565347721823
2013-02-01,55.5036858974359
2013-03-01,57.69165913881361
2013-04-01,61.87237615449203
2013-05-01,59.44288316419464
2013-06-01,59.002833210150285
2013-07-01,65.19679579148732
2013-08-01,62.890758351621564
2013-09-01,64.06968967362226
2013-10-01,61.1028192371476
2013-11-01,61.40833333333334
2013-12-01,70.12529738302933
2014-01-01,68.47691846522781
2014-02-01,67.31298076923078
2014-03-01,63.238934056007224
2014-04-01,71.15323257766583
2014-05-01,70.94795732500651
2014-06-01,68.08019216555802
2014-07-01,59.91056910569105
2014-08-01,62.890758351621564
