date,fico score
2009-12-01,36.759364358683314
2010-01-01,38.68837412587413
2010-02-01,35.025374376039935
2010-03-01,36.130204081632655
2010-04-01,37.877192982456144
2010-05-01,34.57473309608541
2010-06-01,31.036837376460017
2010-07-01,34.79140555058192
2010-08-01,37.189478584729976
2010-09-01,33.01223241590214
2010-10-01,31.19298245614035
2010-11-01,26.78371089536138
2010-12-01,25.73155505107832
2011-01-01,31.139423076923077
2011-02-01,29.636855241264563
2011-03-01,30.842857142857145
2011-04-01,27.956975772765247
2011-05-01,27.851868327402133
2011-06-01,29.097035040431265
2011-07-01,31.892121754700092
2011-08-01,32.16387337057728
2011-09-01,30.811416921508663
2011-10-01,31.19298245614035
2011-11-01,29.11272923408846
2011-12-01,29.40749148694665
2012-01-01,35.85751748251749
2012-02-01,28.738768718802
2012-03-01,28.19918367346939
2012-04-01,28.858813700918965
2012-05-01,28.81227758007117
2012-06-01,29.097035040431265
2012-07-01,28.026410026857658
2012-08-01,27.13826815642458
2012-09-01,29.711009174311926
2012-10-01,27.850877192982455
2012-11-01,26.78371089536138
2012-12-01,28.182179341657207
2013-01-01,27.364947552447553
2013-02-01,26.942595673876873
2013-03-01,28.19918367346939
2013-04-01,27.05513784461153
2013-05-01,27.851868327402133
2013-06-01,27.157232704402514
2013-07-01,25.12712623097583
2013-08-01,28.143389199255118
2013-09-01,23.108562691131496
2013-10-01,24.508771929824558
2013-11-01,37.264293419633226
2013-12-01,52.688422247446084
2014-01-01,38.68837412587413
2014-02-01,44.90432612312812
2014-03-01,47.586122448979594
2014-04-01,46.895572263993316
2014-05-01,43.21841637010676
2014-06-01,39.765947888589395
2014-07-01,39.62354521038496
2014-08-01,45.230446927374295
2014-09-01,40.7150866462793
2014-10-01,40.10526315789473
2014-11-01,37.264293419633226
2014-12-01,41.66061293984109
2015-01-01,61.33522727272727
2015-02-01,60.17179700499169
2015-03-01,64.32938775510205
2015-04-01,61.3249791144528
2015-05-01,55.70373665480427
2015-06-01,62.073674752920034
2015-07-01,66.68352730528201
2015-08-01,62.31750465549348
2015-09-01,59.42201834862385
2015-10-01,62.3859649122807
2015-11-01,57.06094929881338
2015-12-01,51.46311010215664
2016-01-01,52.84265734265735
2016-02-01,49.39475873544094
2016-03-01,57.279591836734696
2016-04-01,60.423141186299084
2016-05-01,54.74332740213523
2016-06-01,53.34456424079065
2016-07-01,59.918531781557746
2016-08-01,59.30214152700186
2016-09-01,59.42201834862385
2016-10-01,61.2719298245614
2016-11-01,60.55447680690399
2016-12-01,56.364358683314414
2017-01-01,50.95541958041958
2017-02-01,52.08901830282863
2017-03-01,59.042040816326534
2017-04-01,58.61946532999165
2017-05-01,60.505782918149464
2017-06-01,59.163971248876905
2017-07-01,57.98567591763653
2017-08-01,57.291899441340775
2017-09-01,62.723241590214066
2017-10-01,62.3859649122807
2017-11-01,65.21251348435814
2017-12-01,58.8149829738933
2018-01-01,52.84265734265735
2018-02-01,53.88519134775375
2018-03-01,61.68571428571429
2018-04-01,58.61946532999165
2018-05-01,56.664145907473305
2018-06-01,54.31446540880503
2018-07-01,55.086392121754706
2018-08-01,53.271415270018615
2018-09-01,57.22120285423037
2018-10-01,63.49999999999999
2018-11-01,60.55447680690399
2018-12-01,58.8149829738933
2019-01-01,51.89903846153846
2019-02-01,51.190931780366064
2019-03-01,53.75469387755102
2019-04-01,54.11027568922306
2019-05-01,56.664145907473305
2019-06-01,53.34456424079065
2019-07-01,54.119964189794096
2019-08-01,56.286778398510236
2019-09-01,60.522426095820585
2019-10-01,59.0438596491228
2019-11-01,59.38996763754045
2019-12-01,63.716231555051074
2020-01-01,66.99694055944056
2020-02-01,58.37562396006656
2020-03-01,48.46734693877551
2020-04-01,61.3249791144528
2020-05-01,77.79314946619216
2020-06-01,74.68238993710692
2020-07-01,72.48209489704566
2020-08-01,71.36359404096834
2020-09-01,70.42609582059123
2020-10-01,71.29824561403508
2020-11-01,62.883495145631066
2020-12-01,62.49091940976163
2021-01-01,63.22246503496504
2021-02-01,63.764143094841934
2021-03-01,66.09183673469389
2021-04-01,68.53968253968254
2021-05-01,65.30782918149465
2021-06-01,61.10377358490566
2021-07-01,58.95210384959714
2021-08-01,54.27653631284916
2021-09-01,56.120795107033636
2021-10-01,55.70175438596491
2021-11-01,57.06094929881338
2021-12-01,55.13904653802497
2022-01-01,53.78627622377623
2022-02-01,54.78327787021631
2022-03-01,56.39836734693878
2022-04-01,55.01211361737678
2022-05-01,54.74332740213523
2022-06-01,51.404761904761905
2022-07-01,49.28782452999105
2022-08-01,49.250931098696455
2022-09-01,51.71916411824668
2022-10-01,50.13157894736842
2022-11-01,50.073894282632146
2022-12-01,53.91373439273553
2023-01-01,49.06818181818182
2023-02-01,49.39475873544094
2023-03-01,49.34857142857143
2023-04-01,55.01211361737678
2023-05-01,50.90169039145907
2023-06-01,47.5251572327044
2023-07-01,43.4892569382274
2023-08-01,42.215083798882674
2023-09-01,49.51834862385321
2023-10-01,46.78947368421052
2023-11-01,50.073894282632146
2023-12-01,51.46311010215664
2024-01-01,42.46284965034965
2024-02-01,40.41389351081531
2024-03-01,42.29877551020408
2024-04-01,42.38638262322473
2024-05-01,40.337188612099645
2024-06-01,41.70575022461815
2024-07-01,41.55640107430618
2024-08-01,40.2048417132216
2024-09-01,46.21712538226299
2024-10-01,41.219298245614034
2024-11-01,43.086839266450916
2024-12-01,39.2099886492622
2025-01-01,38.68837412587413
2025-02-01,39.51580698835275
2025-03-01,43.18
2025-04-01,46.895572263993316
2025-05-01,53.78291814946619
2025-06-01,63.04357592093441
2025-07-01,54.119964189794096
2025-08-01,51.26117318435754
2025-09-01,51.71916411824668
2025-10-01,57.92982456140351
2025-11-01,55.89644012944984
2025-12-01,55.13904653802497
