date,bankruptcy
2012-09-01,48.69471413160735
2012-10-01,48.865765288087665
2012-11-01,50.11290627362056
2012-12-01,44.00964696223318
2013-01-01,46.777202072538856
2013-02-01,47.020833333333336
2013-03-01,42.35243944046401
2013-04-01,36.68976728268309
2013-05-01,37.01640070921986
2013-06-01,33.79320670773443
2013-07-01,42.179748555895344
2013-08-01,35.39202508960574
2013-09-01,33.477615965480055
2013-10-01,33.906857546836335
2013-11-01,34.119425547996975
2013-12-01,35.90260673234812
2014-01-01,34.108376511226254
2014-02-01,32.62670068027211
2014-03-01,32.72688502217674
2014-04-01,34.75872689938399
2014-05-01,34.01507092198582
2014-06-01,33.79320670773443
2014-07-01,33.552072714916754
2014-08-01,33.36962365591398
2014-09-01,32.4631427544049
2014-10-01,32.90959703075291
2014-11-01,34.119425547996975
2014-12-01,33.58630952380953
2015-01-01,32.159326424870464
2015-02-01,31.667091836734695
2015-03-01,31.764329580348008
2015-04-01,30.896646132785765
2015-05-01,30.013297872340424
2015-06-01,32.827686516084874
2015-07-01,43.13837920489297
2015-08-01,35.39202508960574
2015-09-01,34.492089176555204
2015-10-01,31.912336514669494
2015-11-01,30.920729402872258
2015-12-01,34.744458128078826
2016-01-01,34.108376511226254
2016-02-01,39.343962585034014
2016-03-01,35.61455134766292
2016-04-01,38.620807665982205
2016-05-01,37.01640070921986
2016-06-01,34.75872689938399
2016-07-01,34.510703363914374
2016-08-01,35.39202508960574
2016-09-01,35.50656238763036
2016-10-01,33.906857546836335
2016-11-01,35.18565759637188
2016-12-01,32.42816091954023
2017-01-01,32.159326424870464
2017-02-01,33.586309523809526
2017-03-01,35.61455134766292
2017-04-01,33.79320670773443
2017-05-01,39.017287234042556
2017-06-01,35.72424709103354
2017-07-01,33.552072714916754
2017-08-01,33.36962365591398
2017-09-01,35.50656238763036
2017-10-01,31.912336514669494
2017-11-01,34.119425547996975
2017-12-01,32.42816091954023
2018-01-01,31.184801381692573
2018-02-01,32.62670068027211
2018-03-01,34.65199590583419
2018-04-01,32.827686516084874
2018-05-01,33.014627659574465
2018-06-01,28.965605749486656
2018-07-01,29.717550118926265
2018-08-01,32.358422939068106
2018-09-01,28.40524991010429
2018-10-01,38.893160127253445
2018-11-01,31.986961451247165
2018-12-01,35.90260673234812
2019-01-01,36.05742659758204
2019-02-01,33.586309523809526
2019-03-01,32.72688502217674
2019-04-01,31.86216632443532
2019-05-01,32.01418439716312
2019-06-01,30.896646132785765
2019-07-01,31.63481141692151
2019-08-01,35.39202508960574
2019-09-01,36.52103559870551
2019-10-01,32.90959703075291
2019-11-01,31.986961451247165
2019-12-01,32.42816091954023
2020-01-01,34.108376511226254
2020-02-01,34.54591836734694
2020-03-01,29.839218696690555
2020-04-01,34.75872689938399
2020-05-01,46.020390070921984
2020-06-01,40.55184804928132
2020-07-01,35.46933401291199
2020-08-01,30.33602150537635
2020-09-01,28.40524991010429
2020-10-01,26.926033934252384
2020-11-01,26.655801209372637
2020-12-01,25.47926929392447
2021-01-01,25.337651122625214
2021-02-01,22.071003401360546
2021-03-01,21.176219720232005
2021-04-01,21.241444216290212
2021-05-01,21.0093085106383
2021-06-01,19.310403832991103
2021-07-01,18.21398233095481
2021-08-01,18.201612903225808
2021-09-01,18.260517799352755
2021-10-01,18.94794980558501
2021-11-01,20.258408919123205
2021-12-01,19.688526272578
2022-01-01,17.541450777202073
2022-02-01,20.151785714285715
2022-03-01,20.21366427840328
2022-04-01,19.310403832991103
2022-05-01,21.0093085106383
2022-06-01,22.20696440793977
2022-07-01,22.048504926945295
2022-08-01,23.257616487455202
2022-09-01,20.28946422150306
2022-10-01,20.942470837751856
2022-11-01,23.45710506424792
2022-12-01,24.321120689655178
2023-01-01,22.414075993091537
2023-02-01,22.071003401360546
2023-03-01,22.138775162060732
2023-04-01,23.172484599589325
2023-05-01,25.01108156028369
2023-06-01,23.172484599589325
2023-07-01,23.007135575942918
2023-08-01,25.280017921146957
2023-09-01,22.31841064365337
2023-10-01,24.931512902085544
2023-11-01,27.722033257747544
2023-12-01,27.79556650246306
2024-01-01,24.363126079447323
2024-02-01,24.94982993197279
2024-03-01,25.988996929375645
2024-04-01,26.06904517453799
2024-05-01,26.011524822695037
2024-06-01,27.034565366187543
2024-07-01,25.88302752293578
2024-08-01,28.313620071684593
2024-09-01,27.390776699029132
2024-10-01,26.926033934252384
2024-11-01,31.986961451247165
2024-12-01,28.953715106732353
2025-01-01,26.31217616580311
2025-02-01,28.78826530612245
2025-03-01,29.839218696690555
2025-04-01,31.86216632443532
2025-05-01,29.01285460992908
2025-06-01,29.93112594113621
2025-07-01,36.42796466190962
2025-08-01,35.39202508960574
2025-09-01,34.492089176555204
2025-10-01,33.906857546836335
2025-11-01,36.25188964474679
2025-12-01,40.53520114942529
