date,HELOC
2010-01-01,9.78415300546448
2010-02-01,11.41768115942029
2010-03-01,11.514469453376204
2010-04-01,10.290229885057471
2010-05-01,9.768139661756683
2010-06-01,10.147089129314786
2010-07-01,8.894684550422255
2010-08-01,8.907960199004975
2010-09-01,9.9638286032276
2010-10-01,9.309358752166379
2010-11-01,9.362091503267973
2010-12-01,8.474306964164976
2011-01-01,9.78415300546448
2011-02-01,9.341739130434783
2011-03-01,9.595391211146838
2011-04-01,8.419278996865204
2011-05-01,8.791325695581016
2011-06-01,9.224626481195259
2011-07-01,8.894684550422255
2011-08-01,8.907960199004975
2011-09-01,9.9638286032276
2011-10-01,9.309358752166379
2011-11-01,9.362091503267973
2011-12-01,8.474306964164976
2012-01-01,9.78415300546448
2012-02-01,9.341739130434783
2012-03-01,8.635852090032154
2012-04-01,8.419278996865204
2012-05-01,8.791325695581016
2012-06-01,8.302163833075733
2012-07-01,8.894684550422255
2012-08-01,8.907960199004975
2012-09-01,8.967445742904841
2012-10-01,8.274985557481225
2012-11-01,9.362091503267973
2012-12-01,8.474306964164976
2013-01-01,9.78415300546448
2013-02-01,10.379710144927536
2013-03-01,9.595391211146838
2013-04-01,9.354754440961337
2013-05-01,10.74495362793235
2013-06-01,10.147089129314786
2013-07-01,9.78415300546448
2013-08-01,9.798756218905472
2013-09-01,8.967445742904841
2013-10-01,10.34373194685153
2013-11-01,10.53235294117647
2013-12-01,10.89553752535497
2014-01-01,11.958409228901031
2014-02-01,11.41768115942029
2014-03-01,11.514469453376204
2014-04-01,12.161180773249738
2014-05-01,11.72176759410802
2014-06-01,12.914477073673364
2014-07-01,12.452558370591158
2014-08-01,11.580348258706467
2014-09-01,11.956594323873121
2014-10-01,12.412478336221838
2014-11-01,12.872875816993462
2014-12-01,12.106152805949966
2015-01-01,13.045537340619308
2015-02-01,13.493623188405797
2015-03-01,13.433547695605572
2015-04-01,14.032131661442005
2015-05-01,13.675395526459356
2015-06-01,14.759402369912415
2015-07-01,14.231495280675608
2015-08-01,14.25273631840796
2015-09-01,14.945742904841403
2015-10-01,15.515597920277296
2015-11-01,14.043137254901959
2015-12-01,14.527383367139958
2016-01-01,14.132665452337584
2016-02-01,15.569565217391304
2016-03-01,15.35262593783494
2016-04-01,15.903082549634274
2016-05-01,14.652209492635023
2016-06-01,13.83693972179289
2016-07-01,14.231495280675608
2016-08-01,15.143532338308457
2016-09-01,15.942125765164162
2016-10-01,15.515597920277296
2016-11-01,18.724183006535945
2016-12-01,16.94861392832995
2017-01-01,19.56830601092896
2017-02-01,18.683478260869567
2017-03-01,19.190782422293676
2017-04-01,18.709508881922673
2017-05-01,19.536279323513366
2017-06-01,20.29417825862957
2017-07-01,20.457774465971188
2017-08-01,19.597512437810945
2017-09-01,18.931274346132444
2017-10-01,19.65309069901791
2017-11-01,21.06470588235294
2017-12-01,21.79107505070994
2018-01-01,26.091074681238617
2018-02-01,23.873333333333335
2018-03-01,23.988478027867092
2018-04-01,24.322361546499476
2018-05-01,24.420349154391708
2018-06-01,24.9064914992272
2018-07-01,25.79458519622454
2018-08-01,24.94228855721393
2018-09-01,22.916805787423485
2018-10-01,31.03119584055459
2018-11-01,25.745751633986924
2018-12-01,25.42292089249493
2019-01-01,30.439587128111718
2019-02-01,32.17710144927536
2019-03-01,29.745712754555196
2019-04-01,29.93521421107628
2019-05-01,31.258046917621385
2019-06-01,27.67387944358578
2019-07-01,26.684053651266765
2019-08-01,27.61467661691542
2019-09-01,28.895102949360044
2019-10-01,28.962449451184288
2019-11-01,28.086274509803918
2019-12-01,27.844151453684923
2020-01-01,33.70097146326654
2020-02-01,31.139130434782608
2020-03-01,36.462486602357984
2020-04-01,28.06426332288401
2020-05-01,32.234860883797054
2020-06-01,34.13111798042246
2020-07-01,33.79980129160457
2020-08-01,30.287064676616914
2020-09-01,30.887868670005563
2020-10-01,29.99682264586944
2020-11-01,25.745751633986924
2020-12-01,30.265382014874913
2021-01-01,30.439587128111718
2021-02-01,34.25304347826087
2021-03-01,31.664790996784564
2021-04-01,33.677115987460816
2021-05-01,34.18848881614839
2021-06-01,35.05358062854199
2021-07-01,33.79980129160457
2021-08-01,33.8502487562189
2021-09-01,34.873400111296604
2021-10-01,35.1686886192952
2021-11-01,37.44836601307189
2021-12-01,36.3184584178499
2022-01-01,51.095021250758954
2022-02-01,53.97449275362319
2022-03-01,61.41050375133976
2022-04-01,62.67685475444096
2022-05-01,62.51609383524277
2022-06-01,63.64992272024729
2022-07-01,60.48385494287133
2022-08-01,66.80970149253731
2022-09-01,64.76488592097941
2022-10-01,63.09676487579434
2022-11-01,56.172549019607835
2022-12-01,59.32014874915483
2023-01-01,69.57619914996964
2023-02-01,73.69594202898551
2023-03-01,70.04635584137192
2023-04-01,72.0316091954023
2023-05-01,70.33060556464812
2023-06-01,69.18469860896444
2023-07-01,72.04694485842026
2023-08-01,67.7004975124378
2023-09-01,68.75041736227045
2023-10-01,66.1998844598498
2023-11-01,71.38594771241829
2023-12-01,69.0050709939148
2024-01-01,80.4474802671524
2024-02-01,81.99971014492753
2024-03-01,79.64174705251875
2024-04-01,82.32183908045977
2024-05-01,81.07555919258047
2024-06-01,76.56439979392066
2024-07-01,73.82588176850471
2024-08-01,83.73482587064676
2024-09-01,78.71424596549805
2024-10-01,74.47487001733103
2024-11-01,76.06699346405227
2024-12-01,73.84753211629479
2025-01-01,84.7959927140255
2025-02-01,80.96173913043478
2025-03-01,76.7631296891747
2025-04-01,82.32183908045977
2025-05-01,77.1683033278778
2025-06-01,80.25425038639875
2025-07-01,88.94684550422255
2025-08-01,85.51641791044776
2025-09-01,87.6816917084029
2025-10-01,85.85297515886771
2025-11-01,91.28039215686273
2025-12-01,89.58553076402974
