date,collections
2004-01-01,90.02132009345796
2004-02-01,89.70417853751188
2004-03-01,90.39090909090909
2004-04-01,91.46379821958456
2004-05-01,93.33229036295369
2004-06-01,96.87417081260364
2004-07-01,98.1876259572753
2004-08-01,97.00487804878048
2004-09-01,97.90474709784411
2004-10-01,90.51750700280112
2004-11-01,92.34062312762133
2004-12-01,97.17307692307693
2005-01-01,90.02132009345796
2005-02-01,89.70417853751188
2005-03-01,88.44701857282502
2005-04-01,89.49683481701285
2005-05-01,91.25823946599917
2005-06-01,91.72128938640132
2005-07-01,100.19145505844418
2005-08-01,98.01534552845528
2005-09-01,91.72128938640132
2005-10-01,91.51220488195278
2005-11-01,92.34062312762133
2005-12-01,91.94871794871796
2006-01-01,85.18146417445485
2006-02-01,79.31737891737893
2006-03-01,81.64340175953079
2006-04-01,77.69505440158258
2006-05-01,86.07311222361284
2006-06-01,76.26264510779436
2006-07-01,86.16465135026199
2006-08-01,93.9734756097561
2006-09-01,87.59898424543947
2006-10-01,85.54401760704282
2006-11-01,83.40443379269024
2006-12-01,81.5
2007-01-01,86.14943535825546
2007-02-01,77.42886989553658
2007-03-01,80.67145650048876
2007-04-01,81.62898120672601
2007-05-01,85.03608677513559
2007-06-01,88.62956053067992
2007-07-01,92.17613865376865
2007-08-01,92.9630081300813
2007-09-01,91.72128938640132
2007-10-01,92.50690276110444
2007-11-01,97.30517275813861
2007-12-01,97.17307692307693
2008-01-01,87.11740654205609
2008-02-01,86.87141500474836
2008-03-01,86.50312805474096
2008-04-01,84.57942631058357
2008-05-01,91.25823946599917
2008-06-01,91.72128938640132
2008-07-01,87.16656590084644
2008-08-01,85.88973577235772
2008-09-01,83.47667910447761
2008-10-01,89.52280912364945
2008-11-01,94.32644297982824
2008-12-01,90.90384615384616
2009-01-01,85.18146417445485
2009-02-01,85.92716049382717
2009-03-01,89.41896383186706
2009-04-01,83.59594460929772
2009-05-01,85.03608677513559
2009-06-01,91.72128938640132
2009-07-01,88.16848045143088
2009-08-01,89.93160569105692
2009-09-01,84.50725538971807
2009-10-01,87.53341336534614
2009-11-01,84.39734371879369
2009-12-01,83.58974358974359
2010-01-01,85.18146417445485
2010-02-01,84.98290598290599
2010-03-01,81.64340175953079
2010-04-01,79.6620178041543
2010-05-01,80.88798498122652
2010-06-01,81.41552653399668
2010-07-01,72.1378476420798
2010-08-01,69.72225609756097
2010-09-01,75.2320688225539
2010-10-01,71.61824729891957
2010-11-01,72.48242460555223
2010-12-01,72.09615384615385
2011-01-01,76.46972352024923
2011-02-01,77.42886989553658
2011-03-01,78.72756598240468
2011-04-01,72.77764589515331
2011-05-01,71.55475594493116
2011-06-01,77.29322139303483
2011-07-01,76.14550584441757
2011-08-01,76.79552845528455
2011-09-01,80.38495024875621
2011-10-01,80.57052821128451
2011-11-01,76.45406430996604
2011-12-01,80.4551282051282
2012-01-01,78.40566588785047
2012-02-01,77.42886989553658
2012-03-01,71.92394916911046
2012-04-01,72.77764589515331
2012-05-01,74.66583229036294
2012-06-01,73.17091625207297
2012-07-01,72.1378476420798
2012-08-01,71.74319105691058
2012-09-01,72.1403399668325
2012-10-01,69.62885154061624
2012-11-01,72.48242460555223
2012-12-01,70.00641025641026
2013-01-01,70.66189641744549
2013-02-01,70.81908831908834
2013-03-01,68.03616813294232
2013-04-01,69.82720079129574
2013-05-01,65.33260325406758
2013-06-01,65.95688225538971
2013-07-01,69.13210399032648
2013-08-01,66.69085365853658
2013-09-01,66.98745854063019
2013-10-01,72.61294517807123
2013-11-01,73.47533453165569
2013-12-01,71.05128205128206
2014-01-01,71.62986760124612
2014-02-01,74.59610636277304
2014-03-01,71.92394916911046
2014-04-01,72.77764589515331
2014-05-01,71.55475594493116
2014-06-01,76.26264510779436
2014-07-01,75.14359129383314
2014-08-01,73.76412601626016
2014-09-01,72.1403399668325
2014-10-01,77.58643457382954
2014-11-01,72.48242460555223
2014-12-01,74.18589743589745
2015-01-01,72.59783878504673
2015-02-01,71.7633428300095
2015-03-01,73.86783968719452
2015-04-01,73.76112759643917
2015-05-01,69.48070504797663
2015-06-01,68.01803482587064
2015-07-01,83.15890769850867
2015-08-01,74.77459349593497
2015-09-01,73.17091625207297
2015-10-01,75.5970388155262
2015-11-01,73.47533453165569
2015-12-01,72.09615384615385
2016-01-01,68.72595404984425
2016-02-01,71.7633428300095
2016-03-01,68.03616813294232
2016-04-01,73.76112759643917
2016-05-01,66.36962870254484
2016-06-01,65.95688225538971
2016-07-01,62.11870213623539
2016-08-01,65.6803861788618
2016-09-01,71.10976368159204
2016-10-01,66.64475790316126
2016-11-01,65.53205512282804
2016-12-01,65.82692307692308
2017-01-01,71.62986760124612
2017-02-01,70.81908831908834
2017-03-01,74.83978494623656
2017-04-01,73.76112759643917
2017-05-01,77.77690863579474
2017-06-01,70.07918739635157
2017-07-01,68.13018943974204
2017-08-01,69.72225609756097
2017-09-01,68.01803482587064
2017-10-01,71.61824729891957
2017-11-01,72.48242460555223
2017-12-01,67.91666666666667
2018-01-01,68.72595404984425
2018-02-01,70.81908831908834
2018-03-01,68.03616813294232
2018-04-01,71.79416419386746
2018-05-01,70.5177304964539
2018-06-01,68.01803482587064
2018-07-01,67.1282748891576
2018-08-01,69.72225609756097
2018-09-01,68.01803482587064
2018-10-01,69.62885154061624
2018-11-01,70.49660475334532
2018-12-01,71.05128205128206
2019-01-01,69.69392523364488
2019-02-01,68.93057929724597
2019-03-01,69.9800586510264
2019-04-01,66.87675568743818
2019-05-01,69.48070504797663
2019-06-01,69.04861111111111
2019-07-01,64.12253123740427
2019-08-01,65.6803861788618
2019-09-01,69.04861111111111
2019-10-01,70.62354941976791
2019-11-01,65.53205512282804
2019-12-01,64.78205128205128
2020-01-01,69.69392523364488
2020-02-01,68.93057929724597
2020-03-01,60.26060606060606
2020-04-01,67.86023738872403
2020-05-01,74.66583229036294
2020-06-01,71.10976368159204
2020-07-01,70.13401854091093
2020-08-01,64.669918699187
2020-09-01,70.07918739635157
2020-10-01,65.6500600240096
2020-11-01,64.53914519672459
2020-12-01,68.96153846153847
2021-01-01,67.75798286604362
2021-02-01,67.04207027540362
2021-03-01,76.78367546432062
2021-04-01,70.8106824925816
2021-05-01,67.40665415102211
2021-06-01,65.95688225538971
2021-07-01,61.11678758565095
2021-08-01,61.6385162601626
2021-09-01,66.98745854063019
2021-10-01,60.6765706282513
2021-11-01,64.53914519672459
2021-12-01,61.6474358974359
2022-01-01,65.82204049844238
2022-02-01,69.87483380816715
2022-03-01,74.83978494623656
2022-04-01,74.74460929772502
2022-05-01,64.29557780559031
2022-06-01,65.95688225538971
2022-07-01,62.11870213623539
2022-08-01,65.6803861788618
2022-09-01,62.86515339966832
2022-10-01,64.65536214485795
2022-11-01,62.553325344517674
2022-12-01,60.60256410256411
2023-01-01,61.950155763239884
2023-02-01,66.09781576448245
2023-03-01,68.03616813294232
2023-04-01,63.92631058358061
2023-05-01,64.29557780559031
2023-06-01,66.98745854063019
2023-07-01,63.12061668681983
2023-08-01,63.6594512195122
2023-09-01,64.92630597014924
2023-10-01,64.65536214485795
2023-11-01,65.53205512282804
2023-12-01,63.73717948717949
2024-01-01,65.82204049844238
2024-02-01,67.04207027540362
2024-03-01,63.176441837732156
2024-04-01,66.87675568743818
2024-05-01,65.33260325406758
2024-06-01,64.92630597014924
2024-07-01,64.12253123740427
2024-08-01,63.6594512195122
2024-09-01,64.92630597014924
2024-10-01,65.6500600240096
2024-11-01,66.52496504893149
2024-12-01,64.78205128205128
2025-01-01,68.72595404984425
2025-02-01,69.87483380816715
2025-03-01,69.9800586510264
2025-04-01,76.71157270029673
2025-05-01,71.55475594493116
2025-06-01,70.07918739635157
2025-07-01,75.14359129383314
2025-08-01,75.78506097560975
2025-09-01,74.20149253731343
2025-10-01,72.61294517807123
2025-11-01,74.46824445775914
2025-12-01,85.67948717948718
