date,loan default
2012-10-01,45.230622374952276
2012-11-01,41.19654673283706
2012-12-01,40.59219641401793
2013-01-01,49.07010164738871
2013-02-01,48.53285807931825
2013-03-01,44.82314913212893
2013-04-01,44.82600732600732
2013-05-01,46.52505760368664
2013-06-01,43.77642276422765
2013-07-01,41.92602892102335
2013-08-01,45.12150837988827
2013-09-01,42.78506158124752
2013-10-01,52.42640320733104
2013-11-01,43.4233870967742
2013-12-01,39.49511002444987
2014-01-01,48.12644584647739
2014-02-01,49.4152736807604
2014-03-01,43.869465108041084
2014-04-01,40.34340659340659
2014-05-01,42.389496927803386
2014-06-01,47.94560588463028
2014-07-01,43.922506488691134
2014-08-01,46.12420856610801
2014-09-01,38.50655542312276
2014-10-01,41.11874761359297
2014-11-01,40.08312655086849
2014-12-01,40.59219641401793
2015-01-01,45.29547844374343
2015-02-01,41.47353326778105
2015-03-01,41.962097059865386
2015-04-01,38.5503663003663
2015-05-01,39.28782642089094
2015-06-01,51.07249322493225
2015-07-01,43.922506488691134
2015-08-01,43.116108007448794
2015-09-01,38.50655542312276
2015-10-01,41.11874761359297
2015-11-01,37.85628618693135
2015-12-01,37.30093724531377
2016-01-01,45.29547844374343
2016-02-01,46.76802687643395
2016-03-01,38.14736096351399
2016-04-01,37.65384615384615
2016-05-01,39.28782642089094
2016-06-01,36.48035230352304
2016-07-01,34.93835743418613
2016-08-01,38.1026070763501
2016-09-01,38.50655542312276
2016-10-01,34.95093547155403
2016-11-01,38.96970636889992
2016-12-01,38.398023634881824
2017-01-01,38.689887837364175
2017-02-01,43.23836447066535
2017-03-01,41.962097059865386
2017-04-01,38.5503663003663
2017-05-01,40.32171658986175
2017-06-01,37.5226480836237
2017-07-01,36.934835001853905
2017-08-01,38.1026070763501
2017-09-01,34.22804926499801
2017-10-01,39.06281023291333
2017-11-01,41.19654673283706
2017-12-01,38.398023634881824
2018-01-01,42.464511041009466
2018-02-01,40.5911176663389
2018-03-01,42.915781083953235
2018-04-01,37.65384615384615
2018-05-01,40.32171658986175
2018-06-01,34.39576074332172
2018-07-01,37.933073785687796
2018-08-01,41.11070763500931
2018-09-01,38.50655542312276
2018-10-01,39.06281023291333
2018-11-01,38.96970636889992
2018-12-01,38.398023634881824
2019-01-01,43.40816684192078
2019-02-01,47.650442477876105
2019-03-01,45.77683315621678
2019-04-01,37.65384615384615
2019-05-01,42.389496927803386
2019-06-01,39.60723964382501
2019-07-01,33.94011865035224
2019-08-01,38.1026070763501
2019-09-01,37.43692888359158
2019-10-01,38.0348415425735
2019-11-01,38.96970636889992
2019-12-01,37.30093724531377
2020-01-01,43.40816684192078
2020-02-01,47.650442477876105
2020-03-01,44.82314913212893
2020-04-01,43.929487179487175
2020-05-01,35.15226574500768
2020-06-01,34.39576074332172
2020-07-01,32.94187986651835
2020-08-01,30.08100558659218
2020-09-01,31.01916964640445
2020-10-01,30.839060710194733
2020-11-01,30.062344913151367
2020-12-01,29.621332518337404
2021-01-01,29.253329828250962
2021-02-01,30.88454605047525
2021-03-01,31.47157279489904
2021-04-01,30.481684981684978
2021-05-01,29.982814900153613
2021-06-01,27.099690282617114
2021-07-01,26.952447163515014
2021-08-01,28.075605214152702
2021-09-01,29.94954310687326
2021-10-01,31.867029400534555
2021-11-01,28.9489247311828
2021-12-01,28.524246128769352
2022-01-01,31.140641430073607
2022-02-01,31.766961651917402
2022-03-01,39.10104498760184
2022-04-01,40.34340659340659
2022-05-01,38.25393625192012
2022-06-01,35.43805652342238
2022-07-01,34.93835743418613
2022-08-01,50.135009310986966
2022-09-01,41.715435041716326
2022-10-01,41.11874761359297
2022-11-01,37.85628618693135
2022-12-01,32.91259168704156
2023-01-01,33.027953031896246
2023-02-01,35.296624057686
2023-03-01,38.14736096351399
2023-04-01,33.171245421245416
2023-05-01,45.49116743471583
2023-06-01,35.43805652342238
2023-07-01,34.93835743418613
2023-08-01,40.10800744878957
2023-09-01,41.715435041716326
2023-10-01,45.230622374952276
2023-11-01,42.30996691480563
2023-12-01,39.49511002444987
2024-01-01,36.80257623554154
2024-02-01,38.8262864634546
2024-03-01,39.10104498760184
2024-04-01,37.65384615384615
2024-05-01,39.28782642089094
2024-06-01,34.39576074332172
2024-07-01,37.933073785687796
2024-08-01,37.099906890130356
2024-09-01,38.50655542312276
2024-10-01,42.1467163039328
2024-11-01,40.08312655086849
2024-12-01,38.398023634881824
2025-01-01,36.80257623554154
2025-02-01,39.70870206489675
2025-03-01,52.45262132483173
2025-04-01,83.37637362637362
2025-05-01,65.1350806451613
2025-06-01,51.07249322493225
2025-07-01,65.8837597330367
2025-08-01,54.14581005586592
2025-09-01,60.968712753277714
2025-10-01,58.59421534936999
2025-11-01,75.7125723738627
2025-12-01,109.7086389568052
