date,payday loan
2004-01-01,31.019940716787925
2004-02-01,33.96647600889736
2004-03-01,36.23386842933585
2004-04-01,39.412147356888525
2004-05-01,35.38410095371016
2004-06-01,39.35922541340295
2004-07-01,37.248999157185
2004-08-01,41.39710509754562
2004-09-01,39.100266759452566
2004-10-01,34.114212897107635
2004-11-01,40.07066276803119
2004-12-01,40.14892578125001
2005-01-01,37.66707087038534
2005-02-01,41.804893549412135
2005-03-01,47.88046899590809
2005-04-01,42.7903314160504
2005-05-01,46.86002558734589
2005-06-01,46.515448215839854
2005-07-01,40.71402233459756
2005-08-01,46.57174323473882
2005-09-01,41.96126188819299
2005-10-01,41.91174727358938
2005-11-01,38.06712962962963
2005-12-01,48.17871093750001
2006-01-01,42.09849097278361
2006-02-01,45.72410231966952
2006-03-01,54.35080264400378
2006-04-01,50.672760887428105
2006-05-01,47.81635264014887
2006-06-01,48.30450391644908
2006-07-01,46.77781289506953
2006-08-01,52.608821061464226
2006-09-01,46.729587102760384
2006-10-01,50.68397344713134
2006-11-01,47.08302875243665
2006-12-01,51.747504340277786
2007-01-01,48.745621126381025
2007-02-01,56.17532570702256
2007-03-01,62.1152030217186
2007-04-01,65.31155847712955
2007-05-01,57.37962316817864
2007-06-01,62.61694952132288
2007-07-01,62.37041719342604
2007-08-01,63.82053702538283
2007-09-01,60.08089770354906
2007-10-01,65.30435040303462
2007-11-01,68.12012670565302
2007-12-01,62.453884548611114
2008-01-01,65.36344651037456
2008-02-01,58.788131553860815
2008-03-01,68.58553666981429
2008-04-01,67.56368118323746
2008-05-01,65.03023959060246
2008-06-01,62.61694952132288
2008-07-01,65.8354403708386
2008-08-01,68.99517516257603
2008-09-01,72.47854326142426
2008-10-01,67.25373399715505
2008-11-01,61.107760721247566
2008-12-01,59.777289496527786
2009-01-01,60.93202640797628
2009-02-01,53.562519860184295
2009-03-01,58.23300283286119
2009-04-01,61.93337441796768
2009-05-01,55.46696906257269
2009-06-01,62.61694952132288
2009-07-01,63.23667298777918
2009-08-01,61.23321795678623
2009-09-01,59.127232660635585
2009-10-01,61.405583214793744
2009-11-01,57.10069444444445
2009-12-01,62.453884548611114
2010-01-01,57.60846133117757
2010-02-01,49.64331108992691
2010-03-01,60.82113629209946
2010-04-01,64.1854971240756
2010-05-01,58.335950220981616
2010-06-01,62.61694952132288
2010-07-01,60.63790560471976
2010-08-01,62.09565764631843
2010-09-01,61.03456274646254
2010-10-01,62.38027501185396
2010-11-01,63.11129385964912
2010-12-01,60.66948784722223
2011-01-01,67.5791565615737
2011-02-01,67.93295201779472
2011-03-01,68.58553666981429
2011-04-01,67.56368118323746
2011-05-01,71.7245289602233
2011-06-01,73.35128372497823
2011-07-01,67.56795195954489
2011-08-01,68.99517516257603
2011-09-01,70.57121317559731
2011-10-01,61.405583214793744
2011-11-01,69.1218932748538
2011-12-01,71.37586805555556
2012-01-01,70.9027216383724
2012-02-01,62.707340324118206
2012-03-01,72.4677368586717
2012-04-01,72.0679265954533
2012-05-01,78.41881832984414
2012-06-01,70.6677001740644
2012-07-01,72.76548672566372
2012-08-01,74.16981329976923
2012-09-01,68.66388308977037
2012-10-01,72.12719298245614
2012-11-01,75.13249269005848
2012-12-01,71.37586805555556
2013-01-01,79.76556184316895
2013-02-01,66.62654909437559
2013-03-01,69.87960339943342
2013-04-01,75.44611065461517
2013-05-01,83.20045359385902
2013-06-01,79.61297867711052
2013-07-01,85.75932364096082
2013-08-01,86.24396895322005
2013-09-01,79.1541985618186
2013-10-01,79.92472735893789
2013-11-01,79.1395589668616
2013-12-01,79.40565321180556
2014-01-01,80.87341686876852
2014-02-01,65.32014617095646
2014-03-01,67.29146994019516
2014-04-01,76.57217200766914
2014-05-01,79.37514538264712
2014-06-01,71.562228024369
2014-07-01,71.03297513695743
2014-08-01,70.72005454164044
2014-09-01,74.38587334725122
2014-10-01,66.27904220009484
2014-11-01,60.10599415204679
2014-12-01,67.80707465277779
2015-01-01,64.25559148477498
2015-02-01,58.788131553860815
2015-03-01,63.40926975133774
2015-04-01,61.93337441796768
2015-05-01,63.1175854849965
2015-06-01,65.30053307223672
2015-07-01,68.43420775389802
2015-08-01,66.40785609397943
2015-09-01,69.61754813268384
2015-10-01,60.43089141773353
2015-11-01,59.10422758284601
2015-12-01,61.56168619791667
2016-01-01,75.33414174077068
2016-02-01,67.93295201779472
2016-03-01,72.4677368586717
2016-04-01,69.81580388934539
2016-05-01,71.7245289602233
2016-06-01,80.50750652741513
2016-07-01,82.29430046354825
2016-08-01,70.72005454164044
2016-09-01,70.57121317559731
2016-10-01,70.1778093883357
2016-11-01,81.14309210526316
2016-12-01,82.0822482638889
2017-01-01,86.41269199676636
2017-02-01,82.30338417540514
2017-03-01,77.64400377714824
2017-04-01,78.82429471377705
2017-05-01,77.46249127704117
2017-06-01,80.50750652741513
2017-07-01,80.56178887484197
2017-08-01,75.89469267883364
2017-09-01,76.29320343307818
2017-10-01,77.00065196775724
2017-11-01,76.13425925925927
2017-12-01,77.62125651041667
2018-01-01,79.76556184316895
2018-02-01,79.69057832856689
2018-03-01,67.29146994019516
2018-04-01,70.94186524239934
2018-05-01,85.11310769946499
2018-06-01,80.50750652741513
2018-07-01,77.09676569742942
2018-08-01,72.44493392070484
2018-09-01,76.29320343307818
2018-10-01,79.92472735893789
2018-11-01,77.13602582846005
2018-12-01,75.83685980902779
2019-01-01,77.54985179196981
2019-02-01,88.83539879250078
2019-03-01,75.05587031790998
2019-04-01,78.82429471377705
2019-05-01,83.20045359385902
2019-06-01,79.61297867711052
2019-07-01,80.56178887484197
2019-08-01,75.89469267883364
2019-09-01,80.10786360473209
2019-10-01,77.00065196775724
2019-11-01,79.1395589668616
2019-12-01,79.40565321180556
2020-01-01,85.3048369711668
2020-02-01,84.9161900222434
2020-03-01,65.99740321057601
2020-04-01,34.907901944672695
2020-05-01,28.68981158408932
2020-06-01,37.57016971279373
2020-07-01,39.847766540244415
2020-08-01,47.43418292427102
2020-09-01,48.63691718858734
2020-10-01,55.557432432432435
2020-11-01,53.09362816764133
2020-12-01,52.63970269097223
2021-01-01,45.42205604958232
2021-02-01,60.09453447727994
2021-03-01,43.99826880705068
2021-04-01,45.04245412215831
2021-05-01,53.554314956966735
2021-06-01,54.56619886858137
2021-07-01,52.84160345554151
2021-08-01,52.608821061464226
2021-09-01,55.31257248898168
2021-10-01,59.4561996206733
2021-11-01,63.11129385964912
2021-12-01,54.424099392361114
2022-01-01,53.1770412287793
2022-02-01,78.38417540514776
2022-03-01,71.17367012905257
2022-04-01,68.68974253629143
2022-05-01,64.07391253779949
2022-06-01,65.30053307223672
2022-07-01,62.37041719342604
2022-08-01,58.64589888818963
2022-09-01,61.98822778937602
2022-10-01,59.4561996206733
2022-11-01,60.10599415204679
2022-12-01,56.20849609375001
2023-01-01,59.82417138237671
2023-02-01,60.09453447727994
2023-03-01,62.1152030217186
2023-04-01,64.1854971240756
2023-05-01,59.2922772737846
2023-06-01,56.35525456919059
2023-07-01,55.44037083860093
2023-08-01,54.333700440528624
2023-09-01,59.127232660635585
2023-10-01,60.43089141773353
2023-11-01,56.09892787524367
2023-12-01,51.747504340277786
2024-01-01,50.96133117758016
2024-02-01,53.562519860184295
2024-03-01,51.7626691847655
2024-04-01,58.55519035880581
2024-05-01,52.59798790416375
2024-06-01,42.9373368146214
2024-07-01,45.04530130636326
2024-08-01,46.57174323473882
2024-09-01,44.82225701693343
2024-10-01,51.65866524419156
2024-11-01,50.08832846003899
2024-12-01,51.747504340277786
2025-01-01,49.853476151980594
2025-02-01,53.562519860184295
2025-03-01,53.05673591438464
2025-04-01,55.177006299643935
2025-05-01,52.59798790416375
2025-06-01,47.409976066144466
2025-07-01,51.975347661188366
2025-08-01,52.608821061464226
2025-09-01,54.3589074460682
2025-10-01,56.53212422949265
2025-11-01,57.10069444444445
2025-12-01,51.747504340277786
