date,loan calculator
2004-01-01,77.90994962216624
2004-02-01,71.92177287581698
2004-03-01,79.26170879874584
2004-04-01,87.55118418477197
2004-05-01,72.95987654320987
2004-06-01,70.55901542111506
2004-07-01,76.86668567084757
2004-08-01,73.68731387730793
2004-09-01,73.0754290876242
2004-10-01,69.58809192200556
2004-11-01,74.86332350049165
2004-12-01,69.37274524339016
2005-01-01,62.92726700251888
2005-02-01,67.06219362745097
2005-03-01,58.74691358024692
2005-04-01,67.99187707966334
2005-05-01,64.43209876543209
2005-06-01,77.1445235270858
2005-07-01,71.44080197643481
2005-08-01,69.90847726821521
2005-09-01,61.254403794037934
2005-10-01,65.16980037140203
2005-11-01,58.486971484759096
2005-12-01,59.966271312083016
2006-01-01,60.9295759865659
2006-02-01,60.25878267973855
2006-03-01,66.20683911424652
2006-04-01,67.99187707966334
2006-05-01,70.11728395061728
2006-06-01,71.4998022933966
2006-07-01,70.53648802736602
2006-08-01,74.6320230295811
2006-09-01,67.70223577235772
2006-10-01,68.48351903435469
2006-11-01,64.335668633235
2006-12-01,58.790462070669626
2007-01-01,75.91225860621326
2007-02-01,69.00602532679737
2007-03-01,70.86929257299627
2007-04-01,69.85466823253083
2007-05-01,68.22222222222221
2007-06-01,70.55901542111506
2007-07-01,67.82354618015962
2007-08-01,69.90847726821521
2007-09-01,67.70223577235772
2007-10-01,70.69266480965645
2007-11-01,69.01462635201574
2007-12-01,63.49369903632319
2008-01-01,65.92380352644835
2008-02-01,62.202614379084956
2008-03-01,70.86929257299627
2008-04-01,63.334899197494614
2008-05-01,65.37962962962962
2008-06-01,63.03272044286279
2008-07-01,58.780406689471675
2008-08-01,60.461385745483426
2008-09-01,66.62759710930442
2008-10-01,65.16980037140203
2008-11-01,66.67514749262537
2008-12-01,78.7792191746973
2009-01-01,75.91225860621326
2009-02-01,71.92177287581698
2009-03-01,79.26170879874584
2009-04-01,79.16862399686828
2009-05-01,77.69753086419752
2009-06-01,79.9668841439304
2009-07-01,80.48394146712276
2009-08-01,83.13440540003971
2009-09-01,73.0754290876242
2009-10-01,75.11095636025998
2009-11-01,77.20280235988201
2009-12-01,74.07598220904373
2010-01-01,74.91341309823676
2010-02-01,70.94985702614377
2010-03-01,74.59925533999608
2010-04-01,73.5802505382658
2010-05-01,65.37962962962962
2010-06-01,66.79586793198892
2010-07-01,66.91923223109083
2010-08-01,68.01905896366885
2010-09-01,64.47831978319783
2010-10-01,65.16980037140203
2010-11-01,71.3541052114061
