date,late fee
2010-05-01,21.130165289256198
2010-06-01,20.901287553648068
2010-07-01,20.426764314247674
2010-08-01,18.432270916334662
2010-09-01,20.591275167785234
2010-10-01,18.73076923076923
2010-11-01,20.31988873435327
2010-12-01,17.392857142857142
2011-01-01,22.283156498673737
2011-02-01,22.16835260115607
2011-03-01,23.20801815431165
2011-04-01,24.698309492847855
2011-05-01,22.136363636363637
2011-06-01,24.036480686695278
2011-07-01,21.399467376830895
2011-08-01,22.312749003984063
2011-09-01,25.493959731543622
2011-10-01,24.64574898785425
2011-11-01,22.351877607788595
2011-12-01,21.257936507936506
2012-01-01,25.18965517241379
2012-02-01,25.335260115606935
2012-03-01,25.418305597579423
2012-04-01,24.698309492847855
2012-05-01,26.16115702479339
2012-06-01,27.171673819742487
2012-07-01,25.290279627163784
2012-08-01,28.133466135458168
2012-09-01,28.435570469798655
2012-10-01,26.61740890688259
2012-11-01,26.41585535465925
2012-12-01,24.156746031746028
2013-01-01,27.12732095490716
2013-02-01,28.502167630057805
2013-03-01,27.6285930408472
2013-04-01,27.548114434330298
2013-05-01,31.19214876033058
2013-06-01,29.261802575107293
2013-07-01,29.181091877496673
2013-08-01,32.01394422310757
2013-09-01,29.416107382550333
2013-10-01,30.560728744939272
2013-11-01,30.479833101529902
2013-12-01,28.021825396825395
2014-01-01,33.909151193633946
2014-02-01,31.66907514450867
2014-03-01,32.049167927382754
2014-04-01,33.24772431729519
2014-05-01,35.21694214876033
2014-06-01,32.396995708154506
2014-07-01,30.153794940079898
2014-08-01,32.01394422310757
2014-09-01,33.33825503355705
2014-10-01,31.546558704453442
2014-11-01,32.51182197496523
2014-12-01,29.954365079365076
2015-01-01,31.97148541114058
2015-02-01,31.66907514450867
2015-03-01,34.25945537065053
2015-04-01,32.29778933680104
2015-05-01,37.22933884297521
2015-06-01,33.44206008583691
2015-07-01,35.01731025299601
2015-08-01,35.89442231075697
2015-09-01,38.24093959731543
2015-10-01,35.48987854251012
2015-11-01,33.52781641168289
2015-12-01,32.8531746031746
2016-01-01,37.78448275862068
2016-02-01,36.94725433526012
2016-03-01,40.890317700453856
2016-04-01,37.04746423927178
2016-05-01,42.260330578512395
2016-06-01,41.802575107296136
2016-07-01,37.935419440745676
2016-08-01,40.745019920318725
2016-09-01,41.18255033557047
2016-10-01,40.41902834008097
2016-11-01,40.63977746870654
2016-12-01,40.58333333333333
2017-01-01,42.628647214854105
2017-02-01,41.169797687861276
2017-03-01,43.10060514372163
2017-04-01,39.89726918075423
2017-05-01,46.28512396694215
2017-06-01,41.802575107296136
2017-07-01,40.85352862849535
2017-08-01,43.65537848605578
2017-09-01,39.22147651006711
2017-10-01,40.41902834008097
2017-11-01,42.671766342141865
2017-12-01,39.61706349206349
2018-01-01,43.59748010610079
2018-02-01,43.28106936416185
2018-03-01,44.20574886535552
2018-04-01,44.646944083224966
2018-05-01,44.27272727272727
2018-06-01,50.16309012875536
2018-07-01,45.717043941411454
2018-08-01,45.59561752988048
2018-09-01,42.16308724832214
2018-10-01,42.39068825910931
2018-11-01,43.68776077885953
2018-12-01,47.347222222222214
2019-01-01,48.44164456233421
2019-02-01,48.559248554913296
2019-03-01,48.62632375189107
2019-04-01,46.546814044213264
2019-05-01,49.303719008264466
2019-06-01,47.02789699570815
2019-07-01,45.717043941411454
2019-08-01,45.59561752988048
2019-09-01,50.007382550335564
2019-10-01,45.34817813765182
2019-11-01,45.71974965229485
2019-12-01,43.482142857142854
2020-01-01,45.53514588859416
2020-02-01,47.50361271676301
2020-03-01,39.78517397881997
2020-04-01,35.147594278283485
2020-05-01,33.20454545454545
2020-06-01,35.532188841201716
2020-07-01,38.9081225033289
2020-08-01,36.864541832669325
2020-09-01,35.2993288590604
2020-10-01,38.44736842105263
2020-11-01,34.543810848400554
2020-12-01,35.75198412698413
2021-01-01,37.78448275862068
2021-02-01,38.00289017341041
2021-03-01,36.4697428139183
2021-04-01,30.397919375812744
2021-05-01,38.235537190082646
2021-06-01,38.667381974248926
2021-07-01,36.962716378162455
2021-08-01,37.83466135458168
2021-09-01,39.22147651006711
2021-10-01,39.4331983805668
2021-11-01,38.60778859527121
2021-12-01,36.71825396825396
2022-01-01,45.53514588859416
2022-02-01,48.559248554913296
2022-03-01,49.73146747352496
2022-04-01,53.196358907672305
2022-05-01,47.29132231404959
2022-06-01,49.118025751072956
2022-07-01,46.68974700399468
2022-08-01,48.505976095617534
2022-09-01,43.143624161073824
2022-10-01,47.31983805668016
2022-11-01,42.671766342141865
2022-12-01,44.448412698412696
2023-01-01,48.44164456233421
2023-02-01,51.726156069364166
2023-03-01,54.15204236006051
2023-04-01,52.24642392717816
2023-05-01,49.303719008264466
2023-06-01,53.298283261802574
2023-07-01,47.662450066577904
2023-08-01,49.47609561752988
2023-09-01,51.96845637583892
2023-10-01,54.22064777327935
2023-11-01,50.79972183588317
2023-12-01,51.21230158730158
2024-01-01,54.25464190981432
2024-02-01,58.0599710982659
2024-03-01,64.09833585476551
2024-04-01,63.645643693107935
2024-05-01,62.38429752066116
2024-06-01,56.433476394849784
2024-07-01,55.44407456724368
2024-08-01,54.32669322709164
2024-09-01,59.81275167785234
2024-10-01,56.19230769230769
2024-11-01,53.84770514603616
2024-12-01,57.009920634920626
2025-01-01,68.78713527851458
2025-02-01,71.78323699421965
2025-03-01,70.72919818456883
2025-04-01,71.24512353706112
2025-05-01,65.40289256198348
2025-06-01,66.88412017167381
2025-07-01,90.46138482023969
2025-08-01,75.66932270916335
2025-09-01,76.48187919463086
2025-10-01,76.89473684210526
2025-11-01,88.39151599443672
2025-12-01,96.62698412698411
