date,late payment
2013-03-01,26.48961424332344
2013-04-01,30.44791666666666
2013-05-01,28.572930955647003
2013-06-01,27.819598337950136
2013-07-01,29.135117493472585
2013-08-01,29.19294091114118
2013-09-01,29.442612137203163
2013-10-01,29.795111972437553
2013-11-01,28.369703389830505
2013-12-01,28.072327044025158
2014-01-01,31.504667577413475
2014-02-01,28.48576337751595
2014-03-01,30.904549950544016
2014-04-01,32.09374999999999
2014-05-01,30.613854595336075
2014-06-01,31.941020313942747
2014-07-01,31.07745865970409
2014-08-01,30.199594046008116
2014-09-01,30.424032541776604
2014-10-01,30.756244616709733
2014-11-01,30.47116290018832
2014-12-01,29.07491015274034
2015-01-01,33.53722677595628
2015-02-01,30.67697594501718
2015-03-01,35.31948565776459
2015-04-01,34.56249999999999
2015-05-01,32.65477823502515
2015-06-01,34.00173130193905
2015-07-01,35.93331157528285
2015-08-01,34.226206585475865
2015-09-01,34.349714160070356
2015-10-01,33.63964254952627
2015-11-01,32.57262241054614
2015-12-01,35.090408805031444
2016-01-01,36.58606557377049
2016-02-01,37.25061364752086
2016-03-01,36.42321958456973
2016-04-01,37.85416666666666
2016-05-01,36.73662551440329
2016-06-01,37.09279778393351
2016-07-01,37.87565274151436
2016-08-01,37.246165990076676
2016-09-01,39.256816182937555
2016-10-01,38.44530577088717
2016-11-01,37.82627118644068
2016-12-01,36.09299191374663
2017-01-01,41.6674635701275
2017-02-01,41.633038782523315
2017-03-01,39.73442136498516
2017-04-01,37.85416666666666
2017-05-01,40.81847279378144
2017-06-01,39.15350877192982
2017-07-01,39.817993907745866
2017-08-01,39.25947225981055
2017-09-01,43.18249780123131
2017-10-01,38.44530577088717
2017-11-01,40.9784604519774
2017-12-01,40.103324348607366
2018-01-01,42.6837431693989
2018-02-01,43.82425135002454
2018-03-01,40.83815529179031
2018-04-01,37.85416666666666
2018-05-01,51.02309099222679
2018-06-01,42.24457525392428
2018-07-01,40.789164490861616
2018-08-01,42.27943166441136
2018-09-01,38.275395778364114
2018-10-01,39.40643841515934
2018-11-01,44.130649717514125
2018-12-01,42.10849056603774
2019-01-01,45.73258196721311
2019-02-01,47.111070201276384
2019-03-01,43.04562314540059
2019-04-01,46.90624999999999
2019-05-01,42.85939643347051
2019-06-01,44.305286241920584
2019-07-01,40.789164490861616
2019-08-01,43.2860847992783
2019-09-01,41.21965699208443
2019-10-01,39.40643841515934
2019-11-01,42.029190207156304
2019-12-01,39.10074123989218
2020-01-01,44.71630236794171
2020-02-01,43.82425135002454
2020-03-01,44.14935707220573
2020-04-01,33.73958333333333
2020-05-01,37.75708733424783
2020-06-01,37.09279778393351
2020-07-01,43.70267624020887
2020-08-01,37.246165990076676
2020-09-01,35.3311345646438
2020-10-01,36.52304048234281
2020-11-01,37.82627118644068
2020-12-01,38.098158131177
2021-01-01,41.6674635701275
2021-02-01,44.91985763377515
2021-03-01,41.94188921859545
2021-04-01,32.91666666666666
2021-05-01,39.7980109739369
2021-06-01,40.18386426592797
2021-07-01,37.87565274151436
2021-08-01,41.272778529544425
2021-09-01,42.20107739665787
2021-10-01,39.40643841515934
2021-11-01,45.18137947269303
2021-12-01,41.10590745732255
2022-01-01,48.78142076502732
2022-02-01,52.58910162002945
2022-03-01,54.08296241345202
2022-04-01,56.78124999999999
2022-05-01,53.06401463191587
2022-06-01,49.45706371191135
2022-07-01,49.52969973890339
2022-08-01,51.3393098782138
2022-09-01,49.07102022867194
2022-10-01,49.978897502153316
2022-11-01,47.282838983050844
2022-12-01,51.131738544474395
2023-01-01,54.87909836065573
2023-02-01,56.9715267550319
2023-03-01,62.912833827893174
2023-04-01,57.60416666666666
2023-05-01,57.145861911294006
2023-06-01,63.882040627885495
2023-07-01,52.44321148825065
2023-08-01,54.35926928281461
2023-09-01,63.792326297273526
2023-10-01,64.39588716623601
2023-11-01,57.790136534839924
2023-12-01,57.1472371967655
2024-01-01,61.99305555555555
2024-02-01,63.545164457535584
2024-03-01,64.01656775469831
2024-04-01,65.83333333333331
2024-05-01,63.26863283036123
2024-06-01,60.790974145891035
2024-07-01,57.29906440382941
2024-08-01,60.39918809201623
2024-09-01,57.90380386983289
2024-10-01,62.47362187769164
2024-11-01,59.89159604519774
2024-12-01,61.15756963162624
2025-01-01,72.15585154826957
2025-02-01,69.02319587628865
2025-03-01,75.05390702274975
2025-04-01,72.41666666666666
2025-05-01,71.43232738911752
2025-06-01,74.18559556786703
2025-07-01,85.46301131418625
2025-08-01,77.51229138475416
2025-09-01,82.43931398416886
2025-10-01,81.69627476313522
2025-11-01,87.21056967984933
2025-12-01,100.25831087151842
