date,credit card application
2004-01-01,46.285787847579826
2004-02-01,47.60963983050848
2004-03-01,44.09388609715243
2004-04-01,33.4738479650185
2004-05-01,46.56937874487543
2004-06-01,39.341299019607845
2004-07-01,40.729815455594
2004-08-01,38.081257413997626
2004-09-01,45.5354609929078
2004-10-01,35.73562152133581
2004-11-01,36.62876935615322
2004-12-01,37.912607026867434
2005-01-01,34.163319601785105
2005-02-01,37.407574152542374
2005-03-01,37.641122278056955
2005-04-01,34.55364951227716
2005-05-01,33.40846736045411
2005-06-01,39.341299019607845
2005-07-01,32.39871683967705
2005-08-01,36.177194543297745
2005-09-01,30.68694110391613
2005-10-01,26.801716141001855
2005-11-01,29.65186090736213
2005-12-01,29.38227044582226
2006-01-01,31.959234466186068
2006-02-01,28.33907132768362
2006-03-01,52.697571189279735
2006-04-01,32.39404641775984
2006-05-01,30.371333964049192
2006-06-01,27.53890931372549
2006-07-01,30.547361591695502
2006-08-01,29.51297449584816
2006-09-01,29.69703977798335
2006-10-01,29.779684601113175
2006-11-01,26.163406682966585
2006-12-01,27.48664009447889
2007-01-01,25.34697905938895
2007-02-01,30.606197033898308
2007-03-01,34.414740368509214
2007-04-01,28.074840228725193
2007-05-01,32.396089561652474
2007-06-01,26.555376838235293
2007-07-01,30.547361591695502
2007-08-01,31.41703736654804
2007-09-01,29.69703977798335
2007-10-01,31.76499690785405
2007-11-01,27.035520239065473
2007-12-01,26.538824918807205
2008-01-01,33.06127703398559
2008-02-01,29.472634180790962
2008-03-01,30.11289782244556
2008-04-01,28.074840228725193
2008-05-01,24.297067171239355
2008-06-01,24.588311887254903
2008-07-01,24.067618223760093
2008-08-01,22.848754448398573
2008-09-01,24.74753314831946
2008-10-01,24.816403834260978
2008-11-01,28.779747351263243
2008-12-01,29.38227044582226
2009-01-01,31.959234466186068
2009-02-01,32.873322740113
2009-03-01,29.03743718592965
2009-04-01,28.074840228725193
2009-05-01,33.40846736045411
2009-06-01,31.473039215686274
2009-07-01,30.547361591695502
2009-08-01,32.36906880189798
2009-09-01,30.68694110391613
2009-10-01,32.75765306122449
2009-11-01,30.523974463461016
2009-12-01,33.17353114850901
2010-01-01,34.163319601785105
2010-02-01,35.14044844632769
2010-03-01,36.56566164154104
2010-04-01,36.713252606794484
2010-05-01,36.44560075685904
2010-06-01,40.32483149509804
2010-07-01,36.10142733564014
2010-08-01,38.081257413997626
2010-09-01,35.63644773358002
2010-10-01,31.76499690785405
2010-11-01,36.62876935615322
2010-12-01,34.12134632418069
2011-01-01,37.469447305183664
2011-02-01,40.80826271186441
2011-03-01,39.79204355108878
2011-04-01,36.713252606794484
2011-05-01,43.53224534847051
2011-06-01,45.24249387254902
2011-07-01,46.28388119953864
2011-08-01,47.60157176749703
2011-09-01,48.50516497070614
2011-10-01,43.67687074829932
2011-11-01,48.83835914153762
2011-12-01,47.39075878358429
2012-01-01,42.97966014418127
2012-02-01,41.94182556497176
2012-03-01,45.16934673366834
2012-04-01,49.67087117389842
2012-05-01,47.58175654367707
2012-06-01,47.20955882352941
2012-07-01,47.20955882352941
2012-08-01,50.457666073546854
2012-09-01,49.49506629663892
2012-10-01,47.647495361781075
2012-11-01,47.96624558543874
2012-12-01,49.28638913492766
2013-01-01,51.79600068657742
2013-02-01,47.60963983050848
2013-03-01,46.244807370184255
2013-04-01,48.59106962663976
2013-05-01,51.63126773888363
2013-06-01,50.16015625
2013-07-01,49.98659169550173
2013-08-01,47.60157176749703
2013-09-01,53.454671600370034
2013-10-01,50.625463821892396
2013-11-01,48.83835914153762
2013-12-01,57.81672571597284
2014-01-01,54.00008582217646
2014-02-01,49.87676553672317
2014-03-01,48.39572864321608
2014-04-01,56.14968045745039
2014-05-01,51.63126773888363
2014-06-01,53.11075367647059
2014-07-01,51.837946943483274
2014-08-01,53.31376037959667
2014-09-01,51.47486894850447
2014-10-01,56.58140074211503
2014-11-01,60.175835370823144
2014-12-01,57.81672571597284
2015-01-01,54.00008582217646
2015-02-01,49.87676553672317
2015-03-01,53.77303182579565
2015-04-01,56.14968045745039
2015-05-01,57.705534531693466
2015-06-01,60.979013480392155
2015-07-01,61.094723183391004
2015-08-01,61.88204329774614
2015-09-01,62.36378353376504
2015-10-01,64.52264996907854
2015-11-01,68.896970931812
2015-12-01,66.34706229701801
2016-01-01,65.02051150017165
2016-02-01,70.28089689265538
2016-03-01,67.75402010050252
2016-04-01,71.26690211907164
2016-05-01,77.95309050772626
2016-06-01,77.69906556372548
2016-07-01,67.57446655132641
2016-08-01,64.73813760379596
2016-09-01,73.2526981190256
2016-10-01,77.42717996289426
2016-11-01,87.21135560988861
2016-12-01,75.82521405373487
2017-01-01,72.7348094747683
2017-02-01,69.14733403954803
2017-03-01,62.37671691792295
2017-04-01,79.90531449714094
2017-05-01,66.81693472090822
2017-06-01,65.89667585784314
2017-07-01,68.50014417531719
2017-08-01,68.54626334519573
2017-09-01,69.29309281529449
2017-10-01,65.51530612244898
2017-11-01,65.40851670741647
2017-12-01,68.24269264836138
2018-01-01,66.12255406797118
2018-02-01,65.746645480226
2018-03-01,64.52763819095478
2018-04-01,63.708291288261016
2018-05-01,64.79217912330495
2018-06-01,59.99548100490196
2018-07-01,63.87175605536332
2018-08-01,58.07391755634638
2018-09-01,59.3940795559667
2018-10-01,63.5299938157081
2018-11-01,67.15274381961423
2018-12-01,59.71235606731621
2019-01-01,62.816426364572614
2019-02-01,62.34595692090396
2019-03-01,58.0748743718593
2019-04-01,53.990077362933064
2019-05-01,57.705534531693466
2019-06-01,57.044883578431374
2019-07-01,57.392012687427915
2019-08-01,64.73813760379596
2019-09-01,59.3940795559667
2019-10-01,58.56671304885591
2019-11-01,57.559494702526486
2019-12-01,54.025465013286095
2020-01-01,55.10212838997598
2020-02-01,53.277454096045204
2020-03-01,45.16934673366834
2020-04-01,44.27186343760511
2020-05-01,42.519867549668874
2020-06-01,43.275428921568626
2020-07-01,46.28388119953864
2020-08-01,45.697508896797146
2020-09-01,49.49506629663892
2020-10-01,52.610776128633276
2020-11-01,47.09413202933985
2020-12-01,46.4429436079126
2021-01-01,49.591915550978385
2021-02-01,53.277454096045204
2021-03-01,46.244807370184255
2021-04-01,51.83047426841574
2021-05-01,47.58175654367707
2021-06-01,52.127221200980394
2021-07-01,49.06091407151096
2021-08-01,52.361728944246735
2021-09-01,54.44457292630281
2021-10-01,58.56671304885591
2021-11-01,54.94315403422983
2021-12-01,53.07764983761441
2022-01-01,61.7143837967731
2022-02-01,64.61308262711864
2022-03-01,69.90494137353434
2022-04-01,74.50630676084762
2022-05-01,65.80455692210658
2022-06-01,62.94607843137255
2022-07-01,60.16904555940023
2022-08-01,61.88204329774614
2022-09-01,50.484967622571695
2022-10-01,55.58874458874459
2022-11-01,47.96624558543874
2022-12-01,46.4429436079126
2023-01-01,50.6939581187779
2023-02-01,54.41101694915255
2023-03-01,50.54664991624791
2023-04-01,55.069878910191726
2023-05-01,52.64364553768527
2023-06-01,51.14368872549019
2023-07-01,49.06091407151096
2023-08-01,46.64954033214709
2023-09-01,48.50516497070614
2023-10-01,48.640151515151516
2023-11-01,45.349904917142084
2023-12-01,46.4429436079126
2024-01-01,52.898043254376944
2024-02-01,52.143891242937855
2024-03-01,49.471189279731995
2024-04-01,48.59106962663976
2024-05-01,48.59413434247871
2024-06-01,51.14368872549019
2024-07-01,47.20955882352941
2024-08-01,46.64954033214709
2024-09-01,46.525362318840585
2024-10-01,47.647495361781075
2024-11-01,43.60567780494431
2024-12-01,45.49512843224092
2025-01-01,56.204170957775496
2025-02-01,53.277454096045204
2025-03-01,58.0748743718593
2025-04-01,58.30928355196771
2025-05-01,56.69315673289183
2025-06-01,62.94607843137255
2025-07-01,79.60827566320646
2025-08-01,71.40235765124555
2025-09-01,67.31329016342893
2025-10-01,65.51530612244898
2025-11-01,63.66428959521869
2025-12-01,77.72084440507824
