date,personal loan
2011-07-01,19.811679091231806
2011-08-01,19.727642276422763
2011-09-01,19.584342211460854
2011-10-01,17.71167883211679
2011-11-01,22.784037558685448
2011-12-01,19.64777327935223
2012-01-01,20.220833333333335
2012-02-01,19.927777777777777
2012-03-01,19.309018567639257
2012-04-01,20.943896424167693
2012-05-01,22.27924151696607
2012-06-01,21.020527306967985
2012-07-01,21.534433794817183
2012-08-01,21.52106430155211
2012-09-01,20.563559322033896
2012-10-01,20.663625304136254
2012-11-01,19.67712334613743
2012-12-01,19.64777327935223
2013-01-01,21.344212962962963
2013-02-01,21.1
2013-03-01,20.381741821396993
2013-04-01,21.941224825318535
2013-05-01,25.185229540918165
2013-06-01,23.762335216572506
2013-07-01,24.97994320198793
2013-08-01,25.107908351810792
2013-09-01,24.48042776432607
2013-10-01,24.59955393349554
2013-11-01,23.819675629534785
2013-12-01,22.922402159244267
2014-01-01,26.961111111111112
2014-02-01,23.444444444444446
2014-03-01,26.818081343943412
2014-04-01,28.922523633374432
2014-05-01,28.091217564870263
2014-06-01,28.33201506591337
2014-07-01,27.564075257365992
2014-08-01,26.901330376940134
2014-09-01,28.39729620661824
2014-10-01,25.58353609083536
2014-11-01,23.819675629534785
2014-12-01,25.105488079172293
2015-01-01,26.961111111111112
2015-02-01,25.78888888888889
2015-03-01,28.963527851458885
2015-04-01,29.919852034525277
2015-05-01,30.997205588822357
2015-06-01,32.90169491525424
2015-07-01,32.73233936812212
2015-08-01,31.38488543976349
2015-09-01,33.29338175948345
2015-10-01,32.47141119221411
2015-11-01,31.069142125480155
2015-12-01,31.65474583895637
2016-01-01,34.82476851851852
2016-02-01,36.33888888888889
2016-03-01,35.399867374005304
2016-04-01,34.90649404027949
2016-05-01,35.84051896207585
2016-06-01,34.72956685499059
2016-07-01,33.5937167199148
2016-08-01,34.075018477457505
2016-09-01,35.25181598062954
2016-10-01,35.42335766423358
2016-11-01,34.17605633802817
2016-12-01,34.92937471884841
2017-01-01,39.31828703703704
2017-02-01,39.855555555555554
2017-03-01,39.69076038903625
2017-04-01,42.88512124948623
2017-05-01,43.58982035928144
2017-06-01,44.78286252354049
2017-07-01,44.79162229321974
2017-08-01,44.835550628233555
2017-09-01,43.08555286521388
2017-10-01,45.26317923763179
2017-11-01,45.568075117370896
2017-12-01,42.57017543859649
2018-01-01,46.058564814814815
2018-02-01,46.88888888888889
2018-03-01,46.12709991158267
2018-04-01,44.879778051787916
2018-05-01,46.49580838323354
2018-06-01,49.35254237288136
2018-07-01,48.237131700390485
2018-08-01,47.525683665927566
2018-09-01,47.98163841807909
2018-10-01,50.183090024330895
2018-11-01,48.67498932991891
2018-12-01,49.11943319838058
2019-01-01,53.922222222222224
2019-02-01,51.57777777777778
2019-03-01,48.27254641909814
2019-04-01,50.86374845869297
2019-05-01,51.33912175648703
2019-06-01,50.26647834274953
2019-07-01,49.098509052183175
2019-08-01,49.31910569105691
2019-09-01,49.94007263922518
2019-10-01,48.215125709651254
2019-11-01,50.74626547161758
2019-12-01,51.302519118308595
2020-01-01,59.53912037037037
2020-02-01,56.266666666666666
2020-03-01,55.7816091954023
2020-04-01,41.88779284833539
2020-05-01,41.65249500998004
2020-06-01,44.78286252354049
2020-07-01,45.65299964501242
2020-08-01,46.6289726533629
2020-09-01,46.02320419693301
2020-10-01,49.19910786699108
2020-11-01,46.60371318822023
2020-12-01,51.302519118308595
2021-01-01,47.18194444444445
2021-02-01,55.09444444444445
2021-03-01,48.27254641909814
2021-04-01,47.87176325524044
2021-05-01,51.33912175648703
2021-06-01,52.09435028248588
2021-07-01,45.65299964501242
2021-08-01,49.31910569105691
2021-09-01,52.87772397094431
2021-10-01,56.086982968369824
2021-11-01,56.960093896713616
2021-12-01,54.57714799820064
2022-01-01,59.53912037037037
2022-02-01,65.64444444444445
2022-03-01,68.65428824049513
2022-04-01,67.81833127825729
2022-05-01,62.963073852295416
2022-06-01,59.40583804143126
2022-07-01,55.989527866524675
2022-08-01,58.286215816703624
2022-09-01,56.79459241323648
2022-10-01,61.00689375506894
2022-11-01,55.92445582586428
2022-12-01,52.39406207827261
2023-01-01,61.78587962962963
2023-02-01,63.300000000000004
2023-03-01,62.217948717948715
2023-04-01,60.83703247020139
2023-05-01,62.963073852295416
2023-06-01,59.40583804143126
2023-07-01,56.85090521831736
2023-08-01,56.49279379157428
2023-09-01,55.81537530266343
2023-10-01,58.05494728304947
2023-11-01,57.99573196756295
2023-12-01,58.94331983805669
2024-01-01,66.27939814814815
2024-02-01,65.64444444444445
2024-03-01,65.43611847922193
2024-04-01,66.82100287710645
2024-05-01,63.93173652694611
2024-06-01,60.31977401129944
2024-07-01,57.71228257011005
2024-08-01,57.38950480413895
2024-09-01,58.753026634382564
2024-10-01,58.05494728304947
2024-11-01,60.06700810926163
2024-12-01,61.12640575798471
2025-01-01,69.64953703703704
2025-02-01,65.64444444444445
2025-03-01,68.65428824049513
2025-04-01,66.82100287710645
2025-05-01,65.86906187624751
2025-06-01,67.63126177024482
2025-07-01,86.13773517926873
2025-08-01,73.53030303030303
2025-09-01,78.33736884584341
2025-10-01,76.75060827250608
2025-11-01,80.7797695262484
2025-12-01,86.231893837157
