date,chapter 13 bankruptcy
2004-01-01,54.856840891621836
2004-02-01,46.92816321105795
2004-03-01,54.82848991507431
2004-04-01,53.86397456709957
2004-05-01,49.96097991313789
2004-06-01,56.64186507936508
2004-07-01,65.49943138741472
2004-08-01,53.78202712886209
2004-09-01,56.1832264957265
2004-10-01,50.66796368352789
2004-11-01,56.285340684195646
2004-12-01,60.620231807511736
2005-01-01,59.6688444786062
2005-02-01,58.90982190324296
2005-03-01,57.819134819532906
2005-04-01,49.79876893939394
2005-05-01,47.9217562432139
2005-06-01,45.710978835978835
2005-07-01,46.51408895628001
2005-08-01,50.00784978648581
2005-09-01,47.15377938034189
2005-10-01,55.5398832684825
2005-11-01,46.727452643483176
2005-12-01,45.18962734741784
2006-01-01,36.57122726108122
2006-02-01,37.9419191919192
2006-03-01,47.85031847133757
2006-04-01,37.603152056277054
2006-05-01,45.8825325732899
2006-06-01,44.717261904761905
2006-07-01,45.564821834723276
2006-08-01,46.233672444109516
2006-09-01,40.130876068376075
2006-10-01,46.77042801556421
2006-11-01,49.91341532372066
2006-12-01,49.59837147887324
2007-01-01,46.19523443504997
2007-02-01,45.92969165337587
2007-03-01,48.84720010615711
2007-04-01,44.717261904761905
2007-05-01,47.9217562432139
2007-06-01,49.685846560846564
2007-07-01,49.36189032095022
2007-08-01,50.951394122079876
2007-09-01,49.16032318376069
2007-10-01,54.565499351491574
2007-11-01,48.8514277636415
2007-12-01,52.904929577464785
2008-01-01,53.89444017422496
2008-02-01,50.922049441786285
2008-03-01,57.819134819532906
2008-04-01,58.9454816017316
2008-05-01,57.09826275787188
2008-06-01,60.61673280423281
2008-07-01,63.60089714430124
2008-08-01,63.21747048480281
2008-09-01,72.23557692307693
2008-10-01,64.30933852140079
2008-11-01,72.21515408538309
2008-12-01,76.05083626760563
2009-01-01,78.91685882654369
2009-02-01,76.88230994152048
2009-03-01,83.73805732484075
2009-04-01,85.36931818181819
2009-05-01,84.62778230184581
2009-06-01,98.37797619047619
2009-07-01,90.18037654788982
2009-08-01,94.35443355940718
2009-09-01,93.30428685897436
2009-10-01,89.64332036316473
2009-11-01,91.33093016680802
2009-12-01,73.84646420187794
2010-01-01,76.02965667435306
2010-02-01,80.87619617224881
2010-03-01,79.75053078556263
2010-04-01,74.1900027056277
2010-05-01,70.35321661237785
2010-06-01,78.50363756613757
2010-07-01,69.29649987364165
2010-08-01,69.82228083396132
2010-09-01,70.22903311965813
2010-10-01,70.1556420233463
2010-11-01,75.40111676562057
2010-12-01,71.64209213615024
2011-01-01,86.61606456571869
2011-02-01,81.87466772993089
2011-03-01,74.76612261146497
2011-04-01,74.1900027056277
2011-05-01,73.41205211726384
2011-06-01,71.54761904761905
2011-07-01,69.29649987364165
2011-08-01,72.65291384074352
2011-09-01,68.22248931623932
2011-10-01,63.334954604409866
2011-11-01,65.84322872490812
2011-12-01,61.722417840375584
2012-01-01,66.40564950038433
2012-02-01,64.90065124933547
2012-03-01,61.806661358811034
2012-04-01,66.05959145021644
2012-05-01,63.21593376764386
2012-06-01,59.62301587301587
2012-07-01,64.55016426585797
2012-08-01,70.76582516955538
2012-09-01,72.23557692307693
2012-10-01,70.1556420233463
2012-11-01,59.47130336443313
2012-12-01,62.82460387323943
2013-01-01,71.2176530873687
2013-02-01,61.90523657628921
2013-03-01,54.82848991507431
2013-04-01,63.01068722943723
2013-05-01,61.17671009771987
2013-06-01,51.673280423280424
2013-07-01,55.05749305029063
2013-08-01,59.443293142426526
2013-09-01,64.20940170940172
2013-10-01,62.36057068741894
2013-11-01,61.59527848459146
2013-12-01,60.620231807511736
2014-01-01,70.25525236997183
2014-02-01,73.88689526847422
2014-03-01,54.82848991507431
2014-04-01,58.9454816017316
2014-05-01,68.31399294245385
2014-06-01,67.57275132275133
2014-07-01,62.651630022744506
2014-08-01,56.612660135644305
2014-09-01,63.206129807692314
2014-10-01,63.334954604409866
2014-11-01,48.8514277636415
2014-12-01,59.51804577464789
2015-01-01,48.12003586984371
2015-02-01,44.93122009569378
2015-03-01,55.82537154989384
2015-04-01,58.9454816017316
2015-05-01,53.01981541802389
2015-06-01,57.63558201058201
2015-07-01,62.651630022744506
2015-08-01,61.330381813614665
2015-09-01,59.193042200854705
2015-10-01,54.565499351491574
2015-11-01,59.47130336443313
2015-12-01,58.41585974178404
2016-01-01,64.48084806559058
2016-02-01,67.89606592238172
2016-03-01,60.809779723991504
2016-04-01,70.12479707792208
2016-05-01,71.37282844733984
2016-06-01,68.56646825396825
2016-07-01,64.55016426585797
2016-08-01,56.612660135644305
2016-09-01,60.19631410256411
2016-10-01,62.36057068741894
2016-11-01,59.47130336443313
2016-12-01,56.211487676056336
2017-01-01,55.81924160901871
2017-02-01,60.906765018607125
2017-03-01,64.79730626326963
2017-04-01,67.07589285714286
2017-05-01,61.17671009771987
2017-06-01,56.64186507936508
2017-07-01,59.8038286580743
2017-08-01,61.330381813614665
2017-09-01,61.19958600427351
2017-10-01,58.46303501945526
2017-11-01,58.409315804353966
2017-12-01,57.313673708920184
2018-01-01,62.55604663079683
2018-02-01,54.91593567251462
2018-03-01,57.819134819532906
2018-04-01,59.96178300865801
2018-05-01,59.13748642779587
2018-06-01,58.62929894179894
2018-07-01,55.05749305029063
2018-08-01,57.55620447123838
2018-09-01,54.1766826923077
2018-10-01,61.38618677042802
2018-11-01,59.47130336443313
2018-12-01,58.41585974178404
2019-01-01,52.932039456828086
2019-02-01,52.91899255715045
2019-03-01,53.83160828025478
2019-04-01,60.97808441558441
2019-05-01,59.13748642779587
2019-06-01,52.666997354497354
2019-07-01,56.00676017184736
2019-08-01,55.669115800050236
2019-09-01,54.1766826923077
2019-10-01,52.616731517509734
2019-11-01,53.09937800395815
2019-12-01,55.10930164319249
2020-01-01,55.81924160901871
2020-02-01,57.91135034556088
2020-03-01,45.85655520169851
2020-04-01,41.668357683982684
2020-05-01,42.82369706840391
2020-06-01,41.736111111111114
2020-07-01,37.9706848622694
2020-08-01,35.85468475257473
2020-09-01,38.12433226495727
2020-10-01,37.026588845655
2020-11-01,37.169564602770706
2020-12-01,39.67869718309859
2021-01-01,35.60882654368435
2021-02-01,38.94039074960128
2021-03-01,35.88773885350318
2021-04-01,36.58685064935065
2021-05-01,37.72563789359392
2021-06-01,32.792658730158735
2021-07-01,32.275082132928986
2021-08-01,30.193418739010298
2021-09-01,33.10797275641026
2021-10-01,32.154669260700395
2021-11-01,36.107577042691545
2021-12-01,36.37213908450704
2022-01-01,35.60882654368435
2022-02-01,40.937333864965446
2022-03-01,44.859673566878975
2022-04-01,42.68465909090909
2022-05-01,43.84330890336591
2022-06-01,44.717261904761905
2022-07-01,39.86921910538287
2022-08-01,44.34658377292138
2022-09-01,39.12760416666667
2022-10-01,46.77042801556421
2022-11-01,38.23155216284987
2022-12-01,41.88306924882629
2023-01-01,39.458429413271844
2023-02-01,43.9327485380117
2023-03-01,44.859673566878975
2023-04-01,40.652056277056275
2023-05-01,43.84330890336591
2023-06-01,44.717261904761905
2023-07-01,43.66628759160981
2023-08-01,42.45949510173323
2023-09-01,40.130876068376075
2023-10-01,46.77042801556421
2023-11-01,47.789440203562336
2023-12-01,48.49618544600939
2024-01-01,47.15763515244684
2024-02-01,49.923577884104205
2024-03-01,47.85031847133757
2024-04-01,50.81507034632035
2024-05-01,54.03942725298588
2024-06-01,50.679563492063494
2024-07-01,49.36189032095022
2024-08-01,49.06430545089174
2024-09-01,52.17013888888889
2024-10-01,47.74481193255513
2024-11-01,53.09937800395815
2024-12-01,52.904929577464785
2025-01-01,53.89444017422496
2025-02-01,57.91135034556088
2025-03-01,62.80354299363057
2025-04-01,55.89657738095238
2025-05-01,56.07865092290988
2025-06-01,58.62929894179894
2025-07-01,69.29649987364165
2025-08-01,69.82228083396132
2025-09-01,64.20940170940172
2025-10-01,61.38618677042802
