date,debt payoff calculator
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,99.9496170898831
2004-12-01,0.0
2005-01-01,60.659246575342465
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,43.35227272727273
2006-07-01,0.0
2006-08-01,0.0
2006-09-01,31.6698595146871
2006-10-01,0.0
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,22.850260416666664
2007-04-01,32.110380116959064
2007-05-01,27.482310315430517
2007-06-01,23.12121212121212
2007-07-01,35.10972896440129
2007-08-01,38.92213961173069
2007-09-01,29.558535547041295
2007-10-01,0.0
2007-11-01,46.976320032245056
2007-12-01,34.21105919003115
2008-01-01,42.86586757990868
2008-02-01,38.20734686208192
2008-03-01,32.78515625
2008-04-01,30.038742690058477
2008-05-01,35.938405797101446
2008-06-01,45.2790404040404
2008-07-01,42.13167475728155
2008-08-01,24.582403965303595
2008-09-01,26.391549595572585
2008-10-01,38.57388888888889
2008-11-01,33.98286981056025
2008-12-01,40.83255451713395
2009-01-01,46.101027397260275
2009-02-01,40.07111987974445
2009-03-01,41.7265625
2009-04-01,60.077485380116954
2009-05-01,47.56553708439897
2009-06-01,50.09595959595959
2009-07-01,35.10972896440129
2009-08-01,35.84933911606774
2009-09-01,45.39346530438484
2009-10-01,48.492888888888885
2009-11-01,37.98085449415558
2009-12-01,37.52180685358255
2010-01-01,43.67465753424658
2010-02-01,48.45809845922585
2010-03-01,60.60286458333333
2010-04-01,40.3969298245614
2010-05-01,42.28047740835464
2010-06-01,43.35227272727273
2010-07-01,32.10032362459547
2010-08-01,44.04347377116894
2010-09-01,32.725521498510005
2010-10-01,48.492888888888885
2010-11-01,31.983877468762593
2010-12-01,27.589563862928344
2011-01-01,36.39554794520548
2011-02-01,53.11753100338218
2011-03-01,44.70703125
2011-04-01,40.3969298245614
2011-05-01,41.22346547314578
2011-06-01,49.13257575757576
2011-07-01,47.14735032362459
2011-08-01,40.97067327550599
2011-09-01,42.22647935291613
2011-10-01,42.98233333333333
2011-11-01,37.98085449415558
2011-12-01,34.21105919003115
2012-01-01,38.01312785388128
2012-02-01,42.86677940623825
2012-03-01,43.713541666666664
2012-04-01,41.432748538011694
2012-05-01,47.56553708439897
2012-06-01,35.64520202020202
2012-07-01,40.12540453074433
2012-08-01,48.14054109871954
2012-09-01,40.11515538527033
2012-10-01,40.77811111111111
2012-11-01,31.983877468762593
2012-12-01,28.69314641744548
2013-01-01,39.63070776255708
2013-02-01,41.93489289740698
2013-03-01,38.74609375
2013-04-01,44.54020467836257
2013-05-01,40.16645353793691
2013-06-01,37.571969696969695
2013-07-01,46.14421521035599
2013-08-01,45.06774060305659
2013-09-01,36.94816943380162
2013-10-01,38.57388888888889
2013-11-01,30.984381297863763
2013-12-01,40.83255451713395
2014-01-01,45.29223744292238
2014-02-01,41.00300638857572
2014-03-01,39.73958333333333
2014-04-01,45.57602339181286
2014-05-01,41.22346547314578
2014-06-01,47.205808080808076
2014-07-01,39.12226941747573
2014-08-01,32.77653862040479
2014-09-01,41.17081736909323
2014-10-01,39.675999999999995
2014-11-01,40.97934300685207
2014-12-01,37.52180685358255
2015-01-01,43.67465753424658
2015-02-01,43.79866591506952
2015-03-01,49.674479166666664
2015-04-01,43.504385964912274
2015-05-01,42.28047740835464
2015-06-01,41.42550505050505
2015-07-01,53.16616100323625
2015-08-01,53.26187525815779
2015-09-01,36.94816943380162
2015-10-01,42.98233333333333
2015-11-01,34.98236598145908
2015-12-01,47.454049844236756
2016-01-01,28.307648401826484
2016-02-01,36.34357384441939
2016-03-01,29.804687499999996
2016-04-01,29.002923976608184
2016-05-01,26.42529838022165
2016-06-01,28.90151515151515
2016-07-01,29.090918284789645
2016-08-01,26.630937629078893
2016-09-01,30.614197530864196
2016-10-01,31.96122222222222
2016-11-01,28.9853889560661
2016-12-01,30.900311526479747
2017-01-01,36.39554794520548
2017-02-01,35.41168733558812
2017-03-01,28.811197916666664
2017-04-01,38.32529239766082
2017-05-01,30.653346121057115
2017-06-01,29.86489898989899
2017-07-01,37.11599919093851
2017-08-01,37.89787277984304
2017-09-01,39.059493401447426
2017-10-01,34.16544444444444
2017-11-01,39.97984683595324
2017-12-01,34.21105919003115
2018-01-01,36.39554794520548
2018-02-01,44.73055242390078
2018-03-01,48.68098958333333
2018-04-01,45.57602339181286
2018-05-01,43.337489343563504
2018-06-01,38.535353535353536
2018-07-01,46.14421521035599
2018-08-01,46.09200743494424
2018-09-01,42.22647935291613
2018-10-01,46.288666666666664
2018-11-01,38.98035066505441
2018-12-01,43.03971962616822
2019-01-01,44.483447488584474
2019-02-01,48.45809845922585
2019-03-01,43.713541666666664
2019-04-01,40.3969298245614
2019-05-01,61.30669224211423
2019-06-01,46.24242424242424
2019-07-01,51.15989077669903
2019-08-01,48.14054109871954
2019-09-01,48.56045125585355
2019-10-01,49.595
2019-11-01,43.977831519548566
2019-12-01,45.246884735202485
2020-01-01,49.336187214611876
2020-02-01,49.389984968057114
2020-03-01,35.765625
2020-04-01,37.28947368421052
2020-05-01,41.22346547314578
2020-06-01,39.49873737373737
2020-07-01,42.13167475728155
2020-08-01,37.89787277984304
2020-09-01,42.22647935291613
2020-10-01,39.675999999999995
2020-11-01,28.9853889560661
2020-12-01,35.31464174454828
2021-01-01,36.39554794520548
2021-02-01,35.41168733558812
2021-03-01,38.74609375
2021-04-01,25.895467836257307
2021-05-01,26.42529838022165
2021-06-01,29.86489898989899
2021-07-01,23.072107605177994
2021-08-01,29.703738124741843
2021-09-01,30.614197530864196
2021-10-01,25.348555555555553
2021-11-01,21.988915759774283
2021-12-01,29.796728971962615
2022-01-01,38.01312785388128
2022-02-01,37.27546035325065
2022-03-01,41.7265625
2022-04-01,39.36111111111111
2022-05-01,40.16645353793691
2022-06-01,35.64520202020202
2022-07-01,36.112864077669904
2022-08-01,46.09200743494424
2022-09-01,41.17081736909323
2022-10-01,44.08444444444444
2022-11-01,31.983877468762593
2022-12-01,46.35046728971962
2023-01-01,42.05707762557078
2023-02-01,52.185644494550914
2023-03-01,50.66796874999999
2023-04-01,54.89839181286549
2023-05-01,65.5347399829497
2023-06-01,48.16919191919192
2023-07-01,55.17243122977346
2023-08-01,50.18907476249484
2023-09-01,61.22839506172839
2023-10-01,50.697111111111106
2023-11-01,46.976320032245056
2023-12-01,57.38629283489096
2024-01-01,54.997716894977174
2024-02-01,69.89148816234497
2024-03-01,65.5703125
2024-04-01,68.36403508771929
2024-05-01,61.30669224211423
2024-06-01,52.98611111111111
2024-07-01,70.21945792880258
2024-08-01,65.55307724080959
2024-09-01,61.22839506172839
2024-10-01,72.73933333333333
2024-11-01,55.97178557033454
2024-12-01,91.5973520249221
2025-01-01,63.894406392694066
2025-02-01,68.02771514468245
2025-03-01,68.55078125
2025-04-01,69.39985380116958
2025-05-01,64.47772804774083
2025-06-01,60.69318181818181
2025-07-01,66.20691747572815
2025-08-01,74.77147872779844
2025-09-01,66.50670498084291
2025-10-01,91.47522222222221
2025-11-01,60.969266424828696
2025-12-01,83.87227414330218
