date,auto loan
2017-10-01,73.9553216838761
2017-11-01,75.46080043859648
2017-12-01,72.8221586263287
2018-01-01,73.62366848532086
2018-02-01,75.68683886838868
2018-03-01,78.9808470140376
2018-04-01,75.07592726396918
2018-05-01,74.80774697938877
2018-06-01,72.4582171083217
2018-07-01,75.0178053136861
2018-08-01,75.12410113662723
2018-09-01,74.67947732513451
2018-10-01,75.02713794016415
2018-11-01,77.68023574561403
2018-12-01,80.5457209048787
2019-01-01,79.9342686412055
2019-02-01,78.67447724477243
2019-03-01,78.0176659528908
2019-04-01,75.07592726396918
2019-05-01,77.68496801705757
2019-06-01,77.16329614132961
2019-07-01,71.40248939495423
2019-08-01,79.81935745766644
2019-09-01,81.93998206507815
2019-10-01,82.52985173418057
2019-11-01,82.11910635964911
2019-12-01,76.13225674570728
2020-01-01,79.9342686412055
2020-02-01,79.67035670356702
2020-03-01,77.054484891744
2020-04-01,77.0259513487476
2020-05-01,81.5212627339493
2020-06-01,82.80939098093909
2020-07-01,78.63312123241795
2020-08-01,78.8803061934586
2020-09-01,73.64226236228542
2020-10-01,76.09895419645221
2020-11-01,69.91221217105263
2020-12-01,72.8221586263287
2021-01-01,74.67543517796831
2021-02-01,70.70744157441574
2021-03-01,73.20176064715679
2021-04-01,73.12590317919076
2021-05-01,72.8895996209429
2021-06-01,73.39923291492329
2021-07-01,66.88334449653941
2021-08-01,65.73358849454883
2021-09-01,69.49340251088907
2021-10-01,69.66805665872386
2021-11-01,68.80249451754385
2021-12-01,71.71879258653584
2022-01-01,75.72720187061574
2022-02-01,80.66623616236161
2022-03-01,79.94402807518439
2022-04-01,70.20086705202313
2022-05-01,70.0123785832741
2022-06-01,69.63516968851697
2022-07-01,67.78717347622236
2022-08-01,69.48979355138019
2022-09-01,73.64226236228542
2022-10-01,75.02713794016415
2022-11-01,72.13164747807016
2022-12-01,79.44235486508586
2023-01-01,83.08956871914783
2023-02-01,80.66623616236161
2023-03-01,80.90720913633119
2023-04-01,76.05093930635839
2023-05-01,80.56218905472637
2023-06-01,78.1043119479312
2023-07-01,72.3063183746372
2023-08-01,74.1850498724194
2023-09-01,78.82833717653088
2023-10-01,78.24258670902833
2023-11-01,79.89967105263158
2023-12-01,77.23562278550014
2024-01-01,75.72720187061574
2024-02-01,79.67035670356702
2024-03-01,77.054484891744
2024-04-01,78.0009633911368
2024-05-01,73.84867330016584
2024-06-01,71.51720130172012
2024-07-01,65.97951551685644
2024-08-01,70.42884481558804
2024-09-01,74.67947732513451
2024-10-01,73.9553216838761
2024-11-01,78.7899533991228
2024-12-01,79.44235486508586
2025-01-01,76.77896856326319
2025-02-01,76.68271832718327
2025-03-01,78.9808470140376
2025-04-01,77.0259513487476
2025-05-01,70.0123785832741
2025-06-01,69.63516968851697
2025-07-01,90.38289796829649
2025-08-01,76.06315240083508
2025-09-01,80.90276710222906
2025-10-01,79.31440296531639
2025-11-01,88.77741228070175
2025-12-01,88.26928318342873
