date,secured loan
2004-01-01,29.400189393939396
2004-02-01,18.71630094043887
2004-03-01,20.750552922590842
2004-04-01,19.048997265268913
2004-05-01,21.918135095447873
2004-06-01,19.96155132062855
2004-07-01,25.128367003367003
2004-08-01,26.894144144144143
2004-09-01,0.0
2004-10-01,16.666420361247948
2004-11-01,21.274862325882737
2004-12-01,11.757160759040458
2005-01-01,20.353977272727274
2005-02-01,20.795889933820966
2005-03-01,22.636966824644553
2005-04-01,9.978046186569431
2005-05-01,25.42503671071953
2005-06-01,35.9307923771314
2005-07-01,25.128367003367003
2005-08-01,21.515315315315316
2005-09-01,31.029480286738355
2005-10-01,20.58793103448276
2005-11-01,23.208940719144803
2005-12-01,20.3078231292517
2006-01-01,21.484753787878788
2006-02-01,22.875478927203066
2006-03-01,23.58017377567141
2006-04-01,24.491567912488605
2006-05-01,22.794860499265788
2006-06-01,25.950016716817117
2006-07-01,33.169444444444444
2006-08-01,32.27297297297297
2006-09-01,26.74955197132617
2006-10-01,30.39170771756979
2006-11-01,23.208940719144803
2006-12-01,23.514321518080916
2007-01-01,26.00785984848485
2007-02-01,31.193834900731453
2007-03-01,28.296208530805693
2007-04-01,25.39866302035855
2007-05-01,32.43883994126285
2007-06-01,38.925025075225676
2007-07-01,31.159175084175082
2007-08-01,34.424504504504505
2007-09-01,34.239426523297496
2007-10-01,28.430952380952384
2007-11-01,28.04413670229997
2007-12-01,29.927318295739347
2008-01-01,33.92329545454545
2008-02-01,30.154040404040405
2008-03-01,30.182622432859404
2008-04-01,35.376709206927984
2008-05-01,31.562114537444934
2008-06-01,33.93463724506854
2008-07-01,31.159175084175082
2008-08-01,35.50027027027027
2008-09-01,34.239426523297496
2008-10-01,28.430952380952384
2008-11-01,23.208940719144803
2008-12-01,28.858485499462944
2009-01-01,27.138636363636365
2009-02-01,30.154040404040405
2009-03-01,33.012243285939974
2009-04-01,24.491567912488605
2009-05-01,27.17848751835536
2009-06-01,32.93655967903711
2009-07-01,36.18484848484849
2009-08-01,36.57603603603604
2009-09-01,32.0994623655914
2009-10-01,25.489819376026276
2009-11-01,29.011175898931004
2009-12-01,28.858485499462944
2010-01-01,30.53096590909091
2010-02-01,28.074451410658305
2010-03-01,31.12582938388626
2010-04-01,29.934138559708295
2010-05-01,29.808663729809105
2010-06-01,30.940404546974257
2010-07-01,31.159175084175082
2010-08-01,32.27297297297297
2010-09-01,27.819534050179215
2010-10-01,27.45057471264368
2010-11-01,25.14301911240687
2010-12-01,24.583154314357323
2011-01-01,32.79251893939394
2011-02-01,33.27342389411355
2011-03-01,31.12582938388626
2011-04-01,30.84123366757824
2011-05-01,34.19229074889868
2011-06-01,36.92886994316282
2011-07-01,35.179713804713806
2011-08-01,37.6518018018018
2011-09-01,35.30940860215054
2011-10-01,30.39170771756979
2011-11-01,29.978215095562035
2011-12-01,30.99615109201575
2012-01-01,37.315625000000004
2012-02-01,34.3132183908046
2012-03-01,33.955450236966826
2012-04-01,33.562518991188085
2012-05-01,35.06901615271659
2012-06-01,37.92694750919425
2012-07-01,39.20025252525252
2012-08-01,38.72756756756757
2012-09-01,37.44937275985664
2012-10-01,30.39170771756979
2012-11-01,31.912293488824105
2012-12-01,33.133816684568565
2013-01-01,38.44640151515152
2013-02-01,35.353012887495645
2013-03-01,34.898657187993685
2013-04-01,33.562518991188085
2013-05-01,35.06901615271659
2013-06-01,35.9307923771314
2013-07-01,40.205387205387204
2013-08-01,41.95486486486487
2013-09-01,34.239426523297496
2013-10-01,33.332840722495895
2013-11-01,32.87933268545514
2013-12-01,33.133816684568565
2014-01-01,37.315625000000004
2014-02-01,39.51219087425984
2014-03-01,34.898657187993685
2014-04-01,36.28380431479793
2014-05-01,35.94574155653451
