date,credit report
2004-01-01,46.138731596829
2004-02-01,43.05638379204893
2004-03-01,48.1977653631285
2004-04-01,45.32387706855793
2004-05-01,46.990196078431374
2004-06-01,48.73265550239235
2004-07-01,50.64374003189793
2004-08-01,51.53763440860216
2004-09-01,46.92885117493473
2004-10-01,42.75446009389671
2004-11-01,51.8097033685269
2004-12-01,81.77967359050446
2005-01-01,64.23235183087958
2005-02-01,73.28746177370031
2005-03-01,86.57746741154563
2005-04-01,67.0415681639086
2005-05-01,68.98560700876095
2005-06-01,95.55422647527911
2005-07-01,81.22109250398725
2005-08-01,81.27088502894955
2005-09-01,95.94342906875544
2005-10-01,82.13356807511737
2005-11-01,71.087732528909
2005-12-01,66.37190900098912
2006-01-01,67.8510758776897
2006-02-01,66.87480886850153
2006-03-01,66.0487895716946
2006-04-01,64.20882584712373
2006-05-01,63.986649979140594
2006-06-01,67.84350079744817
2006-07-01,68.79904306220097
2006-08-01,71.35980148883375
2006-09-01,60.486074847693644
2006-10-01,63.00657276995305
2006-11-01,65.06334841628959
2006-12-01,61.63105835806133
2007-01-01,73.27916194790488
2007-02-01,60.462155963302756
2007-03-01,57.12327746741155
2007-04-01,62.32033096926715
2007-05-01,60.98727576136838
2007-06-01,60.19916267942584
2007-07-01,64.97687400318979
2007-08-01,63.430934656741115
2007-09-01,56.31462140992167
2007-10-01,60.75633802816901
2007-11-01,65.06334841628959
2007-12-01,59.26063303659743
2008-01-01,61.51830879577199
2008-02-01,62.29434250764527
2008-03-01,58.015828677839856
2008-04-01,61.37608353033886
2008-05-01,61.98706716729245
2008-06-01,56.37699362041468
2008-07-01,57.33253588516747
2008-08-01,58.47539288668322
2008-09-01,57.35748476936467
2008-10-01,56.25586854460094
2008-11-01,53.014580191050776
2008-12-01,58.075420375865484
2009-01-01,56.99490373725935
2009-02-01,52.217316513761475
2009-03-01,51.76797020484172
2009-04-01,52.87785657998425
2009-05-01,51.98915310805173
2009-06-01,49.68819776714514
2009-07-01,46.82157097288677
2009-08-01,48.56430934656742
2009-09-01,45.88598781549173
2009-10-01,46.12981220657277
2009-11-01,45.78531925590749
2009-12-01,42.66765578635015
2010-01-01,44.32936957342394
2010-02-01,41.22419724770643
2010-03-01,41.94990689013036
2010-04-01,40.60263987391647
2010-05-01,43.99082186065916
2010-06-01,42.04385964912281
2010-07-01,42.9994019138756
2010-08-01,42.617659222497934
2010-09-01,41.71453437771976
2010-10-01,43.87957746478873
2010-11-01,45.78531925590749
2010-12-01,42.66765578635015
2011-01-01,45.23405058512647
2011-02-01,45.8046636085627
2011-03-01,43.73500931098697
2011-04-01,44.37962962962963
2011-05-01,47.989987484355446
2011-06-01,51.59928229665072
2011-07-01,51.59928229665072
2011-08-01,52.52874276261374
2011-09-01,51.1003046127067
2011-10-01,50.63028169014085
2011-11-01,49.39994972347913
2011-12-01,43.8528684470821
2012-01-01,44.32936957342394
2012-02-01,43.972477064220186
2012-03-01,39.27225325884544
2012-04-01,43.43538219070135
2012-05-01,41.99123904881102
2012-06-01,42.04385964912281
2012-07-01,42.9994019138756
2012-08-01,42.617659222497934
2012-09-01,43.800261096605745
2012-10-01,46.12981220657277
2012-11-01,43.375565610859724
2012-12-01,37.92680514342236
2013-01-01,37.99660249150623
2013-02-01,41.22419724770643
2013-03-01,41.05735567970205
2013-04-01,44.37962962962963
2013-05-01,40.991447642886946
2013-06-01,34.39952153110048
2013-07-01,36.31060606060606
2013-08-01,35.67990074441688
2013-09-01,34.4144908616188
2013-10-01,37.12887323943662
2013-11-01,38.5560583207642
2013-12-01,41.482443125618204
2014-01-01,40.710645526613824
2014-02-01,36.64373088685016
2014-03-01,33.91694599627561
2014-04-01,37.76989755713161
2014-05-01,36.992282019190654
2014-06-01,34.39952153110048
2014-07-01,32.488437001594896
2014-08-01,32.70657568238214
2014-09-01,32.32876414273281
2014-10-01,34.87863849765258
2014-11-01,33.73655103066868
2014-12-01,33.18595450049456
2015-01-01,29.854473386183468
2015-02-01,33.89545107033639
2015-03-01,33.0243947858473
2015-04-01,32.10441292356187
2015-05-01,30.993533583646226
2015-06-01,30.577352472089316
2015-07-01,31.532894736842106
2015-08-01,28.74214226633582
2015-09-01,27.114447345517842
2015-10-01,28.12793427230047
2015-11-01,28.91704374057315
2015-12-01,27.25989119683482
2016-01-01,23.521706304265763
2016-02-01,21.986238532110093
2016-03-01,24.09888268156425
2016-04-01,24.550433412135543
2016-05-01,23.994993742177723
2016-06-01,21.021929824561404
2016-07-01,21.021929824561404
2016-08-01,20.813275434243177
2016-09-01,22.942993907745866
2016-10-01,21.377230046948355
2016-11-01,20.482905982905983
2016-12-01,20.148615232443127
2017-01-01,19.902982257455644
2017-02-01,21.986238532110093
2017-03-01,22.313780260707635
2017-04-01,21.717691095350673
2017-05-01,21.99541093032958
2017-06-01,20.066387559808614
2017-07-01,20.066387559808614
2017-08-01,20.813275434243177
2017-09-01,35.45735422106179
2017-10-01,25.87769953051643
2017-11-01,24.097536450477627
2017-12-01,21.333827893175076
2018-01-01,18.998301245753115
2018-02-01,20.154051987767588
2018-03-01,20.528677839851024
2018-04-01,21.717691095350673
2018-05-01,19.995828118481434
2018-06-01,18.15530303030303
2018-07-01,19.110845295055825
2018-08-01,19.822167080231598
2018-09-01,18.77154046997389
2018-10-01,20.25211267605634
2018-11-01,19.2780291603821
2018-12-01,18.96340257171118
2019-01-01,18.093620234050587
2019-02-01,18.32186544342508
2019-03-01,18.743575418994414
2019-04-01,18.884948778565803
2019-05-01,18.996036712557363
2019-06-01,18.15530303030303
2019-07-01,20.066387559808614
2019-08-01,18.831058726220018
2019-09-01,17.728677110530896
2019-10-01,20.25211267605634
2019-11-01,19.2780291603821
2019-12-01,18.96340257171118
2020-01-01,18.093620234050587
2020-02-01,19.23795871559633
2020-03-01,16.0659217877095
2020-04-01,18.884948778565803
2020-05-01,22.99520233625365
2020-06-01,21.021929824561404
2020-07-01,21.021929824561404
2020-08-01,19.822167080231598
2020-09-01,19.814403829416886
2020-10-01,20.25211267605634
2020-11-01,21.687782805429862
2020-12-01,21.333827893175076
2021-01-01,19.902982257455644
2021-02-01,21.986238532110093
2021-03-01,22.313780260707635
2021-04-01,20.773443656422383
2021-05-01,19.995828118481434
2021-06-01,18.15530303030303
2021-07-01,17.19976076555024
2021-08-01,15.857733664185279
2021-09-01,18.77154046997389
2021-10-01,18.0018779342723
2021-11-01,19.2780291603821
2021-12-01,17.77818991097923
2022-01-01,18.093620234050587
2022-02-01,20.154051987767588
2022-03-01,20.528677839851024
2022-04-01,19.829196217494093
2022-05-01,18.996036712557363
2022-06-01,17.19976076555024
2022-07-01,18.15530303030303
2022-08-01,17.83995037220844
2022-09-01,16.685813751087903
2022-10-01,19.12699530516432
2022-11-01,18.073152337858218
2022-12-01,17.77818991097923
2023-01-01,16.28425821064553
2023-02-01,17.405772171253826
2023-03-01,17.85102420856611
2023-04-01,17.940701339637513
2023-05-01,17.99624530663329
2023-06-01,17.19976076555024
2023-07-01,16.244218500797448
2023-08-01,16.84884201819686
2023-09-01,16.685813751087903
2023-10-01,19.12699530516432
2023-11-01,18.073152337858218
2023-12-01,17.77818991097923
2024-01-01,16.28425821064553
2024-02-01,17.405772171253826
2024-03-01,16.958472998137804
2024-04-01,18.884948778565803
2024-05-01,16.99645390070922
2024-06-01,16.244218500797448
2024-07-01,16.244218500797448
2024-08-01,18.831058726220018
2024-09-01,17.728677110530896
2024-10-01,19.12699530516432
2024-11-01,19.2780291603821
2024-12-01,18.96340257171118
2025-01-01,17.188939222348058
2025-02-01,19.23795871559633
2025-03-01,18.743575418994414
2025-04-01,19.829196217494093
2025-05-01,18.996036712557363
2025-06-01,18.15530303030303
2025-07-01,21.977472089314197
2025-08-01,19.822167080231598
2025-09-01,20.85726718885988
2025-10-01,23.627464788732397
2025-11-01,27.71216691804927
2025-12-01,29.630316518298716
