date,free credit report
2011-08-01,51.348664688427306
2011-09-01,49.36062992125984
2011-10-01,48.975
2011-11-01,48.182524271844656
2011-12-01,44.02247191011236
2012-01-01,41.19597315436241
2012-02-01,41.952513966480446
2012-03-01,38.09905020352782
2012-04-01,41.475627769571645
2012-05-01,38.77187500000001
2012-06-01,40.055634807417974
2012-07-01,43.71937321937322
2012-08-01,41.66023738872404
2012-09-01,44.21889763779528
2012-10-01,48.975
2012-11-01,44.37864077669903
2012-12-01,39.1310861423221
2013-01-01,35.93691275167785
2013-02-01,39.21648044692738
2013-03-01,39.87109905020353
2013-04-01,45.33382570162482
2013-05-01,41.83281250000001
2013-06-01,36.32952924393724
2013-07-01,36.27777777777778
2013-08-01,35.84718100890208
2013-09-01,33.93543307086615
2013-10-01,37.31428571428572
2013-11-01,39.30679611650485
2013-12-01,41.57677902621723
2014-01-01,39.442953020134226
2014-02-01,34.65642458100559
2014-03-01,31.010854816824967
2014-04-01,32.794682422452
2014-05-01,32.650000000000006
2014-06-01,30.740370898716122
2014-07-01,29.766381766381766
2014-08-01,29.065281899109795
2014-09-01,27.765354330708664
2014-10-01,30.317857142857143
2014-11-01,29.1631067961165
2014-12-01,26.90262172284644
2015-01-01,26.29530201342282
2015-02-01,28.272346368715084
2015-03-01,27.466757123473542
2015-04-01,28.936484490398822
2015-05-01,26.528125000000003
2015-06-01,24.219686162624825
2015-07-01,23.254985754985753
2015-08-01,23.252225519287837
2015-09-01,20.56692913385827
2015-10-01,22.155357142857145
2015-11-01,20.287378640776698
2015-12-01,18.34269662921348
2016-01-01,13.14765100671141
2016-02-01,14.59217877094972
2016-03-01,14.1763907734057
2016-04-01,16.397341211226
2016-05-01,15.304687500000004
2016-06-01,13.041369472182597
2016-07-01,13.022792022792023
2016-08-01,12.594955489614245
2016-09-01,12.34015748031496
2016-10-01,12.826785714285716
2016-11-01,12.679611650485436
2016-12-01,12.228464419475655
2017-01-01,11.394630872483221
2017-02-01,11.856145251396647
2017-03-01,11.518317503392131
2017-04-01,11.574593796159528
2017-05-01,12.243750000000002
2017-06-01,10.24679029957204
2017-07-01,10.232193732193732
2017-08-01,11.626112759643918
2017-09-01,18.510236220472443
2017-10-01,13.992857142857144
2017-11-01,12.679611650485436
2017-12-01,11.00561797752809
2018-01-01,10.518120805369128
2018-02-01,10.94413407821229
2018-03-01,9.746268656716419
2018-04-01,10.610044313146235
2018-05-01,10.203125000000002
2018-06-01,9.315263908701855
2018-07-01,8.371794871794872
2018-08-01,8.71958456973294
2018-09-01,9.255118110236221
2018-10-01,9.32857142857143
2018-11-01,10.143689320388349
2018-12-01,9.782771535580524
2019-01-01,8.765100671140939
2019-02-01,8.208100558659218
2019-03-01,7.08819538670285
2019-04-01,8.680945347119646
2019-05-01,9.1828125
2019-06-01,8.383737517831669
2019-07-01,8.371794871794872
2019-08-01,8.71958456973294
2019-09-01,8.226771653543308
2019-10-01,9.32857142857143
2019-11-01,8.875728155339806
2019-12-01,8.559925093632959
2020-01-01,7.888590604026845
2020-02-01,8.208100558659218
2020-03-01,7.08819538670285
2020-04-01,8.680945347119646
2020-05-01,10.203125000000002
2020-06-01,8.383737517831669
2020-07-01,8.371794871794872
2020-08-01,8.71958456973294
2020-09-01,8.226771653543308
2020-10-01,9.32857142857143
2020-11-01,8.875728155339806
2020-12-01,8.559925093632959
2021-01-01,7.888590604026845
2021-02-01,8.208100558659218
2021-03-01,7.974219810040706
2021-04-01,7.716395864106352
2021-05-01,7.142187500000001
2021-06-01,6.520684736091298
2021-07-01,5.581196581196581
2021-08-01,5.813056379821959
2021-09-01,5.141732283464568
2021-10-01,5.830357142857143
2021-11-01,6.339805825242718
2021-12-01,6.114232209737827
2022-01-01,6.135570469798658
2022-02-01,7.29608938547486
2022-03-01,7.08819538670285
2022-04-01,6.751846381093058
2022-05-01,7.142187500000001
2022-06-01,5.589158345221113
2022-07-01,5.581196581196581
2022-08-01,5.813056379821959
2022-09-01,6.17007874015748
2022-10-01,6.996428571428572
2022-11-01,6.339805825242718
2022-12-01,6.114232209737827
2023-01-01,5.259060402684564
2023-02-01,6.384078212290503
2023-03-01,6.202170963364994
2023-04-01,5.787296898079764
2023-05-01,6.121875000000001
2023-06-01,5.589158345221113
2023-07-01,5.581196581196581
2023-08-01,4.844213649851633
2023-09-01,5.141732283464568
2023-10-01,5.830357142857143
2023-11-01,5.0718446601941745
2023-12-01,6.114232209737827
2024-01-01,5.259060402684564
2024-02-01,4.560055865921788
2024-03-01,4.430122116689281
2024-04-01,5.787296898079764
2024-05-01,5.101562500000001
2024-06-01,4.6576319543509275
2024-07-01,4.650997150997151
2024-08-01,5.813056379821959
2024-09-01,6.17007874015748
2024-10-01,5.830357142857143
2024-11-01,5.0718446601941745
2024-12-01,4.891385767790262
2025-01-01,5.259060402684564
2025-02-01,4.560055865921788
2025-03-01,4.430122116689281
2025-04-01,4.82274741506647
2025-05-01,5.101562500000001
2025-06-01,4.6576319543509275
2025-07-01,6.511396011396012
2025-08-01,5.813056379821959
2025-09-01,6.17007874015748
2025-10-01,5.830357142857143
2025-11-01,7.607766990291262
2025-12-01,8.559925093632959
