date,0 percent APR
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,60.77956989247311
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,0.0
2006-08-01,0.0
2006-09-01,0.0
2006-10-01,0.0
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,0.0
2007-04-01,0.0
2007-05-01,0.0
2007-06-01,0.0
2007-07-01,0.0
2007-08-01,0.0
2007-09-01,0.0
2007-10-01,0.0
2007-11-01,0.0
2007-12-01,0.0
2008-01-01,0.0
2008-02-01,26.927763272410793
2008-03-01,0.0
2008-04-01,0.0
2008-05-01,0.0
2008-06-01,0.0
2008-07-01,0.0
2008-08-01,29.86666666666667
2008-09-01,19.993279569892472
2008-10-01,22.526748971193417
2008-11-01,0.0
2008-12-01,0.0
2009-01-01,0.0
2009-02-01,22.78503046127067
2009-03-01,0.0
2009-04-01,0.0
2009-05-01,31.130801687763718
2009-06-01,0.0
2009-07-01,29.202453987730063
2009-08-01,0.0
2009-09-01,0.0
2009-10-01,17.62962962962963
2009-11-01,0.0
2009-12-01,0.0
2010-01-01,0.0
2010-02-01,0.0
2010-03-01,0.0
2010-04-01,0.0
2010-05-01,0.0
2010-06-01,0.0
2010-07-01,13.790047716428084
2010-08-01,0.0
2010-09-01,0.0
2010-10-01,0.0
2010-11-01,0.0
2010-12-01,0.0
2011-01-01,0.0
2011-02-01,0.0
2011-03-01,0.0
2011-04-01,14.089253187613844
2011-05-01,12.050632911392407
2011-06-01,12.761394101876677
2011-07-01,9.734151329243353
2011-08-01,10.266666666666667
2011-09-01,11.995967741935484
2011-10-01,0.0
2011-11-01,0.0
2011-12-01,15.906432748538013
2012-01-01,12.795698924731182
2012-02-01,12.428198433420366
2012-03-01,10.288184438040345
2012-04-01,0.0
2012-05-01,0.0
2012-06-01,12.761394101876677
2012-07-01,11.356509884117246
2012-08-01,10.266666666666667
2012-09-01,13.59543010752688
2012-10-01,9.794238683127572
2012-11-01,0.0
2012-12-01,9.941520467836257
2013-01-01,17.913978494623656
2013-02-01,12.428198433420366
2013-03-01,13.71757925072046
2013-04-01,7.586520947176685
2013-05-01,7.029535864978904
2013-06-01,12.761394101876677
2013-07-01,12.978868438991139
2013-08-01,11.200000000000001
2013-09-01,10.396505376344086
2013-10-01,13.7119341563786
2013-11-01,14.92831541218638
2013-12-01,9.941520467836257
2014-01-01,12.795698924731182
2014-02-01,14.499564838990427
2014-03-01,14.860710854947165
2014-04-01,11.92167577413479
2014-05-01,16.06751054852321
2014-06-01,9.571045576407508
2014-07-01,9.734151329243353
2014-08-01,19.6
2014-09-01,10.396505376344086
2014-10-01,14.691358024691358
2014-11-01,13.862007168458781
2014-12-01,16.900584795321638
2015-01-01,15.35483870967742
2015-02-01,14.499564838990427
2015-03-01,13.71757925072046
2015-04-01,17.340619307832423
2015-05-01,16.06751054852321
2015-06-01,24.459338695263632
2015-07-01,14.601226993865032
2015-08-01,17.733333333333334
2015-09-01,11.196236559139784
2015-10-01,13.7119341563786
2015-11-01,15.994623655913978
2015-12-01,14.912280701754387
2016-01-01,17.913978494623656
2016-02-01,22.78503046127067
2016-03-01,9.14505283381364
2016-04-01,21.67577413479053
2016-05-01,14.059071729957807
2016-06-01,20.205540661304738
2016-07-01,16.223585548738924
2016-08-01,15.866666666666669
2016-09-01,14.39516129032258
2016-10-01,12.732510288065843
2016-11-01,19.193548387096776
2016-12-01,19.883040935672515
2017-01-01,29.43010752688172
2017-02-01,18.642297650130548
2017-03-01,29.72142170989433
2017-04-01,18.42440801457195
2017-05-01,23.097046413502113
2017-06-01,24.459338695263632
2017-07-01,25.146557600545332
2017-08-01,24.26666666666667
2017-09-01,21.59274193548387
2017-10-01,22.526748971193417
2017-11-01,26.657706093189965
2017-12-01,16.900584795321638
2018-01-01,30.70967741935484
2018-02-01,22.78503046127067
2018-03-01,28.578290105667627
2018-04-01,19.508196721311474
2018-05-01,29.122362869198316
2018-06-01,21.268990169794463
2018-07-01,14.601226993865032
2018-08-01,21.46666666666667
2018-09-01,18.393817204301076
2018-10-01,26.444444444444443
2018-11-01,29.85663082437276
2018-12-01,27.836257309941523
2019-01-01,35.82795698924731
2019-02-01,23.8207136640557
2019-03-01,32.00768491834774
2019-04-01,30.34608378870674
2019-05-01,24.101265822784814
2019-06-01,26.586237712243076
2019-07-01,22.713019768234492
2019-08-01,27.06666666666667
2019-09-01,19.993279569892472
2019-10-01,26.444444444444443
2019-11-01,23.45878136200717
2019-12-01,22.86549707602339
2020-01-01,29.43010752688172
2020-02-01,24.856396866840733
2020-03-01,41.15273775216138
2020-04-01,41.18397085610201
2020-05-01,35.14767932489452
2020-06-01,37.22073279714031
2020-07-01,24.335378323108387
2020-08-01,28.000000000000004
2020-09-01,21.59274193548387
2020-10-01,25.465020576131685
2020-11-01,25.591397849462368
2020-12-01,22.86549707602339
2021-01-01,25.591397849462364
2021-02-01,20.713664055700608
2021-03-01,28.578290105667627
2021-04-01,29.262295081967213
2021-05-01,27.113924050632917
2021-06-01,22.332439678284185
2021-07-01,16.223585548738924
2021-08-01,16.8
2021-09-01,19.993279569892472
2021-10-01,19.588477366255145
2021-11-01,24.525089605734767
2021-12-01,20.87719298245614
2022-01-01,25.591397849462364
2022-02-01,22.78503046127067
2022-03-01,30.864553314121036
2022-04-01,19.508196721311474
2022-05-01,26.109704641350216
2022-06-01,23.395889186773907
2022-07-01,20.279481935923656
2022-08-01,23.333333333333336
2022-09-01,24.791666666666664
2022-10-01,32.32098765432099
2022-11-01,28.79032258064516
2022-12-01,30.8187134502924
2023-01-01,35.82795698924731
2023-02-01,33.141862489120975
2023-03-01,33.150816522574445
2023-04-01,42.26775956284153
2023-05-01,39.16455696202532
2023-06-01,41.4745308310992
2023-07-01,34.06952965235174
2023-08-01,29.86666666666667
2023-09-01,27.99059139784946
2023-10-01,36.23868312757202
2023-11-01,45.85125448028674
2023-12-01,42.748538011695906
2024-01-01,44.784946236559136
2024-02-01,49.712793733681465
2024-03-01,46.86839577329491
2024-04-01,59.60837887067395
2024-05-01,52.21940928270043
2024-06-01,52.10902591599643
2024-07-01,40.55896387184731
2024-08-01,51.33333333333334
2024-09-01,39.18682795698925
2024-10-01,51.90946502057613
2024-11-01,53.31541218637993
2024-12-01,59.64912280701755
2025-01-01,62.69892473118279
2025-02-01,53.855526544821586
2025-03-01,64.01536983669548
2025-04-01,63.94353369763206
2025-05-01,44.185654008438824
2025-06-01,55.2993744414656
2025-07-01,81.11792774369462
2025-08-01,59.73333333333334
2025-09-01,50.38306451612903
2025-10-01,50.93004115226337
2025-11-01,74.6415770609319
2025-12-01,64.61988304093568
