keyword,intercept,slope,r_squared,p_value,std_error,n_obs
safari_tour,-0.0045054688344057575,-1.2263760415167839e-05,0.00015019680762358943,0.8443858102613564,6.241574053840592e-05,259
beach_vacation,-0.004109889412067245,-0.00035463700685830156,0.00036081543823771506,0.7609399644881718,0.0011643849173407696,259
hostel,-0.006236185365662567,0.00027970757325860484,6.638914280680938e-05,0.8961733913425552,0.0021412861913775263,259
luxury_travel,-0.0024085434383062034,-0.0020204337360039556,0.0032337223963701356,0.3620425121228777,0.0022127041524242583,259
backpacking_trip,-0.006622090289395525,7.167763903370151e-06,5.3281503255887206e-05,0.9069342623498454,6.125158413796224e-05,259
tourist_attractions,-0.00711669790962101,0.0011902209273839629,0.0007670830256289157,0.6572896399667039,0.002679619936229708,259
wedding_locations,-0.004592941647222166,-0.0013034797423416458,0.0013025741273728411,0.5631212061374503,0.002251404168419123,259
hotels_near_me,-0.010799880489365137,0.0022569416140826113,0.0021827960698989545,0.45405869154917394,0.003010042826962968,259
flight_deals,-0.00464358189027626,-0.0004561018358298282,0.000269275749653732,0.7926829955590875,0.0017335571216237427,259
RV_rental,-0.004983540798997802,-0.0002896993474731148,0.00012129035193345628,0.8599886965013707,0.0016407465047548514,259
cheap_flights,-0.0055915805531472846,-0.00027465437172703776,2.724934042727526e-05,0.9333715930291284,0.0032819808298351046,259
things_to_do,-0.004283345035566101,-0.0009719872915621112,0.00037007275687503085,0.7579867233687771,0.0031511573672243576,259
hotel_deals,-0.006952101817445435,0.001285017642119187,0.0007463978850755763,0.6616521076867077,0.0029328860486051867,259
road_trip,-0.005545424570543408,-0.00014877977619753702,1.2471038083316748e-05,0.9548970108668157,0.0026279877024109888,259
Mediterranean_cruise,-0.002280228319279511,-0.0013088693709826067,0.0019622817593031973,0.4778260592781817,0.0018412914523687355,259
guided_tours,-0.005148617259323709,-0.00043940843502703584,0.00011090175776743365,0.8660600320446237,0.002602606617304183,259
cruise,-0.006285534009161361,0.0003203310319043234,7.126317320834526e-05,0.8924518459552414,0.0023669244592569734,259
travel_booking,-0.004675037384173255,-0.0006644357435610862,0.00022317181167483147,0.8108963298190995,0.0027740755827437968,259
vacation_rentals,-0.0032862344372818083,-0.000940825895305225,0.001496657106145776,0.5353741202319164,0.001515850273098323,259
Caribbean_cruise,-0.0030820245493824467,-0.001154241687596908,0.0013409061122964714,0.5574297902389194,0.001964896320001723,259
cruise_deals,-0.005428545021888029,-0.00011440858612664321,2.0494481585546764e-05,0.9422004470228259,0.001576409843187808,259
honeymoon_destinations,-0.0036836696602820774,-0.0012391603324061603,0.0014603855649040261,0.5403651126569349,0.0020212024898815946,259
cruise_line,-0.0008188273201177303,-0.0018426336116104313,0.004884547919382868,0.2624172293778053,0.001640578345780764,259
Disney_tickets,-0.007086442240108662,0.0009092315808709796,0.00039883160230906996,0.7490620270120506,0.0028393997917756726,259
destination_wedding,-0.005523093029875422,-7.345294364183725e-05,1.284765144568262e-05,0.9542217752716474,0.0012782858470477302,259
last_minute_travel,-0.007337675483517057,0.0006427523227127848,0.0005881952459653557,0.6976607948540814,0.001652679254144511,259
mountain_vacation,-0.0021972882773569867,-0.0025278036606997717,0.005401060253137667,0.23855197857653843,0.002139741262516774,259
eco_tourism,-0.0055349197149662365,-4.097538260821505e-06,1.632453268607239e-05,0.9484055117131114,6.326048716537269e-05,259
engagement_trip,-0.005694806087847702,-1.3893911659237873e-06,1.5435891583276628e-06,0.9841247150808974,6.975763954889178e-05,259
camping_trip,-0.006061974529193679,7.036008000966905e-05,7.488707675955718e-06,0.965041773479052,0.001603816576082359,259
vacation_packages,-0.004287783897002625,-0.0009157727760174867,0.0009376877168742,0.6237513005824888,0.001864611428318173,259
ski_vacation,0.0011745935940652716,-0.0015353902107100048,0.0046884141282371216,0.27224319405369196,0.0013954643704830307,259
Disney_Cruise,-0.004536003309977194,-0.00042360915109559196,0.0003015212915621294,0.7809184634113641,0.0015215081921407525,259
Airbnb,-0.0007280780613802291,-0.001828788859639813,0.001836158677390721,0.49233983225839506,0.002659762250239465,259
airfare,-0.005656195244044166,-0.0005514697114843651,0.0001628378041205112,0.8380561873729502,0.002695517288247159,259
adventure_travel,-0.006513091590698237,0.0008878141423277443,0.000424229255146729,0.7414708326998751,0.0026882091199100467,259
weekend_getaway,-0.0030992684721027623,-0.0011913179809697498,0.0017213709859095457,0.5062005366358019,0.0017895745000434417,259
theme_park_tickets,-0.005871727853216145,2.541980828675846e-05,8.118407180999431e-07,0.9884865735950423,0.0017598275733384562,259
travel_blog,-0.004790450518331218,-0.00012673397415614938,0.0001047095642493508,0.8698188710577139,0.0007725215041372952,259
all_inclusive_resort,-0.004490738794750464,-0.00040111828382453734,0.00027335324242552854,0.7911551176117861,0.001513158479681905,259
Carnival_Cruise,-0.0035441210882642083,-0.0010435660192995289,0.0011253323265859683,0.5909835574037694,0.00193940481582751,259
travel_vlog,-0.005702660424838164,-1.6610272175133314e-05,9.542341816476045e-07,0.9875177168216844,0.0010606753970667604,259
flights,-0.003978885660517569,-0.0014710432700200842,0.0006134016769296956,0.6915745433272149,0.003703848096964814,259
travel_tips,-0.004715038223920884,-0.0007266867824717479,0.00046045542031738194,0.7310669236283714,0.0021119658662778866,259
car_rental,-0.00688686900782633,0.0016884673342412967,0.0008240866615664105,0.6456209401172809,0.0036674198984135756,259
budget_travel,-0.005760791175132125,-2.5549395026090827e-05,4.315387996018461e-07,0.9916056684542471,0.0024260739865082214,259
travel_insurance,-0.015582710441357162,0.008957126081438053,0.02591505041560653,0.009454448155896765,0.0034255042708912706,259
Universal_Studios_tickets,-0.004559279917523414,-0.0003370881165684597,0.00013990409025234015,0.8497470146312274,0.001777588750091299,259
VRBO,-0.0022577152002605564,-0.0009056578014881475,0.0012126591155665908,0.5769224300956646,0.0016213049836631204,259
