date,new car prices
2021-12-01,11.947222222222221
2022-01-01,15.424063116370807
2022-02-01,15.797979797979798
2022-03-01,16.78912213740458
2022-04-01,14.488636363636363
2022-05-01,15.214007782101167
2022-06-01,15.125725338491295
2022-07-01,13.626858736059479
2022-08-01,14.017686424474187
2022-09-01,16.401006711409398
2022-10-01,17.49701670644391
2022-11-01,16.1
2022-12-01,15.205555555555554
2023-01-01,15.424063116370807
2023-02-01,14.81060606060606
2023-03-01,13.990935114503817
2023-04-01,13.522727272727272
2023-05-01,13.312256809338521
2023-06-01,12.289651837524177
2023-07-01,10.901486988847584
2023-08-01,10.27963671128107
2023-09-01,15.307606263982104
2023-10-01,15.164081145584724
2023-11-01,13.8
2023-12-01,11.947222222222221
2024-01-01,10.604043392504929
2024-02-01,12.835858585858585
2024-03-01,10.260019083969466
2024-04-01,11.59090909090909
2024-05-01,10.459630350194551
2024-06-01,8.508220502901354
2024-07-01,8.176115241635689
2024-08-01,8.410611854684511
2024-09-01,14.214205816554811
2024-10-01,12.831145584725537
2024-11-01,12.650000000000002
2024-12-01,11.947222222222221
2025-01-01,12.532051282051281
2025-02-01,13.823232323232324
2025-03-01,14.923664122137405
2025-04-01,16.420454545454543
2025-05-01,12.361381322957198
2025-06-01,10.398936170212766
2025-07-01,23.619888475836433
2025-08-01,18.690248565965582
2025-09-01,20.77460850111857
2025-10-01,20.996420047732695
2025-11-01,28.750000000000004
2025-12-01,53.21944444444444
