date,heating cost
2020-03-01,31.255124777183596
2020-04-01,36.08018648018648
2020-05-01,44.0960729312763
2020-06-01,45.08521970705726
2020-07-01,46.192360163710774
2020-08-01,42.91822541966427
2020-09-01,40.90031152647975
2020-10-01,37.62111111111111
2020-11-01,34.67383512544802
2020-12-01,39.64754098360655
2021-01-01,39.061683848797244
2021-02-01,49.03001949317738
2021-03-01,43.110516934046345
2021-04-01,39.46270396270396
2021-05-01,41.83473585787751
2021-06-01,41.86484687083888
2021-07-01,35.19417917235106
2021-08-01,38.27841726618705
2021-09-01,37.67133956386293
2021-10-01,37.62111111111111
2021-11-01,42.47544802867383
2021-12-01,35.24225865209471
2022-01-01,48.20378006872852
2022-02-01,50.9157894736842
2022-03-01,52.81038324420677
2022-04-01,48.482750582750576
2022-05-01,49.74941561477326
2022-06-01,48.30559254327564
2022-07-01,47.29217826284674
2022-08-01,47.558033573141486
2022-09-01,47.35825545171339
2022-10-01,44.78703703703704
2022-11-01,43.34229390681003
2022-12-01,45.814936247723125
2023-01-01,38.230584192439856
2023-02-01,43.37270955165691
2023-03-01,43.110516934046345
2023-04-01,43.97272727272727
2023-05-01,39.57339878447873
2023-06-01,37.571016422547714
2023-07-01,40.693269668030915
2023-08-01,37.118465227817744
2023-09-01,36.59501557632399
2023-10-01,39.41259259259259
2023-11-01,40.74175627240143
2023-12-01,36.12331511839708
2024-01-01,45.710481099656356
2024-02-01,39.601169590643266
2024-03-01,38.79946524064171
2024-04-01,41.71771561771561
2024-05-01,38.44273024777934
2024-06-01,38.64447403462051
2024-07-01,36.29399727148704
2024-08-01,35.95851318944844
2024-09-01,34.442367601246104
2024-10-01,35.82962962962963
2024-11-01,36.40752688172043
2024-12-01,40.528597449908915
2025-01-01,48.20378006872852
2025-02-01,46.201364522417144
2025-03-01,42.032754010695186
2025-04-01,45.1002331002331
2025-05-01,44.0960729312763
2025-06-01,55.81979582778518
2025-07-01,61.58981355161436
2025-08-01,57.99760191846522
2025-09-01,53.81619937694704
2025-10-01,51.952962962962964
2025-11-01,71.08136200716845
2025-12-01,88.10564663023678
