date,used car prices
2021-09-01,11.770177562550442
2021-10-01,11.690917107583772
2021-11-01,12.008605072463768
2021-12-01,12.241458910433977
2022-01-01,13.052390998593529
2022-02-01,15.853512705530642
2022-03-01,13.955263157894738
2022-04-01,13.248037116345468
2022-05-01,13.248037116345468
2022-06-01,12.809178743961352
2022-07-01,12.324369189907038
2022-08-01,13.191542288557216
2022-09-01,14.980225988700564
2022-10-01,17.536375661375658
2022-11-01,16.812047101449274
2022-12-01,17.13804247460757
2023-01-01,14.91701828410689
2023-02-01,14.862668161434977
2023-03-01,12.094561403508772
2023-04-01,10.409172019985725
2023-05-01,10.409172019985725
2023-06-01,10.064354727398205
2023-07-01,9.683432934926959
2023-08-01,9.422530206112295
2023-09-01,10.700161420500402
2023-10-01,10.521825396825394
2023-11-01,9.606884057971014
2023-12-01,9.793167128347182
2024-01-01,7.458509142053445
2024-02-01,7.926756352765321
2024-03-01,6.512456140350878
2024-04-01,6.624018558172734
2024-05-01,6.624018558172734
2024-06-01,5.489648033126294
2024-07-01,5.281872509960159
2024-08-01,5.653518123667378
2024-09-01,6.420096852300242
2024-10-01,7.014550264550262
2024-11-01,8.406023550724637
2024-12-01,7.344875346260387
2025-01-01,5.593881856540084
2025-02-01,6.935911808669656
2025-03-01,11.16421052631579
2025-04-01,12.30174875089222
2025-05-01,6.624018558172734
2025-06-01,6.404589371980676
2025-07-01,9.683432934926959
2025-08-01,7.538024164889837
2025-09-01,8.560129136400322
2025-10-01,8.18364197530864
2025-11-01,14.41032608695652
2025-12-01,22.03462603878116
